time,alb_KAN_M,lat_KAN_M,lon_KAN_M,cloud_KAN_M
2023-08-25,0.4817,67.068154,-48.85182,0.4974
2023-08-26,0.671,67.068154,-48.85182,0.7391
2023-08-27,0.7873,67.068154,-48.85182,0.793
2023-08-28,0.7692,67.068154,-48.85182,0.9841
2023-08-29,0.6758,67.068154,-48.85182,0.9837
2023-08-30,0.5561,67.068154,-48.85182,1.0
2023-08-31,0.7212,67.068154,-48.85182,0.6403
2023-09-01,0.7315,67.068154,-48.85182,0.4646
2023-09-02,0.7602,67.068154,-48.85182,0.9562
2023-09-03,0.773,67.068154,-48.85182,0.9096
2023-09-04,0.6431,67.068154,-48.85182,0.8418
2023-09-05,0.5415,67.068154,-48.85182,0.9613
2023-09-06,0.7408,67.068154,-48.85182,0.9577
2023-09-07,0.8663,67.068154,-48.85182,0.968
2023-09-08,0.8472,67.068154,-48.85182,0.9399
2023-09-09,0.7759,67.068154,-48.85182,0.7243
2023-09-10,0.7671,67.068154,-48.85182,0.318
2023-09-11,0.7754,67.068154,-48.85182,0.4041
2023-09-12,0.8462,67.068154,-48.85182,0.903
2023-09-13,0.8389,67.068154,-48.85182,0.7778
2023-09-14,0.737,67.068154,-48.85182,0.6494
2023-09-15,0.827,67.068154,-48.85182,0.4773
2023-09-16,0.8308,67.068154,-48.85182,0.7544
2023-09-17,0.8214,67.068154,-48.85182,0.8365
2023-09-18,0.7373,67.068154,-48.85182,0.3007
