time,alb_SCO_U,lat_SCO_U,lon_SCO_U,cloud_SCO_U
2021-08-10,0.4212,72.394047,-27.252486,0.2789
2021-08-11,0.4244,72.394047,-27.252486,0.1443
2021-08-12,0.4022,72.394047,-27.252486,0.4338
2021-08-13,0.4183,72.394047,-27.252486,0.0719
2021-08-14,0.4334,72.394047,-27.252486,0.4795
2021-08-15,0.4048,72.394047,-27.252486,0.5629
2021-08-16,0.3954,72.394047,-27.252486,0.214
2021-08-17,0.4112,72.394047,-27.252486,0.2768
2021-08-18,0.4237,72.394047,-27.252486,0.0691
2021-08-19,0.4251,72.394047,-27.252486,0.1385
2021-08-20,0.4104,72.394047,-27.252486,0.4252
2021-08-21,0.4218,72.394047,-27.252486,0.2947
2021-08-22,0.4355,72.394047,-27.252486,0.3743
2021-08-23,0.4212,72.394047,-27.252486,0.7365
2021-08-24,0.4324,72.394047,-27.252486,0.3428
2021-08-25,0.4088,72.394047,-27.252486,0.4964
2021-08-26,0.4106,72.394047,-27.252486,0.3916
2021-08-27,0.4369,72.394047,-27.252486,0.5434
2021-08-28,0.4418,72.394047,-27.252486,0.9317
2021-08-29,0.4515,72.394047,-27.252486,0.4206
2021-08-30,0.4413,72.394047,-27.252486,0.7602
2021-08-31,0.4416,72.394047,-27.252486,0.1379
2021-09-01,0.4425,72.394047,-27.252486,0.1806
2021-09-02,0.4396,72.394047,-27.252486,0.083
2021-09-03,0.4384,72.394047,-27.252486,0.306
2021-09-04,0.4317,72.394047,-27.252486,0.1926
2021-09-05,0.488,72.394047,-27.252486,0.7894
2021-09-06,0.8235,72.394047,-27.252486,0.8214
2021-09-07,0.7334,72.394047,-27.252486,0.3571
2021-09-08,0.7526,72.394047,-27.252486,0.6942
2021-09-09,0.7666,72.394047,-27.252486,0.7825
2021-09-10,0.881,72.394047,-27.252486,0.849
2021-09-11,0.8655,72.394047,-27.252486,0.5759
2021-09-12,0.7839,72.394047,-27.252486,0.4286
2021-09-13,0.8326,72.394047,-27.252486,0.8656
2021-09-14,0.8649,72.394047,-27.252486,0.8982
2021-09-15,0.8166,72.394047,-27.252486,0.4465
2021-09-16,0.7997,72.394047,-27.252486,0.5254
2022-05-01,0.8139,72.394047,-27.252486,0.4752
2022-05-02,0.7777,72.394047,-27.252486,0.0568
2022-05-03,0.7755,72.394047,-27.252486,0.0897
2022-05-04,0.7748,72.394047,-27.252486,0.1461
2022-05-05,0.7729,72.394047,-27.252486,0.118
2022-05-06,0.7661,72.394047,-27.252486,0.064
2022-05-07,0.7698,72.394047,-27.252486,0.0749
2022-05-08,0.7636,72.394047,-27.252486,0.078
2022-05-09,0.765,72.394047,-27.252486,0.1933
2022-05-10,0.8058,72.394047,-27.252486,0.4024
2022-05-11,0.7905,72.394047,-27.252486,0.2993
2022-05-12,0.7725,72.394047,-27.252486,0.1451
2022-05-13,0.769,72.394047,-27.252486,0.0897
2022-05-14,0.7616,72.394047,-27.252486,0.0887
2022-05-15,0.7629,72.394047,-27.252486,0.1004
2022-05-16,0.7649,72.394047,-27.252486,0.2739
2022-05-17,0.7643,72.394047,-27.252486,0.2193
2022-05-18,0.8107,72.394047,-27.252486,0.5828
2022-05-19,0.7994,72.394047,-27.252486,0.6388
2022-05-20,0.8058,72.394047,-27.252486,0.505
2022-05-21,0.767,72.394047,-27.252486,0.0727
2022-05-22,0.7623,72.394047,-27.252486,0.3006
2022-05-23,0.7575,72.394047,-27.252486,0.1836
2022-05-24,0.7593,72.394047,-27.252486,0.3609
2022-05-25,0.7806,72.394047,-27.252486,0.5797
2022-05-26,0.746,72.394047,-27.252486,0.1707
2022-05-27,0.7193,72.394047,-27.252486,0.0439
2022-05-28,0.6917,72.394047,-27.252486,0.0438
2022-05-29,0.686,72.394047,-27.252486,0.3422
2022-05-30,0.6137,72.394047,-27.252486,0.682
2022-05-31,0.6376,72.394047,-27.252486,0.9833
2022-06-01,0.7981,72.394047,-27.252486,0.947
2022-06-02,0.8217,72.394047,-27.252486,0.7867
2022-06-03,0.7667,72.394047,-27.252486,0.1756
2022-06-04,0.7318,72.394047,-27.252486,0.1186
2022-06-05,0.7199,72.394047,-27.252486,0.3667
2022-06-06,0.7068,72.394047,-27.252486,0.2163
2022-06-07,0.649,72.394047,-27.252486,0.1878
2022-06-08,0.5898,72.394047,-27.252486,0.0276
2022-06-09,0.5516,72.394047,-27.252486,0.023
2022-06-10,0.5307,72.394047,-27.252486,0.0506
2022-06-11,0.5419,72.394047,-27.252486,0.5202
2022-06-12,0.6998,72.394047,-27.252486,0.8656
2022-06-13,0.6704,72.394047,-27.252486,0.3576
2022-06-14,0.6659,72.394047,-27.252486,0.7263
2022-06-15,0.7675,72.394047,-27.252486,0.8949
2022-06-16,0.6518,72.394047,-27.252486,0.8348
2022-06-17,0.5479,72.394047,-27.252486,0.9811
2022-06-18,0.5077,72.394047,-27.252486,0.6024
2022-06-19,0.4847,72.394047,-27.252486,0.2368
2022-06-20,0.4963,72.394047,-27.252486,0.136
2022-06-21,0.4903,72.394047,-27.252486,0.1309
2022-06-22,0.501,72.394047,-27.252486,0.4678
2022-06-23,0.556,72.394047,-27.252486,0.5882
2022-06-24,0.5039,72.394047,-27.252486,0.2489
2022-06-25,0.5096,72.394047,-27.252486,0.7188
2022-06-26,0.5194,72.394047,-27.252486,0.7675
2022-06-27,0.5687,72.394047,-27.252486,0.8637
2022-06-28,0.4788,72.394047,-27.252486,0.9692
2022-06-29,0.4388,72.394047,-27.252486,0.4002
2022-06-30,0.4148,72.394047,-27.252486,0.2748
2022-07-01,0.4169,72.394047,-27.252486,0.8864
2022-07-02,0.408,72.394047,-27.252486,0.3774
2022-07-03,0.4182,72.394047,-27.252486,0.2902
2022-07-04,0.428,72.394047,-27.252486,0.7654
2022-07-05,0.4139,72.394047,-27.252486,0.6601
2022-07-06,0.4216,72.394047,-27.252486,0.4055
2022-07-07,0.4175,72.394047,-27.252486,0.0942
2022-07-08,0.4258,72.394047,-27.252486,0.3808
2022-07-09,0.429,72.394047,-27.252486,0.2571
2022-07-10,0.4218,72.394047,-27.252486,0.1447
2022-07-11,0.4105,72.394047,-27.252486,0.1479
2022-07-12,0.4079,72.394047,-27.252486,0.3649
2022-07-13,0.3983,72.394047,-27.252486,0.0374
2022-07-14,0.3925,72.394047,-27.252486,0.4251
2022-07-15,0.3777,72.394047,-27.252486,0.4092
2022-07-16,0.3947,72.394047,-27.252486,0.0644
2022-07-17,0.384,72.394047,-27.252486,0.7375
2022-07-18,0.3689,72.394047,-27.252486,0.9018
2022-07-19,0.3699,72.394047,-27.252486,0.8961
2022-07-20,0.361,72.394047,-27.252486,0.9318
2022-07-21,0.3674,72.394047,-27.252486,0.3571
2022-07-22,0.3578,72.394047,-27.252486,0.1325
2022-07-23,0.3472,72.394047,-27.252486,0.8039
2022-07-24,0.3434,72.394047,-27.252486,0.9801
2022-07-25,0.3442,72.394047,-27.252486,0.9858
2022-07-26,0.3536,72.394047,-27.252486,0.8527
2022-07-27,0.3523,72.394047,-27.252486,0.71
2022-07-28,0.3893,72.394047,-27.252486,0.5975
2022-07-29,0.3906,72.394047,-27.252486,0.6765
2022-07-30,0.3937,72.394047,-27.252486,0.3458
2022-07-31,0.3933,72.394047,-27.252486,0.4838
2022-08-01,0.38,72.394047,-27.252486,0.7638
2022-08-02,0.3862,72.394047,-27.252486,0.9208
2022-08-03,0.3592,72.394047,-27.252486,0.9592
2022-08-04,0.3619,72.394047,-27.252486,0.1677
2022-08-05,0.3707,72.394047,-27.252486,0.2668
2022-08-06,0.3834,72.394047,-27.252486,0.575
2022-08-07,0.4026,72.394047,-27.252486,0.5149
2022-08-08,0.7669,72.394047,-27.252486,0.9775
2022-08-09,0.5663,72.394047,-27.252486,0.8606
2022-08-10,0.4558,72.394047,-27.252486,0.7054
2022-08-11,0.7877,72.394047,-27.252486,0.9967
2022-08-12,0.6552,72.394047,-27.252486,0.5797
2022-08-13,0.5981,72.394047,-27.252486,0.3936
2022-08-14,0.5647,72.394047,-27.252486,0.697
2022-08-15,0.497,72.394047,-27.252486,0.6019
2022-08-16,0.4708,72.394047,-27.252486,0.3643
2022-08-17,0.4597,72.394047,-27.252486,0.0637
2022-08-18,0.4722,72.394047,-27.252486,0.0596
2022-08-19,0.4505,72.394047,-27.252486,0.3976
2022-08-20,0.4264,72.394047,-27.252486,0.3293
2022-08-21,0.437,72.394047,-27.252486,0.207
2022-08-22,0.4193,72.394047,-27.252486,0.353
2022-08-23,0.411,72.394047,-27.252486,0.184
2022-08-24,0.383,72.394047,-27.252486,0.2567
2022-08-25,0.3901,72.394047,-27.252486,0.0105
2022-08-26,0.4024,72.394047,-27.252486,0.0849
2022-08-27,0.4062,72.394047,-27.252486,0.2663
2022-08-28,0.4395,72.394047,-27.252486,0.6199
2022-08-29,0.4109,72.394047,-27.252486,0.3054
2022-08-30,0.385,72.394047,-27.252486,0.6836
2022-08-31,0.7415,72.394047,-27.252486,0.9108
2022-09-01,0.8679,72.394047,-27.252486,0.8802
2022-09-02,0.6833,72.394047,-27.252486,0.3473
2022-09-03,0.6549,72.394047,-27.252486,0.4256
2022-09-04,0.3747,72.394047,-27.252486,0.5609
2022-09-05,0.3592,72.394047,-27.252486,0.5988
2022-09-06,0.3858,72.394047,-27.252486,0.4624
2022-09-07,0.4578,72.394047,-27.252486,0.5177
2022-09-08,0.486,72.394047,-27.252486,0.9011
2022-09-09,0.4863,72.394047,-27.252486,0.4365
2022-09-10,0.4988,72.394047,-27.252486,0.3325
2022-09-11,0.4934,72.394047,-27.252486,0.426
2022-09-12,0.4914,72.394047,-27.252486,0.7756
2022-09-13,0.6904,72.394047,-27.252486,0.6057
2022-09-14,0.6327,72.394047,-27.252486,0.3694
2022-09-15,0.5974,72.394047,-27.252486,0.519
2022-09-16,0.5845,72.394047,-27.252486,0.6859
2023-05-01,0.7775,72.394047,-27.252486,0.0892
2023-05-02,0.7772,72.394047,-27.252486,0.0906
2023-05-03,0.7788,72.394047,-27.252486,0.0824
2023-05-04,0.7781,72.394047,-27.252486,0.0836
2023-05-05,0.7747,72.394047,-27.252486,0.1999
2023-05-06,0.7718,72.394047,-27.252486,0.1695
2023-05-07,0.7769,72.394047,-27.252486,0.2473
2023-05-08,0.7739,72.394047,-27.252486,0.2006
2023-05-09,0.7744,72.394047,-27.252486,0.2301
2023-05-10,0.7744,72.394047,-27.252486,0.3254
2023-05-11,0.7848,72.394047,-27.252486,0.5936
2023-05-12,0.8183,72.394047,-27.252486,0.5478
2023-05-13,0.7631,72.394047,-27.252486,0.1462
2023-05-14,0.8056,72.394047,-27.252486,0.7104
2023-05-15,0.7756,72.394047,-27.252486,0.2738
2023-05-16,0.7825,72.394047,-27.252486,0.2245
2023-05-17,0.7724,72.394047,-27.252486,0.1269
2023-05-18,0.7684,72.394047,-27.252486,0.1924
2023-05-19,0.8081,72.394047,-27.252486,0.4972
2023-05-20,0.8351,72.394047,-27.252486,0.7339
2023-05-21,0.8759,72.394047,-27.252486,0.855
2023-05-22,0.8115,72.394047,-27.252486,0.2143
2023-05-23,0.8086,72.394047,-27.252486,0.1945
2023-05-24,0.7969,72.394047,-27.252486,0.0544
2023-05-25,0.7888,72.394047,-27.252486,0.1021
2023-05-26,0.7893,72.394047,-27.252486,0.0617
2023-05-27,0.7903,72.394047,-27.252486,0.0907
2023-05-28,0.791,72.394047,-27.252486,0.3118
2023-05-29,0.7758,72.394047,-27.252486,0.0281
2023-05-30,0.7778,72.394047,-27.252486,0.1573
2023-05-31,0.7599,72.394047,-27.252486,0.2364
2023-06-01,0.7273,72.394047,-27.252486,0.3217
2023-06-02,0.7538,72.394047,-27.252486,0.5168
2023-06-03,0.87,72.394047,-27.252486,0.7406
2023-06-04,0.8111,72.394047,-27.252486,0.3507
2023-06-05,0.788,72.394047,-27.252486,0.2473
2023-06-06,0.7735,72.394047,-27.252486,0.0733
2023-06-07,0.7703,72.394047,-27.252486,0.1629
2023-06-08,0.8108,72.394047,-27.252486,0.7036
2023-06-09,0.8771,72.394047,-27.252486,0.9364
2023-06-10,0.851,72.394047,-27.252486,0.6865
2023-06-11,0.774,72.394047,-27.252486,0.171
2023-06-12,0.7065,72.394047,-27.252486,0.0518
2023-06-13,0.6768,72.394047,-27.252486,0.1229
2023-06-14,0.6636,72.394047,-27.252486,0.3132
2023-06-15,0.6639,72.394047,-27.252486,0.4716
2023-06-16,0.657,72.394047,-27.252486,0.6964
2023-06-17,0.7532,72.394047,-27.252486,0.8426
2023-06-18,0.7319,72.394047,-27.252486,0.6791
2023-06-19,0.6902,72.394047,-27.252486,0.5796
2023-06-20,0.6438,72.394047,-27.252486,0.719
2023-06-21,0.87,72.394047,-27.252486,0.9716
2023-06-22,0.7807,72.394047,-27.252486,0.3944
2023-06-23,0.6507,72.394047,-27.252486,0.116
2023-06-24,0.5359,72.394047,-27.252486,0.5986
2023-06-25,0.457,72.394047,-27.252486,0.576
2023-06-26,0.4636,72.394047,-27.252486,0.8937
2023-06-27,0.4362,72.394047,-27.252486,0.9601
2023-06-28,0.4556,72.394047,-27.252486,0.9419
2023-06-29,0.4454,72.394047,-27.252486,0.9753
2023-06-30,0.4563,72.394047,-27.252486,0.9649
2023-07-01,0.4366,72.394047,-27.252486,0.9555
2023-07-02,0.3955,72.394047,-27.252486,0.4979
2023-07-03,0.3871,72.394047,-27.252486,0.1572
2023-07-04,0.3895,72.394047,-27.252486,0.2302
2023-07-05,0.397,72.394047,-27.252486,0.1743
2023-07-06,0.4062,72.394047,-27.252486,0.1898
2023-07-07,0.3987,72.394047,-27.252486,0.2688
2023-07-08,0.371,72.394047,-27.252486,0.6202
2023-07-09,0.3595,72.394047,-27.252486,0.0848
2023-07-10,0.3786,72.394047,-27.252486,0.2439
2023-07-11,0.392,72.394047,-27.252486,0.3175
2023-07-12,0.3909,72.394047,-27.252486,0.6313
2023-07-13,0.3821,72.394047,-27.252486,0.5667
2023-07-14,0.393,72.394047,-27.252486,0.1994
2023-07-15,0.3916,72.394047,-27.252486,0.1295
2023-07-16,0.3876,72.394047,-27.252486,0.127
2023-07-17,0.3953,72.394047,-27.252486,0.5603
2023-07-18,0.3807,72.394047,-27.252486,0.7985
2023-07-19,0.4117,72.394047,-27.252486,0.5309
2023-07-20,0.3992,72.394047,-27.252486,0.2071
2023-07-21,0.4054,72.394047,-27.252486,0.2662
2023-07-22,0.3973,72.394047,-27.252486,0.458
2023-07-23,0.3888,72.394047,-27.252486,0.3802
2023-07-24,0.3748,72.394047,-27.252486,0.5028
2023-07-25,0.3731,72.394047,-27.252486,0.2722
2023-07-26,0.371,72.394047,-27.252486,0.6779
2023-07-27,0.3876,72.394047,-27.252486,0.3281
2023-07-28,0.364,72.394047,-27.252486,0.8894
2023-07-29,0.3662,72.394047,-27.252486,0.163
2023-07-30,0.3627,72.394047,-27.252486,0.6624
2023-07-31,0.3827,72.394047,-27.252486,0.23
2023-08-01,0.3877,72.394047,-27.252486,0.0869
2023-08-02,0.3993,72.394047,-27.252486,0.16
2023-08-03,0.4009,72.394047,-27.252486,0.1263
2023-08-04,0.405,72.394047,-27.252486,0.1066
2023-08-05,0.4025,72.394047,-27.252486,0.2025
2023-08-06,0.3992,72.394047,-27.252486,0.2917
2023-08-07,0.4017,72.394047,-27.252486,0.2507
2023-08-08,0.4067,72.394047,-27.252486,0.4198
2023-08-09,0.4324,72.394047,-27.252486,0.7477
2023-08-10,0.3825,72.394047,-27.252486,0.8528
2023-08-11,0.3928,72.394047,-27.252486,0.0629
2023-08-12,0.3863,72.394047,-27.252486,0.0244
2023-08-13,0.3935,72.394047,-27.252486,0.1031
2023-08-14,0.4049,72.394047,-27.252486,0.1803
2023-08-15,0.4144,72.394047,-27.252486,0.1159
2023-08-16,0.4223,72.394047,-27.252486,0.2742
2023-08-17,0.4258,72.394047,-27.252486,0.4763
2023-08-18,0.4094,72.394047,-27.252486,0.4453
2023-08-19,0.4198,72.394047,-27.252486,0.1692
2023-08-20,0.4292,72.394047,-27.252486,0.0893
2023-08-21,0.3868,72.394047,-27.252486,0.2155
2023-08-22,0.3672,72.394047,-27.252486,0.3004
2023-08-23,0.3474,72.394047,-27.252486,0.281
2023-08-24,0.3457,72.394047,-27.252486,0.261
2023-08-25,0.3516,72.394047,-27.252486,0.6932
2023-08-26,0.4082,72.394047,-27.252486,0.9328
2023-08-27,0.4149,72.394047,-27.252486,0.9382
2023-08-28,0.4996,72.394047,-27.252486,0.601
2023-08-29,0.4853,72.394047,-27.252486,0.1341
2023-08-30,0.4355,72.394047,-27.252486,0.1749
2023-08-31,0.4268,72.394047,-27.252486,0.3437
2023-09-01,0.4052,72.394047,-27.252486,0.4634
2023-09-02,0.6282,72.394047,-27.252486,0.9354
2023-09-03,0.8446,72.394047,-27.252486,0.8408
2023-09-04,0.8119,72.394047,-27.252486,0.5696
2023-09-05,0.7401,72.394047,-27.252486,0.2663
2023-09-06,0.7718,72.394047,-27.252486,0.7045
2023-09-07,0.8326,72.394047,-27.252486,0.8746
2023-09-08,0.7107,72.394047,-27.252486,0.2949
2023-09-09,0.7322,72.394047,-27.252486,0.1641
2023-09-10,0.7492,72.394047,-27.252486,0.2579
2023-09-11,0.6435,72.394047,-27.252486,0.1551
2023-09-12,0.6362,72.394047,-27.252486,0.1008
2023-09-13,0.6326,72.394047,-27.252486,0.0934
2023-09-14,0.6212,72.394047,-27.252486,0.1035
2023-09-15,0.6036,72.394047,-27.252486,0.3283
2023-09-16,0.5996,72.394047,-27.252486,0.186
