time,alb_QAS_L,lat_QAS_L,lon_QAS_L,cloud_QAS_L
2023-06-24,0.1918,61.030465,-46.849718,0.1562
2023-06-25,0.1927,61.030461,-46.849715,0.1514
2023-06-26,0.1887,61.030448,-46.849726,0.4261
2023-06-27,0.1826,61.030459,-46.84973,0.6809
2023-06-28,0.184,61.030458,-46.849725,0.7409
2023-06-29,0.1768,61.030466,-46.849729,0.6217
2023-06-30,0.1901,61.030445,-46.849733,0.1233
2023-07-01,0.1833,61.030451,-46.849728,0.3627
2023-07-02,0.186,61.030464,-46.849714,0.7032
2023-07-03,0.1858,61.030469,-46.849716,0.7809
2023-07-04,0.1721,61.030462,-46.849716,0.6561
2023-07-05,0.1743,61.030454,-46.84973,0.352
2023-07-06,0.1639,61.030444,-46.849679,0.4799
2023-07-07,0.1675,61.030467,-46.849726,0.3184
2023-07-08,0.175,61.030462,-46.849738,0.2133
2023-07-09,0.169,61.030427,-46.849734,0.6594
2023-07-10,0.158,61.030458,-46.849747,0.6988
2023-07-11,0.1572,61.030462,-46.849707,0.6737
2023-07-12,0.1597,61.030441,-46.84973,0.4222
2023-07-13,0.1731,61.030441,-46.849723,0.7198
2023-07-14,0.1791,61.030454,-46.849729,0.9401
2023-07-15,0.1822,61.030449,-46.849729,0.7215
2023-07-16,0.187,61.030447,-46.849726,0.9792
2023-07-17,0.1666,61.030505,-46.849797,0.8979
2023-07-18,0.1919,61.030447,-46.849717,0.7782
2023-07-19,0.1624,61.030448,-46.849738,0.9965
2023-07-20,0.1769,61.030452,-46.849738,0.9811
2023-07-21,0.1587,61.030456,-46.849748,0.7175
2023-07-22,0.1631,61.030477,-46.84973,0.5918
2023-07-23,0.1682,61.030445,-46.849742,0.5553
2023-07-24,0.1742,61.030444,-46.849729,0.4688
2023-07-25,0.1942,61.030463,-46.849751,0.808
2023-07-26,0.1947,61.030441,-46.849742,0.4343
2023-07-27,0.1868,61.030429,-46.84972,0.7228
2023-07-28,0.1934,61.030473,-46.849766,0.5192
2023-07-29,0.1825,61.03044,-46.849757,0.3222
2023-07-30,0.1889,61.03046,-46.849744,0.2246
2023-07-31,0.2091,61.030445,-46.849751,0.3068
2023-08-01,0.2094,61.030454,-46.849741,0.189
2023-08-02,0.1819,61.030492,-46.849762,0.1848
2023-08-03,0.1819,61.030453,-46.849749,0.6945
2023-08-04,0.1919,61.030451,-46.849746,0.4372
2023-08-05,0.1903,61.030468,-46.849732,0.33
2023-08-06,0.1998,61.030441,-46.849726,0.2248
2023-08-07,0.2084,61.030454,-46.849749,0.1716
2023-08-08,0.2099,61.030455,-46.849724,0.4437
2023-08-09,0.1868,61.030442,-46.849747,0.22
2023-08-10,0.1928,61.030438,-46.849742,0.1672
2023-08-11,0.194,61.030446,-46.849754,0.2332
2023-08-12,0.185,61.030487,-46.849673,0.4768
2023-08-13,0.1776,61.030442,-46.849766,0.7684
2023-08-14,0.1886,61.030433,-46.849751,0.663
2023-08-15,0.2021,61.03044,-46.849749,0.2687
2023-08-16,0.2126,61.030437,-46.849751,0.3383
2023-08-17,0.1979,61.030439,-46.8497,0.3734
2023-08-18,0.1838,61.030464,-46.849734,0.6781
2023-08-19,0.2138,61.030446,-46.849731,0.1836
2023-08-20,0.1892,61.030428,-46.849689,0.3664
2023-08-21,0.1848,61.030444,-46.849745,0.3711
2023-08-22,0.1526,61.030446,-46.849742,0.9773
2023-08-23,0.1486,61.03044,-46.849724,0.9642
2023-08-24,0.1513,61.03044,-46.849738,0.7532
2023-08-25,0.1733,61.030438,-46.849758,0.5069
2023-08-26,0.1578,61.030438,-46.849754,0.8243
2023-08-27,0.1878,61.030443,-46.849753,0.3188
2023-08-28,0.1948,61.030438,-46.84976,0.2632
2023-08-29,0.1781,61.03044,-46.849747,0.9026
2023-08-30,0.1742,61.030443,-46.849753,0.6463
2023-08-31,0.1638,61.030456,-46.849762,0.9577
2023-09-01,0.1421,61.030432,-46.849762,0.8664
2023-09-02,0.2186,61.030438,-46.849744,0.0614
2023-09-03,0.235,61.030448,-46.849749,0.0086
2023-09-04,0.1408,61.030449,-46.849748,0.7737
2023-09-05,0.1423,61.030448,-46.849751,0.9814
2023-09-06,0.163,61.030444,-46.849744,0.8347
2023-09-07,0.1716,61.030436,-46.849757,0.451
2023-09-08,0.2051,61.030434,-46.849757,0.0277
2023-09-09,0.2048,61.030446,-46.849761,0.0094
2023-09-10,0.2053,61.030445,-46.849753,0.1662
2023-09-11,0.21,61.030437,-46.849769,0.4274
2023-09-12,0.2218,61.030449,-46.849772,0.292
2023-09-13,0.2352,61.030437,-46.849758,0.0878
2023-09-14,0.165,61.030432,-46.849754,0.8842
2023-09-15,0.1626,61.030438,-46.849761,0.9686
2023-09-16,0.193,61.030437,-46.849768,0.3272
2023-09-17,0.2323,61.030433,-46.849758,0.0
2023-09-18,0.2308,61.030447,-46.849758,0.0303
2023-09-19,0.24,61.030446,-46.849751,0.1305
2023-09-20,0.2104,61.030444,-46.849742,0.5121
2023-09-21,0.219,61.030443,-46.849755,0.5402
2023-09-22,0.2068,61.030444,-46.849765,0.5446
2023-09-23,0.2072,61.030439,-46.849769,0.3812
2023-09-24,0.2456,61.030447,-46.849764,0.0258
2023-09-25,0.203,61.030444,-46.849767,0.3669
2023-09-26,0.2396,61.030438,-46.849764,0.0315
2023-09-27,0.7004,61.030437,-46.84977,0.7182
2023-09-28,0.6688,61.030438,-46.849766,0.5276
2023-09-29,0.652,61.030439,-46.849766,0.1432
2023-09-30,0.606,61.030429,-46.849772,0.6527
