time,alb_SCO_L,lat_SCO_L,lon_SCO_L,cloud_SCO_L
2021-07-19,0.3833,72.222341,-26.818122,0.2116
2021-07-20,0.3974,72.222341,-26.818122,0.4511
2021-07-21,0.3331,72.222341,-26.818122,0.787
2021-07-22,0.4069,72.222341,-26.818122,0.4206
2021-07-23,0.3671,72.222341,-26.818122,0.9701
2021-07-24,0.3827,72.222341,-26.818122,0.971
2021-07-25,0.3344,72.222341,-26.818122,0.701
2021-07-26,0.36,72.222341,-26.818122,0.7959
2021-07-27,0.367,72.222341,-26.818122,0.2757
2021-07-28,0.3497,72.222341,-26.818122,0.3496
2021-07-29,0.3578,72.222341,-26.818122,0.3503
2021-07-30,0.363,72.222341,-26.818122,0.2217
2021-07-31,0.3621,72.222341,-26.818122,0.25
2021-08-01,0.3713,72.222341,-26.818122,0.3414
2021-08-02,0.3966,72.222341,-26.818122,0.2027
2021-08-03,0.415,72.222341,-26.818122,0.1897
2021-08-04,0.4209,72.222341,-26.818122,0.2198
2021-08-05,0.4076,72.222341,-26.818122,0.5564
2021-08-06,0.4434,72.222341,-26.818122,0.1514
2021-08-07,0.449,72.222341,-26.818122,0.1532
2021-08-08,0.4535,72.222341,-26.818122,0.3321
2021-08-09,0.4338,72.222341,-26.818122,0.3366
2021-08-10,0.3917,72.222341,-26.818122,0.271
2021-08-11,0.4164,72.222341,-26.818122,0.1977
2021-08-12,0.4371,72.222341,-26.818122,0.3677
2021-08-13,0.409,72.222341,-26.818122,0.1167
2021-08-14,0.4311,72.222341,-26.818122,0.4698
2021-08-15,0.3868,72.222341,-26.818122,0.6239
2021-08-16,0.3779,72.222341,-26.818122,0.3028
2021-08-17,0.3613,72.222341,-26.818122,0.3777
2021-08-18,0.3904,72.222341,-26.818122,0.165
2021-08-19,0.4033,72.222341,-26.818122,0.1957
2021-08-20,0.4019,72.222341,-26.818122,0.4139
2021-08-21,0.4232,72.222341,-26.818122,0.4265
2021-08-22,0.3982,72.222341,-26.818122,0.4742
2021-08-23,0.4036,72.222341,-26.818122,0.7708
2021-08-24,0.4213,72.222341,-26.818122,0.4676
2021-08-25,0.3936,72.222341,-26.818122,0.5689
2021-08-26,0.3527,72.222341,-26.818122,0.5088
2021-08-27,0.4054,72.222341,-26.818122,0.6124
2021-08-28,0.3731,72.222341,-26.818122,0.8246
2021-08-29,0.4293,72.222341,-26.818122,0.5107
2021-08-30,0.4041,72.222341,-26.818122,0.8639
2021-08-31,0.4517,72.222341,-26.818122,0.1061
2021-09-01,0.4688,72.222341,-26.818122,0.1303
2021-09-02,0.463,72.222341,-26.818122,0.099
2021-09-03,0.4514,72.222341,-26.818122,0.3464
2021-09-04,0.4452,72.222341,-26.818122,0.2132
2021-09-05,0.4692,72.222341,-26.818122,0.7731
2021-09-06,0.4823,72.222341,-26.818122,0.7118
2021-09-07,0.4267,72.222341,-26.818122,0.3288
2021-09-08,0.4665,72.222341,-26.818122,0.4969
2021-09-09,0.4871,72.222341,-26.818122,0.6633
2021-09-10,0.831,72.222341,-26.818122,0.7924
2021-09-11,0.8146,72.222341,-26.818122,0.5779
2021-09-12,0.7723,72.222341,-26.818122,0.414
2021-09-13,0.7991,72.222341,-26.818122,0.9187
2021-09-14,0.7807,72.222341,-26.818122,0.869
2021-09-15,0.8056,72.222341,-26.818122,0.5998
2021-09-16,0.7711,72.222341,-26.818122,0.5581
2021-09-17,0.8533,72.222341,-26.818122,0.8738
2022-05-01,0.8006,72.222341,-26.818122,0.4678
2022-05-02,0.7688,72.222341,-26.818122,0.0615
2022-05-03,0.7687,72.222341,-26.818122,0.0782
2022-05-04,0.7654,72.222341,-26.818122,0.1542
2022-05-05,0.7836,72.222341,-26.818122,0.1281
2022-05-06,0.7552,72.222341,-26.818122,0.0588
2022-05-07,0.7786,72.222341,-26.818122,0.0869
2022-05-08,0.7805,72.222341,-26.818122,0.0937
2022-05-09,0.7748,72.222341,-26.818122,0.2658
2022-05-10,0.7144,72.222341,-26.818122,0.6067
2022-05-11,0.7662,72.222341,-26.818122,0.1959
2022-05-12,0.7664,72.222341,-26.818122,0.172
2022-05-13,0.7585,72.222341,-26.818122,0.1145
2022-05-14,0.7582,72.222341,-26.818122,0.1245
2022-05-15,0.75,72.222341,-26.818122,0.1347
2022-05-16,0.7317,72.222341,-26.818122,0.2359
2022-05-17,0.7362,72.222341,-26.818122,0.2555
2022-05-18,0.704,72.222341,-26.818122,0.6817
2022-05-19,0.7359,72.222341,-26.818122,0.6593
2022-05-20,0.7038,72.222341,-26.818122,0.4737
2022-05-21,0.6857,72.222341,-26.818122,0.0731
2022-05-22,0.6522,72.222341,-26.818122,0.9071
2022-05-23,0.6217,72.222341,-26.818122,0.8224
2022-05-24,0.6436,72.222341,-26.818122,0.5418
2022-05-25,0.5922,72.222341,-26.818122,0.5981
2022-05-26,0.5134,72.222341,-26.818122,0.5968
2022-05-27,0.5427,72.222341,-26.818122,0.1497
2022-05-28,0.4934,72.222341,-26.818122,0.1067
2022-05-29,0.4516,72.222341,-26.818122,0.3956
2022-05-30,0.4436,72.222341,-26.818122,0.7088
2022-05-31,0.447,72.222341,-26.818122,0.8237
2022-06-01,0.662,72.222341,-26.818122,0.9686
2022-06-02,0.7971,72.222341,-26.818122,0.8814
2022-06-03,0.7032,72.222341,-26.818122,0.1531
2022-06-04,0.5581,72.222341,-26.818122,0.1237
2022-06-05,0.565,72.222341,-26.818122,0.3766
2022-06-06,0.4981,72.222341,-26.818122,0.2123
2022-06-07,0.48,72.222341,-26.818122,0.2274
2022-06-08,0.4668,72.222341,-26.818122,0.0393
2022-06-09,0.4567,72.222341,-26.818122,0.1049
2022-06-10,0.455,72.222341,-26.818122,0.1121
2022-06-11,0.4886,72.222341,-26.818122,0.6316
2022-06-12,0.5561,72.222341,-26.818122,0.9025
2022-06-13,0.4947,72.222341,-26.818122,0.4684
2022-06-14,0.4763,72.222341,-26.818122,0.7164
2022-06-15,0.5057,72.222341,-26.818122,0.88
2022-06-16,0.4514,72.222341,-26.818122,0.8271
2022-06-17,0.3993,72.222341,-26.818122,0.8723
2022-06-18,0.4265,72.222341,-26.818122,0.5377
2022-06-19,0.4301,72.222341,-26.818122,0.2839
2022-06-20,0.3822,72.222341,-26.818122,0.1825
2022-06-21,0.4265,72.222341,-26.818122,0.1908
2022-06-22,0.3917,72.222341,-26.818122,0.4941
2022-06-23,0.3965,72.222341,-26.818122,0.4954
2022-06-24,0.4334,72.222341,-26.818122,0.3353
2022-06-25,0.416,72.222341,-26.818122,0.7855
2022-06-26,0.4083,72.222341,-26.818122,0.8249
2022-06-27,0.4053,72.222341,-26.818122,0.8489
2022-06-28,0.3518,72.222341,-26.818122,0.8889
2022-06-29,0.3491,72.222341,-26.818122,0.5523
2022-06-30,0.38,72.222341,-26.818122,0.4492
2022-07-01,0.3605,72.222341,-26.818122,0.919
2022-07-02,0.327,72.222341,-26.818122,0.4958
2022-07-03,0.3716,72.222341,-26.818122,0.3227
2022-07-04,0.3521,72.222341,-26.818122,0.7962
2022-07-05,0.3418,72.222341,-26.818122,0.7237
2022-07-06,0.3386,72.222341,-26.818122,0.5482
2022-07-07,0.3652,72.222341,-26.818122,0.1499
2022-07-08,0.388,72.222341,-26.818122,0.4941
2022-07-09,0.3562,72.222341,-26.818122,0.4102
2022-07-10,0.3485,72.222341,-26.818122,0.2801
2022-07-11,0.3504,72.222341,-26.818122,0.2698
2022-07-12,0.3308,72.222341,-26.818122,0.511
2022-07-13,0.3471,72.222341,-26.818122,0.1564
2022-07-14,0.346,72.222341,-26.818122,0.4881
2022-07-15,0.3019,72.222341,-26.818122,0.5554
2022-07-16,0.333,72.222341,-26.818122,0.1875
2022-07-17,0.3191,72.222341,-26.818122,0.7751
2022-07-18,0.3066,72.222341,-26.818122,0.9302
2022-07-19,0.3164,72.222341,-26.818122,0.9055
2022-07-20,0.301,72.222341,-26.818122,0.9046
2022-07-21,0.3144,72.222341,-26.818122,0.4145
2022-07-22,0.3117,72.222341,-26.818122,0.2503
2022-07-23,0.3085,72.222341,-26.818122,0.7371
2022-07-24,0.3337,72.222341,-26.818122,0.9209
2022-07-25,0.3474,72.222341,-26.818122,0.9592
2022-07-26,0.365,72.222341,-26.818122,0.9138
2022-07-27,0.3542,72.222341,-26.818122,0.7338
2022-07-28,0.3794,72.222341,-26.818122,0.7131
2022-07-29,0.3615,72.222341,-26.818122,0.7742
2022-07-30,0.3438,72.222341,-26.818122,0.656
2022-07-31,0.3755,72.222341,-26.818122,0.6444
2022-08-01,0.3404,72.222341,-26.818122,0.7883
2022-08-02,0.3689,72.222341,-26.818122,0.9077
2022-08-03,0.3705,72.222341,-26.818122,0.9657
2022-08-04,0.3581,72.222341,-26.818122,0.3061
2022-08-05,0.3772,72.222341,-26.818122,0.3648
2022-08-06,0.3601,72.222341,-26.818122,0.9108
2022-08-07,0.4003,72.222341,-26.818122,0.7782
2022-08-08,0.405,72.222341,-26.818122,0.8795
2022-08-09,0.3762,72.222341,-26.818122,0.8662
2022-08-10,0.3768,72.222341,-26.818122,0.8521
2022-08-11,0.4013,72.222341,-26.818122,0.9654
2022-08-12,0.4107,72.222341,-26.818122,0.6365
2022-08-13,0.4411,72.222341,-26.818122,0.3879
2022-08-14,0.3964,72.222341,-26.818122,0.7183
2022-08-15,0.3988,72.222341,-26.818122,0.773
2022-08-16,0.3609,72.222341,-26.818122,0.4637
2022-08-17,0.3849,72.222341,-26.818122,0.158
2022-08-18,0.3981,72.222341,-26.818122,0.1152
2022-08-19,0.4192,72.222341,-26.818122,0.4248
2022-08-20,0.3918,72.222341,-26.818122,0.3556
2022-08-21,0.4398,72.222341,-26.818122,0.2606
2022-08-22,0.4355,72.222341,-26.818122,0.4615
2022-08-23,0.447,72.222341,-26.818122,0.2472
2022-08-24,0.4342,72.222341,-26.818122,0.2815
2022-08-25,0.4531,72.222341,-26.818122,0.069
2022-08-26,0.4348,72.222341,-26.818122,0.1394
2022-08-27,0.449,72.222341,-26.818122,0.359
2022-08-28,0.6279,72.222341,-26.818122,0.7892
2022-08-29,0.5164,72.222341,-26.818122,0.3575
2022-08-30,0.4695,72.222341,-26.818122,0.7203
2022-08-31,0.43,72.222341,-26.818122,0.8307
2022-09-01,0.4615,72.222341,-26.818122,0.916
2022-09-02,0.4471,72.222341,-26.818122,0.2444
2022-09-03,0.4333,72.222341,-26.818122,0.4586
2022-09-04,0.4064,72.222341,-26.818122,0.6224
2022-09-05,0.3515,72.222341,-26.818122,0.6558
2022-09-06,0.3511,72.222341,-26.818122,0.4568
2022-09-07,0.4621,72.222341,-26.818122,0.4394
2022-09-08,0.5306,72.222341,-26.818122,0.9384
2022-09-09,0.5105,72.222341,-26.818122,0.6062
2022-09-10,0.4997,72.222341,-26.818122,0.3955
2022-09-11,0.492,72.222341,-26.818122,0.5127
2022-09-12,0.5567,72.222341,-26.818122,0.7821
2022-09-13,0.6126,72.222341,-26.818122,0.6676
2022-09-14,0.573,72.222341,-26.818122,0.4154
2022-09-15,0.5567,72.222341,-26.818122,0.5327
2022-09-16,0.5759,72.222341,-26.818122,0.738
2022-09-17,0.6153,72.222341,-26.818122,0.6987
2023-05-01,0.771,72.222341,-26.818122,0.1974
2023-05-02,0.7681,72.222341,-26.818122,0.1528
2023-05-03,0.7647,72.222341,-26.818122,0.1374
2023-05-04,0.7678,72.222341,-26.818122,0.1533
2023-05-05,0.7653,72.222341,-26.818122,0.2416
2023-05-06,0.7391,72.222341,-26.818122,0.4355
2023-05-07,0.8201,72.222341,-26.818122,0.9077
2023-05-08,0.7283,72.222341,-26.818122,0.6903
2023-05-09,0.7611,72.222341,-26.818122,0.6275
2023-05-10,0.7586,72.222341,-26.818122,0.7649
2023-05-11,0.7564,72.222341,-26.818122,0.473
2023-05-12,0.796,72.222341,-26.818122,0.7181
2023-05-13,0.7562,72.222341,-26.818122,0.576
2023-05-14,0.7885,72.222341,-26.818122,0.5938
2023-05-15,0.7654,72.222341,-26.818122,0.4972
2023-05-16,0.7826,72.222341,-26.818122,0.2265
2023-05-17,0.7568,72.222341,-26.818122,0.1641
2023-05-18,0.7426,72.222341,-26.818122,0.1989
2023-05-19,0.7655,72.222341,-26.818122,0.5057
2023-05-20,0.7881,72.222341,-26.818122,0.8759
2023-05-21,0.927,72.222341,-26.818122,0.9895
2023-05-22,0.7939,72.222341,-26.818122,0.3937
2023-05-23,0.787,72.222341,-26.818122,0.3834
2023-05-24,0.7502,72.222341,-26.818122,0.049
2023-05-25,0.7162,72.222341,-26.818122,0.0721
2023-05-26,0.7059,72.222341,-26.818122,0.0467
2023-05-27,0.6873,72.222341,-26.818122,0.0951
2023-05-28,0.678,72.222341,-26.818122,0.4769
2023-05-29,0.6339,72.222341,-26.818122,0.0342
2023-05-30,0.6183,72.222341,-26.818122,0.1192
2023-05-31,0.5741,72.222341,-26.818122,0.2934
2023-06-01,0.5576,72.222341,-26.818122,0.3939
2023-06-02,0.5982,72.222341,-26.818122,0.5795
2023-06-03,0.8335,72.222341,-26.818122,0.8237
2023-06-04,0.728,72.222341,-26.818122,0.3887
2023-06-05,0.6322,72.222341,-26.818122,0.3308
2023-06-06,0.5243,72.222341,-26.818122,0.095
2023-06-07,0.4972,72.222341,-26.818122,0.1687
2023-06-08,0.5389,72.222341,-26.818122,0.6995
2023-06-09,0.8423,72.222341,-26.818122,0.9305
2023-06-10,0.8066,72.222341,-26.818122,0.7247
2023-06-11,0.5654,72.222341,-26.818122,0.1158
2023-06-12,0.447,72.222341,-26.818122,0.0607
2023-06-13,0.4087,72.222341,-26.818122,0.1781
2023-06-14,0.4173,72.222341,-26.818122,0.2902
2023-06-15,0.4227,72.222341,-26.818122,0.4246
2023-06-16,0.4438,72.222341,-26.818122,0.6748
2023-06-17,0.4836,72.222341,-26.818122,0.8176
2023-06-18,0.4758,72.222341,-26.818122,0.7203
2023-06-19,0.4561,72.222341,-26.818122,0.6494
2023-06-20,0.4318,72.222341,-26.818122,0.743
2023-06-21,0.6174,72.222341,-26.818122,0.9465
2023-06-22,0.4937,72.222341,-26.818122,0.2078
2023-06-23,0.3771,72.222341,-26.818122,0.2042
2023-06-24,0.3623,72.222341,-26.818122,0.7132
2023-06-25,0.3578,72.222341,-26.818122,0.6347
2023-06-26,0.3625,72.222341,-26.818122,0.9065
2023-06-27,0.402,72.222341,-26.818122,0.9828
2023-06-28,0.4289,72.222341,-26.818122,0.9465
2023-06-29,0.4225,72.222341,-26.818122,0.9451
2023-06-30,0.4361,72.222341,-26.818122,0.9298
2023-07-01,0.4408,72.222341,-26.818122,0.8999
2023-07-02,0.4027,72.222341,-26.818122,0.4555
2023-07-03,0.3925,72.222341,-26.818122,0.2022
2023-07-04,0.4181,72.222341,-26.818122,0.2076
2023-07-05,0.4296,72.222341,-26.818122,0.1405
2023-07-06,0.4369,72.222341,-26.818122,0.2157
2023-07-07,0.4159,72.222341,-26.818122,0.3702
2023-07-08,0.4047,72.222341,-26.818122,0.763
2023-07-09,0.3739,72.222341,-26.818122,0.1824
2023-07-10,0.4002,72.222341,-26.818122,0.2602
2023-07-11,0.4344,72.222341,-26.818122,0.3678
2023-07-12,0.424,72.222341,-26.818122,0.7336
2023-07-13,0.4002,72.222341,-26.818122,0.7225
2023-07-14,0.4085,72.222341,-26.818122,0.2954
2023-07-15,0.4265,72.222341,-26.818122,0.2645
2023-07-16,0.4141,72.222341,-26.818122,0.2379
2023-07-17,0.4128,72.222341,-26.818122,0.543
2023-07-18,0.425,72.222341,-26.818122,0.8885
2023-07-19,0.4109,72.222341,-26.818122,0.6348
2023-07-20,0.4201,72.222341,-26.818122,0.3444
2023-07-21,0.4268,72.222341,-26.818122,0.3334
2023-07-22,0.4276,72.222341,-26.818122,0.5194
2023-07-23,0.4137,72.222341,-26.818122,0.531
2023-07-24,0.4165,72.222341,-26.818122,0.5014
2023-07-25,0.396,72.222341,-26.818122,0.4984
2023-07-26,0.395,72.222341,-26.818122,0.6874
2023-07-27,0.3708,72.222341,-26.818122,0.4289
2023-07-28,0.3942,72.222341,-26.818122,0.9083
2023-07-29,0.3622,72.222341,-26.818122,0.3055
2023-07-30,0.3844,72.222341,-26.818122,0.6442
2023-07-31,0.3691,72.222341,-26.818122,0.3507
2023-08-01,0.3776,72.222341,-26.818122,0.2362
2023-08-02,0.3651,72.222341,-26.818122,0.2632
2023-08-03,0.3536,72.222341,-26.818122,0.2507
2023-08-04,0.3625,72.222341,-26.818122,0.2092
2023-08-05,0.3705,72.222341,-26.818122,0.3213
2023-08-06,0.3483,72.222341,-26.818122,0.3643
2023-08-07,0.3495,72.222341,-26.818122,0.3349
2023-08-08,0.3439,72.222341,-26.818122,0.492
2023-08-09,0.4199,72.222341,-26.818122,0.7943
2023-08-10,0.366,72.222341,-26.818122,0.7864
2023-08-11,0.3474,72.222341,-26.818122,0.1433
2023-08-12,0.3612,72.222341,-26.818122,0.0795
2023-08-13,0.3541,72.222341,-26.818122,0.1947
2023-08-14,0.3644,72.222341,-26.818122,0.2902
2023-08-15,0.3529,72.222341,-26.818122,0.2031
2023-08-16,0.3642,72.222341,-26.818122,0.4168
2023-08-17,0.3972,72.222341,-26.818122,0.5629
2023-08-18,0.374,72.222341,-26.818122,0.509
2023-08-19,0.347,72.222341,-26.818122,0.3478
2023-08-20,0.3489,72.222341,-26.818122,0.1814
2023-08-21,0.3344,72.222341,-26.818122,0.2932
2023-08-22,0.3221,72.222341,-26.818122,0.4332
2023-08-23,0.3146,72.222341,-26.818122,0.4262
2023-08-24,0.3199,72.222341,-26.818122,0.4059
2023-08-25,0.3746,72.222341,-26.818122,0.8226
2023-08-26,0.4423,72.222341,-26.818122,0.9545
2023-08-27,0.4542,72.222341,-26.818122,0.9238
2023-08-28,0.3968,72.222341,-26.818122,0.5749
2023-08-29,0.4273,72.222341,-26.818122,0.1895
2023-08-30,0.4033,72.222341,-26.818122,0.2248
2023-08-31,0.3934,72.222341,-26.818122,0.3821
2023-09-01,0.3618,72.222341,-26.818122,0.5348
2023-09-02,0.496,72.222341,-26.818122,0.8973
2023-09-03,0.5532,72.222341,-26.818122,0.8788
2023-09-04,0.4604,72.222341,-26.818122,0.6674
2023-09-05,0.4042,72.222341,-26.818122,0.2623
2023-09-06,0.4378,72.222341,-26.818122,0.5796
2023-09-07,0.7195,72.222341,-26.818122,0.8874
2023-09-08,0.4763,72.222341,-26.818122,0.3276
2023-09-09,0.4374,72.222341,-26.818122,0.1606
2023-09-10,0.4376,72.222341,-26.818122,0.2185
2023-09-11,0.3765,72.222341,-26.818122,0.136
2023-09-12,0.3656,72.222341,-26.818122,0.1064
2023-09-13,0.3628,72.222341,-26.818122,0.1057
2023-09-14,0.363,72.222341,-26.818122,0.1176
2023-09-15,0.3651,72.222341,-26.818122,0.2268
2023-09-16,0.3442,72.222341,-26.818122,0.1624
2023-09-17,0.3455,72.222341,-26.818122,0.1759
