time,alb_UPE_U,lat_UPE_U,lon_UPE_U,cloud_UPE_U
2022-05-09,0.8794,72.885671,-53.609876,0.6
2022-05-10,0.8628,72.885673,-53.609898,0.0
2022-05-12,0.8273,72.885672,-53.609914,0.1538
2022-05-13,0.8159,72.885668,-53.609932,0.1195
2022-05-14,0.8154,72.885669,-53.60996,0.0106
2022-05-16,0.8402,72.885663,-53.609971,0.1299
2022-05-17,0.8214,72.885663,-53.609998,0.6667
2022-05-18,0.8023,72.885664,-53.610021,0.3324
2022-05-19,0.8355,72.885666,-53.610029,0.6839
2022-05-20,0.8374,72.885657,-53.610034,0.0264
2022-05-22,0.904,72.885659,-53.610067,0.2306
2022-05-23,0.8914,72.885656,-53.610085,0.6705
2022-05-24,0.892,72.885658,-53.610107,0.5
2022-05-26,0.8384,72.885658,-53.610121,0.3408
2022-05-27,0.8588,72.885657,-53.610142,0.0
2022-05-28,0.8657,72.885655,-53.610152,0.1903
2022-05-29,0.9081,72.885657,-53.61017,0.7407
2022-05-30,0.9095,72.885654,-53.610182,0.6134
2022-06-01,0.8519,72.885654,-53.610225,0.6345
2022-06-03,0.9088,72.885653,-53.61025,0.5053
2022-06-04,0.8391,72.885647,-53.610258,0.0
2022-06-07,0.8136,72.885647,-53.610313,0.7895
2022-06-08,0.9009,72.885647,-53.610318,0.4662
2022-06-09,0.9251,72.88565,-53.610345,0.0
2022-06-10,0.8668,72.885647,-53.610358,0.4
2022-06-11,0.843,72.885644,-53.610371,1.0
2022-06-13,0.8853,72.885638,-53.610404,1.0
2022-06-15,0.8627,72.885573,-53.610278,0.4665
2022-06-17,0.7736,72.885636,-53.610449,1.0
2022-06-18,0.8336,72.885637,-53.610474,1.0
2022-06-19,0.8395,72.885638,-53.610478,0.2145
2022-06-20,0.7915,72.885633,-53.610502,0.0803
2022-06-22,0.9124,72.885636,-53.610526,0.3251
2022-06-23,0.8579,72.885637,-53.61054,0.2503
2022-06-24,0.8383,72.885638,-53.610565,0.1855
2022-06-27,0.7338,72.88563,-53.610591,0.2776
2022-06-28,0.7521,72.885631,-53.610615,0.0024
2022-06-29,0.7315,72.885629,-53.610639,0.5385
2022-06-30,0.7876,72.8856,-53.610625,0.4951
2022-07-01,0.7474,72.885632,-53.61067,0.4664
2022-07-02,0.7351,72.885628,-53.610678,0.4957
2022-07-03,0.7306,72.885625,-53.610687,0.2334
2022-07-04,0.6953,72.885624,-53.6107,0.368
2022-07-05,0.674,72.885619,-53.61072,0.6588
2022-07-06,0.6578,72.885617,-53.610721,0.4644
2022-07-07,0.6359,72.885618,-53.610745,0.4578
2022-07-08,0.5753,72.885622,-53.61076,0.4723
2022-07-10,0.5155,72.885619,-53.610789,0.7273
2022-07-11,0.5038,72.885618,-53.6108,0.476
2022-07-12,0.5083,72.885613,-53.610816,0.4411
2022-07-13,0.4251,72.885612,-53.610839,0.4528
2022-07-14,0.4387,72.885608,-53.610837,0.6339
2022-07-17,0.528,72.885608,-53.610887,0.6686
2022-07-22,0.522,72.885614,-53.61099,0.7021
2022-07-24,0.5843,72.885604,-53.611009,0.4877
2022-07-25,0.5678,72.885605,-53.611046,0.2938
2022-07-26,0.585,72.885603,-53.611061,0.3701
2022-07-27,0.5902,72.885606,-53.611074,0.694
2022-07-28,0.5868,72.885519,-53.611052,0.7015
2022-07-29,0.5848,72.885602,-53.611109,0.3268
2022-07-30,0.5496,72.885602,-53.611126,0.2959
2022-07-31,0.5049,72.885604,-53.611135,0.5127
2022-08-01,0.5133,72.885598,-53.611154,0.5422
2022-08-02,0.5502,72.885596,-53.611163,0.2513
2022-08-08,0.559,72.885593,-53.611263,0.6014
2022-08-10,0.7987,72.885584,-53.611272,0.7028
2022-08-13,0.6092,72.885591,-53.611338,0.7293
2022-08-14,0.5898,72.885587,-53.611339,0.5
2022-08-15,0.5194,72.885588,-53.611361,0.1158
2022-08-16,0.5214,72.885584,-53.611385,0.5
2022-08-19,0.7964,72.885582,-53.611425,0.3408
2022-08-21,0.7033,72.885585,-53.611442,0.5615
2022-08-22,0.8217,72.885586,-53.61146,0.2799
2022-08-23,0.6906,72.885601,-53.611314,0.6501
2022-08-24,0.6213,72.885577,-53.611485,0.6384
2022-08-25,0.5621,72.885573,-53.611498,0.4
2022-08-28,0.7634,72.885581,-53.61156,0.6667
2022-09-01,0.6793,72.885574,-53.611602,0.1568
2022-09-06,0.7428,72.885532,-53.611575,0.0
2023-05-02,0.7591,72.885358,-53.615104,0.3811
2023-05-03,0.8971,72.885363,-53.615128,1.0
2023-05-06,0.8738,72.88534,-53.614881,0.6806
2023-05-07,0.8989,72.885359,-53.615164,0.1787
2023-05-09,0.8812,72.885352,-53.615195,0.6
2023-05-10,0.819,72.885361,-53.615224,0.1575
2023-05-11,0.7809,72.885351,-53.615218,0.3406
2023-05-12,0.7968,72.885359,-53.615244,0.3186
2023-05-13,0.878,72.885356,-53.615263,0.655
2023-05-14,0.8585,72.885345,-53.615257,0.25
2023-05-15,0.848,72.885352,-53.615282,0.509
2023-05-16,0.7948,72.885347,-53.615322,0.3404
2023-05-17,0.8057,72.885349,-53.615308,0.2948
2023-05-18,0.8559,72.885338,-53.615302,0.3068
2023-05-19,0.7943,72.88535,-53.615341,0.4007
2023-05-21,0.847,72.885345,-53.615387,0.8239
2023-05-22,0.8201,72.885342,-53.6154,0.6351
2023-05-24,0.8286,72.885342,-53.61543,0.6669
2023-05-26,0.912,72.885338,-53.615431,0.8379
2023-05-27,0.9454,72.885341,-53.615455,0.9587
2023-05-28,0.8786,72.885341,-53.615469,0.68
2023-05-29,0.8002,72.885344,-53.615494,0.5931
2023-05-30,0.9214,72.885345,-53.615495,0.718
2023-05-31,0.9163,72.885205,-53.615211,0.0
2023-06-04,0.9134,72.885164,-53.615424,0.5
2023-06-05,0.8185,72.885332,-53.615593,0.0
2023-06-06,0.7959,72.885329,-53.615614,0.4127
2023-06-08,0.8026,72.885323,-53.61563,0.3001
2023-06-09,0.7995,72.885329,-53.61565,0.0
2023-06-10,0.9322,72.885341,-53.615708,0.6172
2023-06-11,0.8473,72.885337,-53.615689,0.0
2023-06-13,0.9598,72.88545,-53.614858,0.0
2023-06-14,0.811,72.885325,-53.615722,0.1372
2023-06-15,0.7933,72.885328,-53.615756,0.6399
2023-06-16,0.8746,72.885328,-53.615763,0.578
2023-06-19,0.9127,72.88523,-53.615824,0.0
2023-06-21,0.8901,72.885321,-53.615822,0.1429
2023-06-22,0.8625,72.885321,-53.615839,0.4095
2023-06-23,0.8,72.885234,-53.615796,0.4953
2023-06-24,0.8192,72.885324,-53.615864,0.9392
2023-06-25,0.7457,72.885321,-53.615887,0.3716
2023-06-26,0.7672,72.885319,-53.615898,0.2802
2023-06-27,0.7896,72.885315,-53.615918,0.4879
2023-06-28,0.7586,72.885319,-53.615941,0.6941
2023-06-29,0.7352,72.885318,-53.61595,0.3186
2023-06-30,0.801,72.885309,-53.615956,0.6141
2023-07-01,0.8173,72.885312,-53.615967,0.9721
2023-07-02,0.7115,72.885313,-53.615988,0.36
2023-07-03,0.6617,72.885309,-53.615997,0.393
2023-07-06,0.7355,72.885305,-53.616037,1.0
2023-07-08,0.7066,72.885237,-53.615935,0.3614
2023-07-09,0.7924,72.885305,-53.616092,0.4177
2023-07-12,0.5873,72.885299,-53.616126,0.3185
2023-07-17,0.5825,72.885296,-53.616224,0.251
2023-07-18,0.564,72.8853,-53.616237,0.457
2023-07-22,0.4788,72.8853,-53.616311,0.4049
2023-07-24,0.5226,72.885291,-53.616345,0.3794
2023-07-25,0.5355,72.885296,-53.616358,0.5897
2023-07-27,0.4921,72.88529,-53.61638,0.4486
2023-07-31,0.5288,72.885282,-53.616434,0.4014
2023-08-02,0.4797,72.885282,-53.616471,1.0
2023-08-03,0.5609,72.885289,-53.616484,0.5318
2023-08-07,0.5089,72.885282,-53.616527,0.4769
2023-08-14,0.4606,72.885292,-53.61668,0.5277
2023-08-18,0.4648,72.885324,-53.615948,0.1255
2023-08-19,0.429,72.88533,-53.616011,0.0
2023-08-20,0.4421,72.885264,-53.61673,0.0
2023-08-22,0.4115,72.885255,-53.616774,0.0
2023-08-24,0.4322,72.885264,-53.616864,0.0209
2023-08-25,0.6421,72.885256,-53.616827,0.0
2023-08-26,0.5614,72.885263,-53.616818,0.25
2023-08-27,0.4954,72.885264,-53.616819,0.0
2023-08-28,0.5116,72.885252,-53.616837,0.1512
2023-08-30,0.7349,72.885258,-53.616874,0.0
2023-08-31,0.8776,72.885271,-53.616889,0.0
2023-09-08,0.905,72.885253,-53.617015,0.0
2023-09-09,0.8197,72.885254,-53.616988,0.0891
2023-09-10,0.7568,72.885269,-53.617034,0.0809
2023-09-12,0.7862,72.885251,-53.617026,0.125
