time,alb_NUK_L,lat_NUK_L,lon_NUK_L,cloud_NUK_L
2022-05-16,0.6773,64.483748,-49.549293,0.1034
2022-05-17,0.6326,64.483749,-49.5493,0.1455
2022-05-18,0.6051,64.483742,-49.549304,0.0704
2022-05-19,0.5599,64.483744,-49.549317,0.0515
2022-05-20,0.5253,64.483742,-49.549325,0.065
2022-05-21,0.5664,64.483749,-49.54933,0.4007
2022-05-22,0.4707,64.483753,-49.54934,0.7067
2022-05-23,0.6852,64.483749,-49.54935,0.8199
2022-05-24,0.8637,64.483751,-49.549363,0.9832
2022-05-25,0.7359,64.483755,-49.549368,0.4692
2022-05-26,0.7515,64.483752,-49.549377,0.6495
2022-05-27,0.7507,64.483758,-49.549379,0.9606
2022-05-28,0.6546,64.48375,-49.549387,0.734
2022-05-29,0.5924,64.483757,-49.549396,0.8275
2022-05-30,0.4815,64.483756,-49.549407,0.3193
2022-05-31,0.4822,64.483759,-49.549415,0.0712
2022-06-01,0.4837,64.483756,-49.549425,0.071
2022-06-02,0.4746,64.48376,-49.549437,0.0486
2022-06-03,0.4427,64.483762,-49.549451,0.0147
2022-06-04,0.4174,64.483763,-49.549458,0.0941
2022-06-05,0.4125,64.483767,-49.549474,0.1028
2022-06-06,0.4176,64.483767,-49.549485,0.1257
2022-06-07,0.4385,64.483769,-49.549498,0.28
2022-06-08,0.412,64.483766,-49.549506,0.1912
2022-06-09,0.3992,64.483769,-49.549521,0.1873
2022-06-10,0.4534,64.483771,-49.549532,0.6886
2022-06-11,0.3794,64.483773,-49.549547,0.8102
2022-06-12,0.4299,64.483773,-49.549559,0.8833
2022-06-13,0.5982,64.483773,-49.549569,0.8151
2022-06-14,0.4585,64.483779,-49.549576,0.157
2022-06-15,0.4299,64.483778,-49.549588,0.1897
2022-06-16,0.4086,64.483779,-49.549598,0.2145
2022-06-17,0.3971,64.483778,-49.549614,0.8968
2022-06-18,0.348,64.483777,-49.549619,0.9752
2022-06-19,0.3495,64.483784,-49.549632,0.9861
2022-06-20,0.3231,64.483782,-49.549644,0.8166
2022-06-21,0.5656,64.483782,-49.549652,0.8808
2022-06-22,0.4227,64.483784,-49.549655,0.8516
2022-06-23,0.38,64.483782,-49.549663,0.3606
2022-06-24,0.3937,64.483783,-49.549671,0.5699
2022-06-25,0.335,64.483788,-49.549682,0.4465
2022-06-26,0.307,64.483783,-49.549696,0.8417
2022-06-27,0.2959,64.483784,-49.549693,0.7134
2022-06-28,0.3056,64.483787,-49.549705,0.6047
2022-06-29,0.2749,64.483787,-49.549712,0.7809
2022-06-30,0.3025,64.483789,-49.54972,0.7341
2022-07-01,0.2862,64.483792,-49.54973,0.7865
2022-07-02,0.2945,64.483793,-49.549738,0.6263
2022-07-03,0.2923,64.483788,-49.549744,0.4079
2022-07-04,0.2854,64.483792,-49.549755,0.7849
2022-07-05,0.2691,64.483793,-49.549761,0.4498
2022-07-06,0.3024,64.483792,-49.549771,0.8012
2022-07-07,0.3119,64.483796,-49.549783,0.8403
2022-07-08,0.313,64.483796,-49.549783,0.2251
2022-07-09,0.3208,64.483791,-49.54979,0.5916
2022-07-10,0.3325,64.483795,-49.549801,0.8137
2022-07-11,0.3338,64.483794,-49.549805,0.5595
2022-07-12,0.3291,64.483792,-49.549811,0.9052
2022-07-13,0.3159,64.48379,-49.54982,0.7262
2022-07-14,0.3084,64.483797,-49.54984,0.1381
2022-07-15,0.2938,64.483796,-49.549845,0.4602
2022-07-16,0.3141,64.483794,-49.549852,0.6455
2022-07-17,0.3054,64.483795,-49.549855,0.6973
2022-07-18,0.2687,64.483798,-49.549862,0.8925
2022-07-19,0.2646,64.483801,-49.549865,0.6634
2022-07-20,0.2658,64.483798,-49.549874,0.6909
2022-07-21,0.2451,64.483805,-49.549885,0.6583
2022-07-22,0.259,64.48381,-49.549893,0.2736
2022-07-23,0.279,64.483807,-49.549898,0.2976
2022-07-24,0.2665,64.483805,-49.549906,0.494
2022-07-25,0.2717,64.483805,-49.549911,0.3586
2022-07-26,0.3057,64.48381,-49.549926,0.9111
2022-07-27,0.289,64.483811,-49.54993,0.4128
2022-07-28,0.302,64.483813,-49.549938,0.2576
2022-07-29,0.3031,64.483809,-49.54995,0.9416
2022-07-30,0.2675,64.483809,-49.549951,0.645
2022-07-31,0.2582,64.48381,-49.549962,0.2369
2022-08-01,0.2813,64.483813,-49.549973,0.6197
2022-08-02,0.2802,64.483812,-49.549982,0.832
2022-08-03,0.281,64.483814,-49.549991,0.6221
2022-08-04,0.2406,64.483815,-49.549996,0.7697
2022-08-05,0.2299,64.483816,-49.550006,0.8816
2022-08-06,0.2404,64.483815,-49.55001,0.8356
2022-08-07,0.2713,64.483818,-49.550017,0.8896
2022-08-08,0.2924,64.483815,-49.550026,0.3318
2022-08-09,0.3185,64.483819,-49.55003,0.9233
2022-08-10,0.2879,64.483821,-49.550039,0.7466
2022-08-11,0.2746,64.483822,-49.550047,0.2081
2022-08-12,0.2834,64.483819,-49.550057,0.1589
2022-08-13,0.2783,64.483822,-49.550065,0.1741
2022-08-14,0.3038,64.48382,-49.550067,0.8958
2022-08-15,0.2718,64.483821,-49.550081,0.8233
2022-08-16,0.2727,64.483819,-49.55009,0.9636
2022-08-17,0.2567,64.48382,-49.550095,0.9269
2022-08-18,0.2587,64.483824,-49.550103,0.2799
2022-08-19,0.2574,64.483822,-49.550108,0.2575
2022-08-20,0.3084,64.483831,-49.550183,0.9576
2022-08-21,0.3068,64.483835,-49.55019,0.7178
2022-08-22,0.2941,64.483835,-49.550204,0.5788
2022-08-23,0.2684,64.483836,-49.55021,0.8111
2022-08-24,0.2274,64.483826,-49.550213,0.3213
2022-08-25,0.252,64.48384,-49.550225,0.8259
2022-08-26,0.2855,64.483838,-49.550235,0.9098
2022-08-27,0.2653,64.483846,-49.550238,0.5536
2022-08-28,0.2728,64.483836,-49.55025,0.2669
2022-08-29,0.269,64.483842,-49.55025,0.5796
2022-08-30,0.3301,64.483843,-49.550254,0.9602
2022-08-31,0.6661,64.483846,-49.550263,0.7084
2022-09-01,0.3475,64.483837,-49.550274,0.6325
2022-09-02,0.2354,64.483843,-49.550272,0.9409
2022-09-03,0.1794,64.483843,-49.550316,0.8832
2022-09-04,0.1847,64.483848,-49.550332,0.5753
2022-09-05,0.2275,64.48385,-49.55035,0.8615
2022-09-06,0.2063,64.483845,-49.550351,0.9104
2022-09-07,0.2337,64.483838,-49.550358,0.7698
2022-09-08,0.239,64.483852,-49.550363,0.5263
2022-09-09,0.2258,64.483847,-49.550366,0.6037
2022-09-10,0.2401,64.483855,-49.550358,0.4204
2022-09-11,0.305,64.483852,-49.550388,0.8469
2022-09-12,0.2278,64.483854,-49.550389,0.8343
2022-09-13,0.2381,64.48385,-49.55038,0.6419
2022-09-14,0.2514,64.483853,-49.550392,0.8186
2022-09-15,0.2552,64.483858,-49.550403,0.9197
2022-09-16,0.2174,64.483859,-49.550394,0.7385
2022-09-17,0.2275,64.483862,-49.550412,0.8881
2022-09-18,0.2224,64.483864,-49.550425,0.5807
2022-09-19,0.1944,64.48387,-49.550419,0.1802
2022-09-20,0.2614,64.483865,-49.550428,0.8097
2022-09-21,0.2771,64.483858,-49.550438,0.81
2022-09-22,0.2614,64.483866,-49.550441,0.8019
2022-09-23,0.2453,64.483871,-49.550459,0.8838
2022-09-24,0.2036,64.483868,-49.55047,0.7622
2022-09-25,0.2673,64.483864,-49.550476,0.5946
2022-09-26,0.2198,64.483866,-49.550473,0.8335
2022-09-27,0.2706,64.483872,-49.550498,0.8848
2022-09-28,0.2154,64.483864,-49.550491,0.9078
2022-09-29,0.258,64.48387,-49.550498,0.9974
2022-09-30,0.5306,64.483875,-49.550508,0.8978
2023-05-01,0.3667,64.48398,-49.551742,0.064
2023-05-02,0.3518,64.483976,-49.551753,0.0556
2023-05-03,0.3837,64.483976,-49.551755,0.5291
2023-05-04,0.4604,64.483987,-49.551756,0.8886
2023-05-05,0.368,64.483985,-49.551763,0.3286
2023-05-06,0.463,64.483985,-49.55177,0.8424
2023-05-07,0.378,64.483986,-49.55178,0.4491
2023-05-08,0.3961,64.483995,-49.551793,0.491
2023-05-09,0.6844,64.483973,-49.551811,0.9305
2023-05-10,0.5741,64.483996,-49.551819,0.8044
2023-05-11,0.3278,64.484004,-49.551834,0.2694
2023-05-12,0.3379,64.484002,-49.551838,0.3741
2023-05-13,0.5318,64.484002,-49.551843,0.9855
2023-05-14,0.8091,64.483991,-49.551842,0.8479
2023-05-15,0.6611,64.483998,-49.551861,0.4649
2023-05-16,0.4942,64.484,-49.551862,0.5217
2023-05-17,0.5876,64.484004,-49.551862,0.5763
2023-05-18,0.5108,64.483998,-49.551882,0.3848
2023-05-19,0.8205,64.483996,-49.551892,0.9117
2023-05-20,0.7815,64.484006,-49.551893,0.7133
2023-05-21,0.728,64.484002,-49.55191,0.4495
2023-05-22,0.7347,64.483994,-49.551915,0.5664
2023-05-23,0.8828,64.483995,-49.551929,0.9625
2023-05-24,0.7671,64.483991,-49.551941,0.6507
2023-05-25,0.6813,64.484004,-49.551945,0.1628
2023-05-26,0.716,64.484002,-49.55195,0.5789
2023-05-27,0.7561,64.484002,-49.551962,0.7414
2023-05-28,0.671,64.484005,-49.551968,0.2997
2023-05-29,0.5966,64.483999,-49.551978,0.2483
2023-05-30,0.5439,64.484012,-49.551987,0.6551
2023-05-31,0.4057,64.484006,-49.551987,0.7789
2023-06-01,0.4592,64.48402,-49.552001,0.9017
2023-06-02,0.4974,64.48401,-49.552011,0.8998
2023-06-03,0.4014,64.484007,-49.552028,0.5492
2023-06-04,0.6104,64.484021,-49.552035,0.9859
2023-06-05,0.868,64.484005,-49.552041,0.9781
2023-06-06,0.7795,64.484016,-49.552045,0.9853
2023-06-07,0.843,64.484015,-49.552059,0.7745
2023-06-08,0.727,64.484022,-49.552058,0.6317
2023-06-09,0.6902,64.484013,-49.552071,0.8348
2023-06-10,0.3579,64.484023,-49.552085,0.477
2023-06-11,0.3065,64.484035,-49.552088,0.7348
2023-06-12,0.3199,64.484022,-49.552093,0.7127
2023-06-13,0.4686,64.484034,-49.552101,0.9852
2023-06-14,0.3545,64.484026,-49.552107,0.6788
2023-06-15,0.355,64.484032,-49.552138,0.5337
2023-06-16,0.4553,64.484032,-49.552124,0.4418
2023-06-17,0.366,64.484031,-49.552138,0.1054
2023-06-18,0.3366,64.484025,-49.55215,0.2951
2023-06-19,0.3108,64.484028,-49.552138,0.2843
2023-06-20,0.3101,64.48404,-49.552184,0.7802
2023-06-21,0.3057,64.484018,-49.552192,0.9682
2023-06-22,0.3302,64.484036,-49.552198,0.9994
2023-06-23,0.3138,64.484036,-49.552205,0.8679
2023-06-24,0.3075,64.484034,-49.552213,0.3565
2023-06-25,0.333,64.484032,-49.552222,0.7633
2023-06-26,0.3163,64.484036,-49.552229,0.5686
2023-06-27,0.3203,64.484032,-49.55224,0.8534
2023-06-28,0.2827,64.484029,-49.552248,0.5412
2023-06-29,0.3178,64.484043,-49.552267,0.7167
2023-06-30,0.3364,64.484029,-49.552274,0.9892
2023-07-01,0.3166,64.484031,-49.552277,0.8783
2023-07-02,0.2866,64.48404,-49.552299,0.3881
2023-07-03,0.3004,64.484043,-49.552309,0.9476
2023-07-04,0.2836,64.484038,-49.552324,0.9527
2023-07-05,0.2968,64.484039,-49.552321,0.8642
2023-07-06,0.2275,64.48404,-49.552348,0.8808
2023-07-07,0.2358,64.484041,-49.552332,0.3343
2023-07-08,0.249,64.484037,-49.552346,0.3474
2023-07-09,0.2498,64.484041,-49.55235,0.9083
2023-07-10,0.2262,64.484038,-49.55238,0.7388
2023-07-11,0.2215,64.484038,-49.552388,1.0
2023-07-12,0.2127,64.484046,-49.552387,0.569
2023-07-13,0.2254,64.484037,-49.55239,0.6025
2023-07-14,0.2432,64.484047,-49.552413,0.9963
2023-07-15,0.2492,64.48405,-49.552415,0.9368
2023-07-16,0.2265,64.484052,-49.552408,0.9655
2023-07-17,0.2281,64.484044,-49.552434,0.9976
2023-07-18,0.2208,64.484043,-49.552424,0.9467
2023-07-19,0.2231,64.48405,-49.552435,0.869
2023-07-20,0.2227,64.484047,-49.552437,0.9457
2023-07-21,0.2164,64.484054,-49.552457,0.9832
2023-07-22,0.2439,64.484051,-49.552472,0.7651
2023-07-23,0.2228,64.484052,-49.552476,0.8287
2023-07-24,0.2336,64.484044,-49.552479,0.3384
2023-07-25,0.2439,64.484053,-49.552489,0.1816
2023-07-26,0.2416,64.484059,-49.5525,0.1921
2023-07-27,0.2627,64.484051,-49.552511,0.8114
2023-07-28,0.2574,64.484057,-49.552507,0.9486
2023-07-29,0.2499,64.484055,-49.552516,0.7035
2023-07-30,0.2623,64.484052,-49.552519,0.998
2023-07-31,0.254,64.48406,-49.552552,0.7386
2023-08-01,0.2613,64.484058,-49.552558,0.889
2023-08-02,0.2672,64.484076,-49.552575,0.9891
2023-08-03,0.2563,64.48407,-49.552568,0.5409
2023-08-04,0.2767,64.484073,-49.552565,0.8927
2023-08-05,0.2546,64.484072,-49.55257,0.5534
2023-08-06,0.2716,64.484075,-49.552589,0.176
2023-08-07,0.265,64.484086,-49.55258,0.1618
2023-08-08,0.2672,64.48407,-49.552601,0.1838
2023-08-09,0.2673,64.484075,-49.552602,0.3902
2023-08-10,0.2686,64.484074,-49.552604,0.6033
2023-08-11,0.2523,64.484071,-49.552626,0.2651
2023-08-12,0.26,64.484067,-49.552617,0.3915
2023-08-13,0.2575,64.484074,-49.552623,0.9125
2023-08-14,0.2346,64.48407,-49.552622,0.5785
2023-08-15,0.2421,64.484074,-49.552637,0.2631
2023-08-16,0.237,64.48408,-49.552663,0.2438
2023-08-17,0.2374,64.484077,-49.552674,0.3385
2023-08-18,0.2371,64.48408,-49.552673,0.2591
2023-08-19,0.233,64.484075,-49.552681,0.5954
2023-08-20,0.1953,64.484073,-49.552707,0.8695
2023-08-21,0.1969,64.484067,-49.552703,0.424
2023-08-22,0.1947,64.484066,-49.552695,0.8467
2023-08-23,0.1996,64.48407,-49.552708,0.8309
2023-08-24,0.197,64.484085,-49.552714,0.9234
2023-08-25,0.2122,64.484072,-49.552726,0.2425
2023-08-26,0.2359,64.484079,-49.552726,0.761
2023-08-27,0.2136,64.484084,-49.552733,0.7945
2023-08-28,0.2201,64.484079,-49.552752,0.7963
2023-08-29,0.1988,64.484083,-49.552754,0.5663
2023-08-30,0.198,64.484083,-49.55276,0.9135
2023-08-31,0.2734,64.484087,-49.552755,0.5987
2023-09-01,0.3067,64.484091,-49.552759,0.2726
2023-09-02,0.8612,64.484081,-49.55276,0.883
2023-09-03,0.7905,64.484091,-49.55278,0.6087
2023-09-04,0.289,64.484091,-49.552785,0.8274
2023-09-05,0.2208,64.484095,-49.552795,0.8891
2023-09-06,0.2265,64.484094,-49.552808,0.9359
2023-09-07,0.8458,64.484096,-49.552821,0.9935
2023-09-08,0.7453,64.484096,-49.55282,0.9564
2023-09-09,0.6284,64.484102,-49.552836,0.3178
2023-09-10,0.6284,64.4841,-49.552828,0.1676
2023-09-11,0.5798,64.484093,-49.552849,0.3809
2023-09-12,0.629,64.484082,-49.552845,0.7147
2023-09-13,0.5516,64.484095,-49.552842,0.5314
2023-09-14,0.2242,64.484091,-49.552865,0.7124
2023-09-15,0.2596,64.484102,-49.552862,0.9252
2023-09-16,0.8817,64.484093,-49.552878,0.9314
2023-09-17,0.7441,64.484103,-49.552885,0.4484
2023-09-18,0.6814,64.484129,-49.55287,0.1573
2023-09-19,0.6812,64.484139,-49.552881,0.2139
2023-09-20,0.6697,64.484128,-49.552881,0.3691
2023-09-21,0.6772,64.484135,-49.552897,0.3829
2023-09-22,0.639,64.484136,-49.552895,0.2723
2023-09-23,0.5981,64.484138,-49.552896,0.1922
2023-09-24,0.5579,64.484133,-49.552908,0.1111
2023-09-25,0.5543,64.484137,-49.552915,0.8163
2023-09-26,0.5302,64.484134,-49.55292,0.2937
2023-09-27,0.7589,64.484136,-49.552926,0.8876
2023-09-28,0.5952,64.484141,-49.55293,0.7993
