time,alb_KPC_L,lat_KPC_L,lon_KPC_L,cloud_KPC_L
2021-05-20,0.5246,79.910825,-24.081279,0.4601
2021-05-21,0.5846,79.910822,-24.081271,0.8426
2021-05-22,0.5423,79.910823,-24.081273,0.4656
2021-05-23,0.5116,79.910823,-24.081276,0.0009
2021-05-24,0.5111,79.910821,-24.081274,0.0
2021-05-25,0.5065,79.910822,-24.081284,0.0
2021-05-26,0.4898,79.910823,-24.081277,0.0062
2021-05-27,0.4689,79.910823,-24.081282,0.0
2021-05-28,0.4576,79.910824,-24.081279,0.045
2021-05-29,0.4936,79.910824,-24.081269,0.3232
2021-05-30,0.5105,79.910825,-24.081284,0.4974
2021-05-31,0.5926,79.910824,-24.081277,0.8999
2021-06-01,0.5607,79.910822,-24.08128,0.4616
2021-06-02,0.5161,79.910824,-24.081269,0.0
2021-06-03,0.5102,79.910824,-24.081279,0.0195
2021-06-04,0.5062,79.910822,-24.08127,0.0084
2021-06-05,0.4824,79.910823,-24.081273,0.0
2021-06-06,0.4605,79.910822,-24.081268,0.0
2021-06-07,0.4371,79.910824,-24.081273,0.0004
2021-06-08,0.4019,79.910824,-24.081275,0.2553
2021-06-09,0.4449,79.910824,-24.081268,0.4497
2021-06-10,0.5253,79.910823,-24.081272,0.4135
2021-06-11,0.5046,79.910823,-24.081267,0.5085
2021-06-12,0.4928,79.910822,-24.081262,0.454
2021-06-13,0.5414,79.910822,-24.081259,0.6659
2021-06-14,0.5384,79.910822,-24.081263,0.7221
2021-06-15,0.4215,79.910825,-24.081264,0.2402
2021-06-16,0.388,79.910822,-24.081261,0.0001
2021-06-17,0.3343,79.910824,-24.081263,0.3702
2021-06-18,0.3338,79.910825,-24.081266,0.3037
2021-06-19,0.336,79.910823,-24.081266,0.0804
2021-06-20,0.3583,79.910824,-24.081256,0.1992
2021-06-21,0.3332,79.910825,-24.081263,0.1892
2021-06-22,0.3258,79.910827,-24.081264,0.0538
2021-06-23,0.335,79.910823,-24.08126,0.0
2021-06-24,0.36,79.910823,-24.081255,0.1204
2021-06-25,0.3657,79.910823,-24.081256,0.0044
2021-06-26,0.3546,79.910824,-24.081246,0.0829
2021-06-27,0.3253,79.910822,-24.081247,0.0431
2021-06-28,0.3086,79.910822,-24.081248,0.0
2021-06-29,0.3301,79.91082,-24.081242,0.3346
2021-06-30,0.3504,79.910822,-24.081242,0.909
2021-07-01,0.2944,79.910821,-24.081248,0.277
2021-07-02,0.2915,79.910821,-24.081231,0.0
2021-07-03,0.3103,79.910822,-24.081238,0.0197
2021-07-04,0.3448,79.910821,-24.081235,0.0456
2021-07-05,0.3439,79.910821,-24.081228,0.0
2021-07-06,0.3376,79.910821,-24.081231,0.2956
2021-07-07,0.3325,79.910819,-24.081234,0.7861
2021-07-08,0.3215,79.910819,-24.081227,0.9217
2021-07-09,0.3282,79.910819,-24.08123,0.9062
2021-07-10,0.2711,79.91082,-24.081224,0.1675
2021-07-11,0.2798,79.910819,-24.081232,0.0
2021-07-12,0.2926,79.910819,-24.081221,0.1151
2021-07-13,0.2818,79.910817,-24.081206,0.0264
2021-07-14,0.2877,79.910818,-24.081221,0.0201
2021-07-15,0.2876,79.910819,-24.081215,0.04
2021-07-16,0.27,79.910818,-24.081212,0.2404
2021-07-17,0.2809,79.910819,-24.081202,0.1846
2021-07-18,0.3025,79.910818,-24.0812,0.823
2021-07-19,0.2806,79.910817,-24.081208,0.4618
2021-07-20,0.2861,79.910815,-24.081204,0.4057
2021-07-21,0.276,79.910814,-24.081191,0.1097
2021-07-22,0.2925,79.910814,-24.081196,0.805
2021-07-23,0.2851,79.910814,-24.081192,0.6532
2021-07-24,0.2864,79.910816,-24.081195,0.2307
2021-07-25,0.3008,79.910814,-24.0812,0.0703
2021-07-26,0.3053,79.910811,-24.081197,0.0
2021-07-27,0.2877,79.910813,-24.081197,0.0082
2021-07-28,0.2371,79.910814,-24.081197,0.0952
2021-07-29,0.2473,79.910809,-24.081193,0.1439
2021-07-30,0.2431,79.910813,-24.081192,0.1582
2021-07-31,0.2581,79.91081,-24.081188,0.2945
2021-08-01,0.2619,79.910811,-24.081191,0.1004
2021-08-02,0.2601,79.910813,-24.081192,0.0172
2021-08-03,0.2771,79.910812,-24.081178,0.0033
2021-08-04,0.3023,79.910809,-24.081174,0.5208
2021-08-05,0.2942,79.91081,-24.081168,0.565
2021-08-06,0.2962,79.910807,-24.081173,0.9835
2021-08-07,0.2902,79.910808,-24.081164,0.796
2021-08-08,0.2872,79.910807,-24.08117,0.4939
2021-08-09,0.2975,79.910809,-24.08117,0.025
2021-08-10,0.2777,79.910808,-24.081177,0.3227
2021-08-11,0.2838,79.910809,-24.081178,0.0784
2021-08-12,0.2907,79.910808,-24.081178,0.0299
2021-08-13,0.3109,79.910808,-24.081162,0.5312
2021-08-14,0.3008,79.910805,-24.081166,0.5011
2021-08-15,0.3354,79.910806,-24.081165,0.3214
2021-08-16,0.2854,79.910808,-24.081158,0.6045
2021-08-17,0.2807,79.910807,-24.081154,0.1139
2021-08-18,0.2968,79.910807,-24.081156,0.3502
2021-08-19,0.3183,79.910805,-24.081154,0.1823
2021-08-20,0.2983,79.910806,-24.081155,0.0465
2021-08-21,0.3018,79.910807,-24.081158,0.0011
2021-08-22,0.3217,79.910809,-24.081169,0.3917
2021-08-23,0.318,79.910807,-24.081165,0.7673
2021-08-24,0.2956,79.910807,-24.081168,0.1953
2021-08-25,0.3445,79.910806,-24.081166,0.4713
2021-08-26,0.266,79.910807,-24.081152,0.0492
2021-08-27,0.2772,79.910805,-24.08115,0.2763
2022-05-01,0.5216,79.910806,-24.081004,0.0588
2022-05-02,0.5468,79.910804,-24.080994,0.1107
2022-05-03,0.5218,79.910803,-24.080992,0.001
2022-05-04,0.5187,79.910805,-24.080988,0.0
2022-05-05,0.519,79.910808,-24.080992,0.0083
2022-05-06,0.5917,79.910805,-24.080997,0.5106
2022-05-07,0.52,79.910806,-24.081002,0.1339
2022-05-08,0.5353,79.910806,-24.080993,0.1301
2022-05-09,0.5285,79.910804,-24.080987,0.0316
2022-05-10,0.5257,79.910805,-24.080993,0.0051
2022-05-11,0.5218,79.910805,-24.080987,0.1106
2022-05-12,0.5143,79.910805,-24.080988,0.0009
2022-05-13,0.5176,79.910803,-24.080972,0.0044
2022-05-14,0.5191,79.910804,-24.080981,0.0
2022-05-15,0.5179,79.910807,-24.080995,0.0
2022-05-16,0.5158,79.910804,-24.080987,0.0
2022-05-17,0.5361,79.910804,-24.080984,0.0269
2022-05-18,0.5197,79.910804,-24.080977,0.011
2022-05-19,0.5152,79.910805,-24.08098,0.0386
2022-05-20,0.5492,79.910803,-24.080966,0.4355
2022-05-21,0.5323,79.910802,-24.080974,0.0967
2022-05-22,0.527,79.910804,-24.080974,0.0096
2022-05-23,0.5792,79.910804,-24.080986,0.684
2022-05-24,0.5411,79.910806,-24.080978,0.0966
2022-05-25,0.5275,79.910802,-24.080977,0.1046
2022-05-26,0.5303,79.910804,-24.080983,0.2815
2022-05-27,0.5195,79.910805,-24.080978,0.006
2022-05-28,0.5169,79.910803,-24.080995,0.0009
2022-05-29,0.5195,79.9108,-24.080972,0.0071
2022-05-30,0.504,79.910804,-24.080997,0.0
2022-05-31,0.558,79.910801,-24.080992,0.4965
2022-06-01,0.5624,79.910804,-24.080977,0.7432
2022-06-02,0.5889,79.910804,-24.080988,0.8839
2022-06-03,0.5796,79.910812,-24.080979,0.8241
2022-06-04,0.5816,79.910808,-24.080985,0.7796
2022-06-05,0.6244,79.910809,-24.080976,0.9186
2022-06-06,0.619,79.910806,-24.080974,0.8941
2022-06-07,0.6079,79.910808,-24.080974,0.8612
2022-06-08,0.6037,79.910806,-24.08099,0.8299
2022-06-09,0.5304,79.910806,-24.080982,0.2034
2022-06-10,0.5301,79.910808,-24.080966,0.063
2022-06-11,0.5747,79.910809,-24.080959,0.7679
2022-06-12,0.5266,79.910809,-24.080961,0.2777
2022-06-13,0.5365,79.910811,-24.080961,0.2898
2022-06-14,0.55,79.91081,-24.080982,0.6232
2022-06-15,0.5677,79.910805,-24.080969,0.6684
2022-06-16,0.507,79.910807,-24.080964,0.0
2022-06-17,0.5044,79.910805,-24.08096,0.0
2022-06-18,0.5403,79.91081,-24.080969,0.4156
2022-06-19,0.5565,79.910806,-24.080952,0.7231
2022-06-20,0.5027,79.910804,-24.080956,0.2719
2022-06-21,0.6059,79.910806,-24.080956,0.769
2022-06-22,0.6278,79.910808,-24.08095,0.8924
2022-06-23,0.6003,79.910809,-24.080954,0.8322
2022-06-24,0.526,79.91081,-24.080976,0.257
2022-06-25,0.4861,79.910812,-24.080965,0.3721
2022-06-26,0.4933,79.910809,-24.08097,0.2537
2022-06-27,0.4706,79.910806,-24.080965,0.0489
2022-06-28,0.4999,79.910808,-24.08097,0.4693
2022-06-29,0.5055,79.910807,-24.080991,0.9116
2022-06-30,0.445,79.910808,-24.08096,0.2477
2022-07-01,0.4084,79.910803,-24.080964,0.2743
2022-07-02,0.4068,79.910804,-24.080956,0.7239
2022-07-03,0.3929,79.910804,-24.080963,0.1391
2022-07-04,0.4001,79.910804,-24.080951,0.1896
2022-07-05,0.399,79.910804,-24.080959,0.0634
2022-07-06,0.4153,79.910802,-24.080952,0.2637
2022-07-07,0.3947,79.910803,-24.080956,0.449
2022-07-08,0.3538,79.9108,-24.080936,0.1442
2022-07-09,0.3178,79.910811,-24.080976,0.6889
2022-07-10,0.3322,79.910808,-24.080945,0.659
2022-07-11,0.3596,79.910806,-24.08096,0.534
2022-07-12,0.3525,79.910803,-24.080945,0.0178
2022-07-13,0.318,79.910804,-24.080926,0.7333
2022-07-14,0.3216,79.910808,-24.080958,0.1367
2022-07-15,0.3372,79.910805,-24.080955,0.0
2022-07-16,0.3073,79.910802,-24.08094,0.1026
2022-07-17,0.3049,79.910802,-24.080932,0.7669
2022-07-18,0.3161,79.910797,-24.080904,0.994
2022-07-19,0.3281,79.910791,-24.080914,0.9877
2022-07-20,0.3131,79.910798,-24.080932,0.8668
2022-07-21,0.3306,79.910802,-24.080976,0.2233
2022-07-22,0.3108,79.910804,-24.080966,0.0208
2022-07-23,0.2988,79.910806,-24.080954,0.1275
2022-07-24,0.3041,79.9108,-24.080923,0.6072
2022-07-25,0.3115,79.910801,-24.08091,0.4849
2022-07-26,0.3211,79.910801,-24.08091,0.7798
2022-07-27,0.3141,79.9108,-24.080926,0.8969
2022-07-28,0.3427,79.9108,-24.080918,0.9523
2022-07-29,0.3106,79.910802,-24.080938,0.8784
2022-07-30,0.3172,79.910802,-24.080946,0.6322
2022-07-31,0.3119,79.910798,-24.080923,0.0174
2022-08-01,0.3234,79.910804,-24.08093,0.04
2022-08-02,0.3335,79.910802,-24.080937,0.0
2022-08-03,0.3126,79.9108,-24.08093,0.0163
2022-08-04,0.3203,79.910799,-24.080937,0.0414
2022-08-05,0.3288,79.910797,-24.08094,0.3549
2022-08-06,0.3296,79.9108,-24.080924,0.7603
2022-08-07,0.3464,79.910798,-24.080915,0.807
2022-08-08,0.3326,79.910798,-24.080914,0.6504
2022-08-09,0.3282,79.910797,-24.080926,0.7278
2022-08-10,0.3374,79.910797,-24.080922,0.7211
2022-08-11,0.3256,79.910792,-24.080916,0.6599
2022-08-12,0.3291,79.910792,-24.080916,0.777
2022-08-13,0.3104,79.910798,-24.080903,0.0002
2022-08-14,0.3209,79.910801,-24.080892,0.4711
2022-08-15,0.3146,79.9108,-24.080902,0.1304
2022-08-16,0.325,79.910799,-24.080883,0.0125
2022-08-17,0.2982,79.910804,-24.080906,0.0
2022-08-18,0.3458,79.910799,-24.080901,0.8262
2022-08-19,0.3522,79.910801,-24.08091,0.2719
2022-08-20,0.3086,79.9108,-24.080875,0.0
2022-08-21,0.3156,79.910798,-24.080894,0.0003
2022-08-22,0.3169,79.910796,-24.08091,0.0218
2022-08-23,0.3607,79.910796,-24.080907,0.4694
2022-08-24,0.3471,79.910798,-24.080912,0.5402
2022-08-25,0.2956,79.910794,-24.080908,0.0028
2022-08-26,0.2944,79.910798,-24.080908,0.0216
2022-08-27,0.2987,79.910797,-24.080908,0.3044
2023-05-01,0.4605,79.910796,-24.080727,0.0042
2023-05-02,0.466,79.910799,-24.080732,0.0584
2023-05-03,0.4664,79.910795,-24.080753,0.0503
2023-05-04,0.4733,79.910796,-24.080746,0.1338
2023-05-05,0.5269,79.910801,-24.080742,0.5129
2023-05-06,0.4868,79.910795,-24.08073,0.1709
2023-05-07,0.4885,79.910795,-24.08075,0.3128
2023-05-08,0.5671,79.910798,-24.080736,0.7944
2023-05-09,0.586,79.910798,-24.080707,0.7918
2023-05-10,0.4808,79.910805,-24.080766,0.1283
2023-05-11,0.4765,79.9108,-24.080711,0.0326
2023-05-12,0.583,79.910798,-24.080754,0.5039
2023-05-13,0.5378,79.9108,-24.080734,0.5424
2023-05-14,0.5067,79.910792,-24.080719,0.0281
2023-05-15,0.5056,79.910798,-24.080725,0.003
2023-05-16,0.4975,79.910793,-24.080739,0.0012
2023-05-17,0.502,79.9108,-24.080748,0.012
2023-05-18,0.5061,79.910797,-24.080729,0.0251
2023-05-19,0.5076,79.910796,-24.08073,0.2427
2023-05-20,0.5536,79.910799,-24.080728,0.7639
2023-05-21,0.5834,79.9108,-24.08073,0.7282
2023-05-22,0.5308,79.910793,-24.080716,0.4865
2023-05-23,0.5702,79.9108,-24.08073,0.7877
2023-05-24,0.5695,79.910801,-24.080734,0.5295
2023-05-25,0.5172,79.910798,-24.080735,0.0
2023-05-26,0.5149,79.910798,-24.080736,0.0
2023-05-27,0.5223,79.910799,-24.080726,0.0
2023-05-28,0.5209,79.910798,-24.080699,0.0092
2023-05-29,0.5236,79.9108,-24.080756,0.2852
2023-05-30,0.6146,79.910803,-24.080746,0.6834
2023-05-31,0.5341,79.910796,-24.080735,0.1409
2023-06-01,0.5246,79.910793,-24.080725,0.0076
2023-06-02,0.5158,79.910797,-24.080727,0.0267
2023-06-03,0.5841,79.910797,-24.080711,0.754
2023-06-04,0.5262,79.910809,-24.08074,0.2987
2023-06-05,0.4945,79.910797,-24.080728,0.034
2023-06-06,0.4931,79.910801,-24.080714,0.0
2023-06-07,0.5107,79.910801,-24.080699,0.2509
2023-06-08,0.5027,79.910801,-24.080698,0.1081
2023-06-09,0.4879,79.910797,-24.080712,0.0422
2023-06-10,0.4839,79.910804,-24.080732,0.2632
2023-06-11,0.5174,79.910801,-24.080748,0.3184
2023-06-12,0.4926,79.910796,-24.080726,0.0394
2023-06-13,0.5705,79.910798,-24.08072,0.5545
2023-06-14,0.5108,79.910801,-24.080704,0.1277
2023-06-15,0.5119,79.910803,-24.080714,0.0181
2023-06-16,0.4956,79.9108,-24.0807,0.0066
2023-06-17,0.5766,79.910802,-24.08073,0.7143
2023-06-18,0.541,79.910797,-24.08069,0.649
2023-06-19,0.4841,79.910803,-24.080714,0.0288
2023-06-20,0.4731,79.910804,-24.080742,0.0
2023-06-21,0.459,79.9108,-24.080723,0.0103
2023-06-22,0.5117,79.9108,-24.080714,0.6681
2023-06-23,0.5424,79.910796,-24.080684,0.6089
2023-06-24,0.4601,79.910801,-24.080718,0.0044
2023-06-25,0.4444,79.910802,-24.080734,0.0052
2023-06-26,0.3963,79.910804,-24.080708,0.0159
2023-06-27,0.411,79.910799,-24.080726,0.0178
2023-06-28,0.4193,79.9108,-24.080719,0.1214
2023-06-29,0.3696,79.910804,-24.080735,0.0858
2023-06-30,0.3545,79.910798,-24.080693,0.0031
2023-07-01,0.3292,79.910801,-24.080711,0.037
2023-07-02,0.2979,79.910797,-24.080706,0.027
2023-07-03,0.2847,79.910798,-24.080722,0.0247
2023-07-04,0.2953,79.910804,-24.080706,0.0426
2023-07-05,0.3181,79.910798,-24.080698,0.0
2023-07-06,0.3206,79.910793,-24.080693,0.0
2023-07-07,0.3241,79.910798,-24.0807,0.0
2023-07-08,0.3285,79.910796,-24.080686,0.3404
2023-07-09,0.2861,79.9108,-24.080711,0.4189
2023-07-10,0.3116,79.910795,-24.080692,0.5708
2023-07-11,0.3119,79.910792,-24.080682,0.5079
2023-07-12,0.2979,79.910792,-24.080676,0.3141
2023-07-13,0.3183,79.910794,-24.080693,0.1797
2023-07-14,0.321,79.910788,-24.080722,0.0242
2023-07-15,0.3158,79.910793,-24.080703,0.0311
2023-07-16,0.2833,79.910794,-24.080696,0.4131
2023-07-17,0.3002,79.910796,-24.080679,0.9986
2023-07-18,0.3294,79.91079,-24.08067,0.5598
2023-07-19,0.3218,79.910793,-24.080702,0.065
2023-07-20,0.319,79.910795,-24.08069,0.1333
2023-07-21,0.3337,79.910792,-24.0807,0.0055
2023-07-22,0.3293,79.910797,-24.080687,0.0203
2023-07-23,0.3171,79.91079,-24.080678,0.0
2023-07-24,0.2875,79.910796,-24.080682,0.4876
2023-07-25,0.3002,79.91079,-24.080686,0.4098
2023-07-26,0.2865,79.910788,-24.080652,0.4858
2023-07-27,0.3027,79.910796,-24.080678,0.5318
2023-07-28,0.3108,79.910794,-24.080704,0.5912
2023-07-29,0.3058,79.910788,-24.080653,0.748
2023-07-30,0.3566,79.910787,-24.080658,0.222
2023-07-31,0.338,79.910789,-24.080656,0.0559
2023-08-01,0.3385,79.910792,-24.080684,0.0885
2023-08-02,0.3426,79.910792,-24.080697,0.2119
2023-08-03,0.3367,79.910792,-24.08068,0.2936
2023-08-04,0.3315,79.910798,-24.080662,0.0
2023-08-05,0.3082,79.910798,-24.080674,0.0561
2023-08-06,0.2832,79.910796,-24.080678,0.3469
2023-08-07,0.2951,79.910799,-24.08071,0.3641
2023-08-08,0.2743,79.910793,-24.080645,0.0817
2023-08-09,0.2758,79.910784,-24.080666,0.0
2023-08-10,0.3021,79.91079,-24.080656,0.4894
2023-08-11,0.2916,79.91079,-24.080672,0.875
2023-08-12,0.2929,79.91079,-24.080679,0.9638
2023-08-13,0.283,79.910791,-24.080685,0.8735
2023-08-14,0.2968,79.910794,-24.080655,0.808
2023-08-15,0.2821,79.910788,-24.080662,0.8828
2023-08-16,0.2946,79.910784,-24.080672,0.9095
2023-08-17,0.2726,79.910789,-24.080667,0.4359
2023-08-18,0.2844,79.910794,-24.080696,0.4046
2023-08-19,0.3015,79.910791,-24.080662,0.0591
2023-08-20,0.373,79.910798,-24.080702,0.9101
2023-08-21,0.3251,79.910797,-24.080645,0.3006
2023-08-22,0.293,79.910791,-24.080654,0.2533
2023-08-23,0.2581,79.910798,-24.080685,0.2111
2023-08-24,0.2694,79.910795,-24.080678,0.1066
2023-08-25,0.2946,79.910785,-24.080636,0.3757
2023-08-26,0.2915,79.91079,-24.080643,0.082
2023-08-27,0.3014,79.910792,-24.080641,0.0667
