,time,alb_QAS_L,lat_QAS_L,lon_QAS_L,cloud_QAS_L,alb_CEN1,lat_CEN1,lon_CEN1,cloud_CEN1,alb_CEN2,lat_CEN2,lon_CEN2,cloud_CEN2,alb_CP1,lat_CP1,lon_CP1,cloud_CP1,alb_DY2,lat_DY2,lon_DY2,cloud_DY2,alb_EGP,lat_EGP,lon_EGP,cloud_EGP,alb_FRE,lat_FRE,lon_FRE,cloud_FRE,alb_HUM,lat_HUM,lon_HUM,cloud_HUM,alb_JAR,lat_JAR,lon_JAR,cloud_JAR,alb_JAR_O,lat_JAR_O,lon_JAR_O,cloud_JAR_O,alb_KAN_L,lat_KAN_L,lon_KAN_L,cloud_KAN_L,alb_KAN_Lv3,lat_KAN_Lv3,lon_KAN_Lv3,cloud_KAN_Lv3,alb_KAN_M,lat_KAN_M,lon_KAN_M,cloud_KAN_M,alb_KAN_U,lat_KAN_U,lon_KAN_U,cloud_KAN_U,alb_KPC_L,lat_KPC_L,lon_KPC_L,cloud_KPC_L,alb_KPC_U,lat_KPC_U,lon_KPC_U,cloud_KPC_U,alb_NAE,lat_NAE,lon_NAE,cloud_NAE,alb_NAU,lat_NAU,lon_NAU,cloud_NAU,alb_NEM,lat_NEM,lon_NEM,cloud_NEM,alb_NSE,lat_NSE,lon_NSE,cloud_NSE,alb_NUK_K,lat_NUK_K,lon_NUK_K,cloud_NUK_K,alb_NUK_L,lat_NUK_L,lon_NUK_L,cloud_NUK_L,alb_NUK_N,lat_NUK_N,lon_NUK_N,cloud_NUK_N,alb_NUK_Uv3,lat_NUK_Uv3,lon_NUK_Uv3,cloud_NUK_Uv3,alb_QAS_A,lat_QAS_A,lon_QAS_A,cloud_QAS_A,alb_QAS_L_y,lat_QAS_L_y,lon_QAS_L_y,cloud_QAS_L_y,alb_QAS_Lv3,lat_QAS_Lv3,lon_QAS_Lv3,cloud_QAS_Lv3,alb_QAS_M,lat_QAS_M,lon_QAS_M,cloud_QAS_M,alb_QAS_Mv3,lat_QAS_Mv3,lon_QAS_Mv3,cloud_QAS_Mv3,alb_QAS_U,lat_QAS_U,lon_QAS_U,cloud_QAS_U,alb_SCO_L,lat_SCO_L,lon_SCO_L,cloud_SCO_L,alb_SCO_U,lat_SCO_U,lon_SCO_U,cloud_SCO_U,alb_SDL,lat_SDL,lon_SDL,cloud_SDL,alb_SDM,lat_SDM,lon_SDM,cloud_SDM,alb_SWC,lat_SWC,lon_SWC,cloud_SWC,alb_SWC_O,lat_SWC_O,lon_SWC_O,cloud_SWC_O,alb_TAS_A,lat_TAS_A,lon_TAS_A,cloud_TAS_A,alb_TAS_L,lat_TAS_L,lon_TAS_L,cloud_TAS_L,alb_TAS_U,lat_TAS_U,lon_TAS_U,cloud_TAS_U,alb_THU_L,lat_THU_L,lon_THU_L,cloud_THU_L,alb_THU_U,lat_THU_U,lon_THU_U,cloud_THU_U,alb_THU_U2,lat_THU_U2,lon_THU_U2,cloud_THU_U2,alb_TUN,lat_TUN,lon_TUN,cloud_TUN,alb_UPE_L,lat_UPE_L,lon_UPE_L,cloud_UPE_L,alb_UPE_U,lat_UPE_U,lon_UPE_U,cloud_UPE_U,alb_WEG_L,lat_WEG_L,lon_WEG_L,cloud_WEG_L,alb_ZAK_Lv3,lat_ZAK_Lv3,lon_ZAK_Lv3,cloud_ZAK_Lv3,alb_ZAK_Uv3,lat_ZAK_Uv3,lon_ZAK_Uv3,cloud_ZAK_Uv3
141,2017-09-19,0.3837,61.030745,-46.849168,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8287,67.095195,-49.953264,0.1597,,,,,,,,,0.6837,67.000419,-47.026984,0.9992,,,,,,,,,,,,,,,,,,,,,,,,,0.6531,64.162265,-51.358654,0.0756,0.585,64.48254,-49.537713,0.0151,,,,,,,,,,,,,0.3837,61.030745,-46.849168,0.082,,,,,0.3864,61.099523,-46.83315,0.0848,,,,,0.4583,61.174836,-46.819936,0.0637,,,,,,,,,,,,,,,,,,,,,,,,,0.8421,65.778256,-38.898272,0.8691,0.2618,65.640111,-38.898619,0.8028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2017-09-20,0.3596,61.030742,-46.849171,0.3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8182,67.095195,-49.953264,0.2434,,,,,,,,,0.8024,67.000415,-47.02697,0.6252,,,,,,,,,,,,,,,,,,,,,,,,,0.656,64.162269,-51.358653,0.0825,0.4618,64.48254,-49.537713,0.0047,,,,,,,,,,,,,0.3596,61.030742,-46.849171,0.3041,,,,,0.4138,61.099524,-46.833155,0.2174,,,,,0.4519,61.174835,-46.819937,0.0971,,,,,,,,,,,,,,,,,,,,,,,,,0.4349,65.778256,-38.898262,0.7913,0.2765,65.640115,-38.898608,0.8209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2017-09-21,0.4177,61.030746,-46.849171,0.1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7988,67.095195,-49.953266,0.4652,,,,,,,,,0.7946,67.000415,-47.026995,0.4294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3944,64.48254,-49.537713,0.0266,,,,,,,,,,,,,0.4177,61.030746,-46.849171,0.1739,,,,,0.4631,61.099526,-46.833156,0.1377,,,,,0.471,61.174836,-46.819939,0.0886,,,,,,,,,,,,,,,,,,,,,,,,,0.7626,65.778254,-38.89825,0.7288,0.298,65.640113,-38.898618,0.6132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2017-09-22,0.3826,61.03074,-46.849165,0.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.811,67.095191,-49.953276,0.8092,,,,,,,,,0.9095,67.000416,-47.026987,0.7551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4217,64.48254,-49.537713,0.4421,,,,,,,,,,,,,0.3826,61.03074,-46.849165,0.493,,,,,0.3942,61.099527,-46.833154,0.332,,,,,0.4432,61.174838,-46.819937,0.2831,,,,,,,,,,,,,,,,,,,,,,,,,0.5336,65.778253,-38.898246,0.8259,0.3262,65.640111,-38.898617,0.6834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2017-09-23,0.3736,61.030736,-46.849173,0.5096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8158,67.095192,-49.953283,0.2649,,,,,,,,,0.8064,67.000424,-47.027005,0.2369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9141,64.48254,-49.537713,0.931,,,,,,,,,,,,,0.3736,61.030736,-46.849173,0.5096,,,,,0.4291,61.099527,-46.833154,0.5341,,,,,0.4667,61.174838,-46.819943,0.5323,,,,,,,,,,,,,,,,,,,,,,,,,0.8858,65.778248,-38.898241,0.9324,0.3002,65.640114,-38.898616,0.8664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2017-09-24,0.7925,61.030738,-46.849167,0.6856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7944,67.095193,-49.953282,0.5775,,,,,,,,,0.854,67.00042,-47.02696,0.6417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8368,64.48254,-49.537713,0.8454,,,,,,,,,,,,,0.7925,61.030738,-46.849167,0.6856,,,,,0.8439,61.099523,-46.833149,0.4936,,,,,0.7969,61.174834,-46.819939,0.4921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2838,65.640112,-38.898623,0.8228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2017-09-25,0.7751,61.030743,-46.84917,0.2655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8327,67.095188,-49.953295,0.6883,,,,,,,,,0.9153,67.000414,-47.026978,0.4434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8692,64.48254,-49.537713,0.479,,,,,,,,,,,,,0.7751,61.030743,-46.84917,0.2655,,,,,0.8915,61.099524,-46.83315,0.2673,,,,,0.7483,61.174836,-46.81994,0.237,,,,,,,,,,,,,,,,,,,,,,,,,0.4821,65.77825,-38.898247,0.9802,0.2776,65.640115,-38.898619,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2017-09-26,0.7151,61.030747,-46.84917,0.5185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6017,67.095187,-49.953304,0.5335,,,,,,,,,0.8949,67.000414,-47.026992,0.4496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7895,64.48254,-49.537713,0.4813,,,,,,,,,,,,,0.7151,61.030747,-46.84917,0.5185,,,,,0.8174,61.099522,-46.833153,0.6413,,,,,0.8493,61.174834,-46.819944,0.6247,,,,,,,,,,,,,,,,,,,,,,,,,0.4182,65.778251,-38.898239,0.9849,0.3085,65.640112,-38.898616,0.8529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2017-09-27,0.6378,61.030749,-46.849178,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5438,67.09519,-49.953303,0.1663,,,,,,,,,0.8272,67.00042,-47.02698,0.4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3985,64.48254,-49.537713,0.0014,,,,,,,,,,,,,0.6378,61.030749,-46.849178,0.283,,,,,0.7929,61.099521,-46.833146,0.3082,,,,,0.8163,61.174833,-46.819943,0.2816,,,,,,,,,,,,,,,,,,,,,,,,,0.7144,65.778245,-38.898233,1.0,0.2339,65.640108,-38.898625,0.9193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2017-09-28,0.6158,61.030741,-46.849163,0.1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5307,67.095186,-49.953308,0.3311,,,,,,,,,0.8667,67.000422,-47.026975,0.5927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3671,64.48254,-49.537713,0.0007,,,,,,,,,,,,,0.6158,61.030741,-46.849163,0.1364,,,,,0.8532,61.099522,-46.833153,0.1668,,,,,0.768,61.17483,-46.819942,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,0.8272,65.778244,-38.898225,0.9964,0.2782,65.64011,-38.898616,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2017-09-29,0.5835,61.030739,-46.849178,0.2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.554,67.095186,-49.953312,0.5039,,,,,,,,,0.824,67.000404,-47.026981,0.3869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4132,64.48254,-49.537713,0.3416,,,,,,,,,,,,,0.5835,61.030739,-46.849178,0.2794,,,,,0.823,61.099523,-46.833156,0.3226,,,,,0.7644,61.174827,-46.819947,0.3363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357,65.640111,-38.898626,0.0735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2017-09-30,0.5621,61.030747,-46.849169,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5479,67.09519,-49.95331,0.3802,,,,,,,,,0.8365,67.000427,-47.02702,0.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7033,64.48254,-49.537713,0.6361,,,,,,,,,,,,,0.5621,61.030747,-46.849169,0.342,,,,,0.8114,61.099522,-46.833151,0.3621,,,,,0.7739,61.174828,-46.819943,0.3617,,,,,,,,,,,,,,,,,,,,,,,,,0.7523,65.778238,-38.898226,0.9948,0.3842,65.640112,-38.898623,0.1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2018-05-01,0.8088,61.030722,-46.849208,0.4923,0.7267,77.181783,-61.11583,0.1898,,,,,,,,,,,,,0.8537,75.625262,-35.973404,0.8166,,,,,,,,,,,,,,,,,0.6126,67.095042,-49.954595,0.6751,,,,,0.8124,67.067172,-48.839024,0.5488,0.8643,67.000449,-47.027748,0.6608,0.8659,79.910884,-24.082286,0.9994,0.892,79.83474,-25.16513,0.9974,,,,,,,,,,,,,,,,,0.9464,64.16227,-51.358672,0.9856,0.803,64.48254,-49.537713,0.8132,,,,,,,,,,,,,0.8088,61.030722,-46.849208,0.4923,,,,,0.8579,61.099372,-46.833233,0.3827,,,,,0.7221,61.174597,-46.82017,0.3538,0.8624,72.222341,-26.818122,0.8777,0.888,72.394047,-27.252486,0.9111,,,,,,,,,,,,,,,,,,,,,0.7677,65.64004,-38.898656,0.0823,,,,,0.733,76.399821,-68.266624,0.0408,0.7555,76.419675,-68.146625,0.0097,,,,,,,,,0.7996,72.893232,-54.295515,0.1312,0.739,72.887114,-53.587406,0.0633,,,,,,,,,,,,
154,2018-05-02,0.7864,61.030717,-46.849205,0.2398,0.7388,77.181783,-61.11583,0.169,,,,,,,,,,,,,0.8715,75.625256,-35.973386,0.7935,,,,,,,,,,,,,,,,,0.7634,67.09504,-49.9546,0.5224,,,,,0.7778,67.067172,-48.839025,0.4238,0.8548,67.000441,-47.027791,0.4323,0.8394,79.910884,-24.082266,0.7154,0.9052,79.834727,-25.16509,0.6916,,,,,,,,,,,,,,,,,0.8967,64.162275,-51.358668,0.6757,0.8611,64.48254,-49.537713,0.7338,,,,,,,,,,,,,0.7864,61.030717,-46.849205,0.2398,,,,,0.8401,61.099373,-46.833224,0.1957,,,,,0.7784,61.174598,-46.820164,0.1809,0.819,72.222341,-26.818122,0.7094,0.8814,72.394047,-27.252486,0.7381,,,,,,,,,,,,,,,,,,,,,0.8241,65.640045,-38.898641,0.5836,,,,,0.736,76.399821,-68.266624,0.0389,0.7436,76.419675,-68.146613,0.0061,,,,,,,,,0.7927,72.893231,-54.295512,0.2937,0.7494,72.887111,-53.587419,0.3898,,,,,,,,,,,,
155,2018-05-03,0.7121,61.030744,-46.849168,0.0784,0.7986,77.181783,-61.11583,0.3514,,,,,,,,,,,,,0.8521,75.625264,-35.973393,0.781,,,,,,,,,,,,,,,,,0.6958,67.095039,-49.954614,0.33,,,,,0.811,67.067174,-48.839034,0.4294,0.8666,67.000439,-47.027788,0.369,0.8863,79.910885,-24.082278,0.9673,0.9022,79.834743,-25.165073,0.917,,,,,,,,,,,,,,,,,0.8083,64.162274,-51.358667,0.4514,0.6898,64.48254,-49.537713,0.345,,,,,,,,,,,,,0.7121,61.030744,-46.849168,0.0784,,,,,0.8316,61.09937,-46.833217,0.1026,,,,,0.7061,61.174601,-46.820174,0.0642,0.8207,72.222341,-26.818122,0.7038,0.8735,72.394047,-27.252486,0.7543,,,,,,,,,,,,,,,,,,,,,0.8165,65.640041,-38.898644,0.3506,,,,,0.7424,76.39982,-68.266631,0.1515,0.7383,76.419678,-68.14663,0.0954,,,,,,,,,0.8124,72.893234,-54.295513,0.4787,0.7589,72.887117,-53.587449,0.5015,,,,,,,,,,,,
156,2018-05-04,0.7299,61.03073,-46.849218,0.107,0.8285,77.181783,-61.11583,0.5667,,,,,,,,,,,,,0.8261,75.625259,-35.973378,0.5025,,,,,,,,,,,,,,,,,0.8151,67.095037,-49.954608,0.7223,,,,,0.8277,67.067174,-48.839046,0.7227,0.8501,67.000441,-47.027789,0.5886,0.9097,79.910884,-24.082272,0.9456,0.8953,79.834745,-25.165093,0.9249,,,,,,,,,,,,,,,,,0.9024,64.162272,-51.358667,0.9588,0.7127,64.48254,-49.537713,0.4687,,,,,,,,,,,,,0.7299,61.03073,-46.849218,0.107,,,,,0.8259,61.099365,-46.833229,0.1602,,,,,0.7164,61.174604,-46.820175,0.1186,0.7942,72.222341,-26.818122,0.6544,0.8547,72.394047,-27.252486,0.8546,,,,,,,,,,,,,,,,,,,,,0.7632,65.640045,-38.89864,0.1371,,,,,0.8139,76.399822,-68.26663,0.4116,0.7801,76.419674,-68.146618,0.4161,,,,,,,,,0.8478,72.893234,-54.295517,0.8002,0.8826,72.88711,-53.587466,0.8527,,,,,,,,,,,,
157,2018-05-05,0.7801,61.030725,-46.849232,0.6,0.7698,77.181783,-61.11583,0.5497,,,,,,,,,,,,,0.8167,75.625269,-35.973391,0.7049,,,,,,,,,,,,,,,,,0.8031,67.095038,-49.954611,0.7375,,,,,0.8547,67.067177,-48.839052,0.76,0.8822,67.000439,-47.027773,0.8359,0.914,79.910884,-24.082271,0.9626,0.9229,79.834743,-25.165111,0.963,,,,,,,,,,,,,,,,,0.9416,64.162276,-51.358668,0.971,0.864,64.48254,-49.537713,0.8277,,,,,,,,,,,,,0.7801,61.030725,-46.849232,0.6,,,,,0.8574,61.099367,-46.833219,0.6031,,,,,0.8778,61.174595,-46.820171,0.6193,0.7954,72.222341,-26.818122,0.6018,0.8056,72.394047,-27.252486,0.4614,,,,,,,,,,,,,,,,,,,,,0.8016,65.640044,-38.89865,0.2915,,,,,0.8161,76.39982,-68.266633,0.6638,0.8088,76.419673,-68.146636,0.7287,,,,,,,,,0.8254,72.893235,-54.295514,0.4603,0.7557,72.88711,-53.587488,0.3266,,,,,,,,,,,,
158,2018-05-06,0.7649,61.030722,-46.849223,0.1582,0.8084,77.181783,-61.11583,0.4514,,,,,,,,,,,,,0.8255,75.625274,-35.97337,0.6149,,,,,,,,,,,,,,,,,0.7866,67.095037,-49.954613,0.7835,,,,,0.8021,67.067173,-48.839059,0.6263,0.8461,67.000457,-47.027767,0.6079,0.8278,79.910884,-24.082266,0.9029,0.8849,79.834746,-25.165086,0.9143,,,,,,,,,,,,,,,,,0.9218,64.162272,-51.358664,0.9851,0.7743,64.48254,-49.537713,0.6071,,,,,,,,,,,,,0.7649,61.030722,-46.849223,0.1582,,,,,0.8516,61.099369,-46.83322,0.1973,,,,,0.7108,61.174591,-46.820164,0.1568,0.7555,72.222341,-26.818122,0.2733,0.7842,72.394047,-27.252486,0.2883,,,,,,,,,,,,,,,,,,,,,0.7491,65.640043,-38.898645,0.0813,,,,,0.812,76.399821,-68.266629,0.539,0.8091,76.419679,-68.146617,0.5365,,,,,,,,,0.8008,72.893232,-54.295515,0.5081,0.734,72.88711,-53.5875,0.2234,,,,,,,,,,,,
159,2018-05-07,0.7493,61.030717,-46.849224,0.1319,0.7894,77.181783,-61.11583,0.5936,,,,,,,,,,,,,0.7992,75.625261,-35.97337,0.4637,,,,,,,,,,,,,,,,,0.7568,67.095038,-49.954614,0.4828,,,,,0.7814,67.067175,-48.839062,0.3872,0.8421,67.000445,-47.027812,0.2739,0.7879,79.910885,-24.082263,0.4378,0.8959,79.834753,-25.165058,0.4161,,,,,,,,,,,,,,,,,0.7902,64.162266,-51.358657,0.5957,0.6817,64.48254,-49.537713,0.2865,,,,,,,,,,,,,0.7493,61.030717,-46.849224,0.1319,,,,,0.8302,61.099365,-46.833217,0.2111,,,,,0.7073,61.174587,-46.820172,0.1864,0.7393,72.222341,-26.818122,0.5454,0.7971,72.394047,-27.252486,0.4863,,,,,,,,,,,,,,,,,,,,,0.7474,65.640043,-38.89864,0.0323,,,,,0.8546,76.39982,-68.266631,0.5803,0.8433,76.419675,-68.146616,0.6078,,,,,,,,,0.8078,72.893231,-54.295518,0.4208,0.7639,72.887106,-53.587507,0.3515,,,,,,,,,,,,
160,2018-05-08,0.7324,61.030718,-46.849225,0.3524,0.8157,77.181783,-61.11583,0.5752,,,,,,,,,,,,,0.7806,75.625273,-35.973384,0.3209,,,,,,,,,,,,,,,,,0.7255,67.09504,-49.954628,0.1892,,,,,0.7636,67.067176,-48.839081,0.1378,0.8424,67.000455,-47.027834,0.1515,0.8072,79.910885,-24.082274,0.3904,0.8768,79.834753,-25.165079,0.3192,,,,,,,,,,,,,,,,,0.8458,64.162276,-51.358668,0.1551,0.6763,64.48254,-49.537713,0.0509,,,,,,,,,,,,,0.7324,61.030718,-46.849225,0.3524,,,,,0.8313,61.099366,-46.833216,0.3737,,,,,0.7091,61.174588,-46.820175,0.3345,0.7536,72.222341,-26.818122,0.3075,0.7735,72.394047,-27.252486,0.2941,,,,,,,,,,,,,,,,,,,,,0.7466,65.640042,-38.898647,0.1096,,,,,0.8315,76.399821,-68.266632,0.4647,0.8115,76.419675,-68.146619,0.4927,,,,,,,,,0.7963,72.89323,-54.29552,0.2525,0.7436,72.887107,-53.587535,0.2377,,,,,,,,,,,,
161,2018-05-09,0.712,61.030719,-46.849223,0.0946,0.7804,77.181783,-61.11583,0.428,,,,,,,,,,,,,0.7924,75.625266,-35.973357,0.256,,,,,,,,,,,,,,,,,0.7132,67.095038,-49.954636,0.1339,,,,,0.7615,67.067179,-48.839075,0.2252,0.8591,67.000443,-47.027762,0.3593,0.8576,79.910884,-24.082266,0.7469,0.8996,79.834749,-25.165049,0.8766,,,,,,,,,,,,,,,,,0.7602,64.162278,-51.358659,0.341,0.6813,64.48254,-49.537713,0.0134,,,,,,,,,,,,,0.712,61.030719,-46.849223,0.0946,,,,,0.8228,61.099363,-46.83322,0.1887,,,,,0.7023,61.174589,-46.820184,0.1418,0.727,72.222341,-26.818122,0.101,0.7613,72.394047,-27.252486,0.0779,,,,,,,,,,,,,,,,,,,,,0.8868,65.640039,-38.898641,0.8045,,,,,0.8061,76.399818,-68.266622,0.3941,0.7935,76.419676,-68.146611,0.3949,,,,,,,,,0.7869,72.89323,-54.295518,0.1615,0.7364,72.887103,-53.587545,0.1471,,,,,,,,,,,,
162,2018-05-10,0.7112,61.030726,-46.849221,0.1358,0.791,77.181783,-61.11583,0.4221,,,,,,,,,,,,,0.8004,75.625274,-35.97336,0.3111,,,,,,,,,,,,,,,,,0.7149,67.095033,-49.954642,0.2955,,,,,0.7761,67.067176,-48.839081,0.3649,0.833,67.000438,-47.027781,0.3508,0.7856,79.910884,-24.082266,0.1646,0.8802,79.83475,-25.165082,0.2043,,,,,,,,,,,,,,,,,0.9325,64.162274,-51.358659,0.8303,0.7052,64.48254,-49.537713,0.3038,,,,,,,,,,,,,0.7112,61.030726,-46.849221,0.1358,,,,,0.817,61.099358,-46.833224,0.1904,,,,,0.6986,61.174587,-46.820183,0.1355,0.7883,72.222341,-26.818122,0.4736,0.808,72.394047,-27.252486,0.4368,,,,,,,,,,,,,,,,,,,,,0.8243,65.64004,-38.89864,0.5979,,,,,0.8096,76.399819,-68.266627,0.3986,0.8097,76.419681,-68.146635,0.3999,,,,,,,,,0.7826,72.893234,-54.295518,0.1464,0.7315,72.887107,-53.587559,0.0692,,,,,,,,,,,,
163,2018-05-11,0.8036,61.030726,-46.849212,0.7922,0.7443,77.181783,-61.11583,0.2437,,,,,,,,,,,,,0.7997,75.625271,-35.97338,0.3632,,,,,,,,,,,,,,,,,0.7409,67.095035,-49.954648,0.4868,,,,,0.7789,67.067179,-48.839091,0.4641,0.8352,67.000456,-47.027774,0.7585,0.7816,79.910885,-24.082277,0.268,0.8724,79.834747,-25.164995,0.3008,,,,,,,,,,,,,,,,,0.9108,64.162269,-51.358666,0.66,0.798,64.48254,-49.537713,0.6927,,,,,,,,,,,,,0.8036,61.030726,-46.849212,0.7922,,,,,0.8805,61.099364,-46.833221,0.8427,,,,,0.9428,61.174591,-46.82017,0.8836,0.746,72.222341,-26.818122,0.5452,0.8115,72.394047,-27.252486,0.5836,,,,,,,,,,,,,,,,,,,,,0.8396,65.640041,-38.898646,0.715,,,,,0.7697,76.399818,-68.266628,0.1716,0.778,76.41968,-68.146644,0.1393,,,,,,,,,0.7838,72.893233,-54.295526,0.2714,0.7368,72.88711,-53.587582,0.1871,,,,,,,,,,,,
164,2018-05-12,0.7713,61.030713,-46.849212,0.882,0.7581,77.181783,-61.11583,0.2639,,,,,,,,,,,,,0.7997,75.625272,-35.973365,0.2202,,,,,,,,,,,,,,,,,0.6221,67.095032,-49.954655,0.7248,,,,,0.8689,67.067182,-48.839093,0.7947,0.9046,67.000462,-47.027774,0.9582,0.7989,79.910885,-24.082267,0.4939,0.8649,79.834747,-25.165078,0.5677,,,,,,,,,,,,,,,,,0.907,64.162273,-51.358665,0.993,0.8014,64.48254,-49.537713,0.6159,,,,,,,,,,,,,0.7713,61.030713,-46.849212,0.882,,,,,0.8906,61.099359,-46.833218,0.9384,,,,,0.9264,61.174586,-46.820168,0.9294,0.7068,72.222341,-26.818122,0.2276,0.7795,72.394047,-27.252486,0.2325,,,,,,,,,,,,,,,,,,,,,0.8762,65.640042,-38.898647,0.9127,,,,,0.7804,76.39982,-68.266628,0.1945,0.7858,76.419679,-68.146639,0.1454,,,,,,,,,0.7776,72.893231,-54.295525,0.4339,0.7559,72.887107,-53.58759,0.2175,,,,,,,,,,,,
165,2018-05-13,0.9156,61.030719,-46.849211,0.9794,0.8751,77.181783,-61.11583,0.6702,,,,,,,,,,,,,0.8227,75.625276,-35.973368,0.6029,,,,,,,,,,,,,,,,,0.5851,67.095033,-49.954669,0.5511,,,,,0.8776,67.067182,-48.839103,0.726,0.9324,67.000462,-47.027852,0.7899,0.8006,79.910885,-24.082276,0.392,0.8714,79.834753,-25.165103,0.3559,,,,,,,,,,,,,,,,,0.8719,64.162273,-51.35867,0.8469,0.7608,64.48254,-49.537713,0.5645,,,,,,,,,,,,,0.9156,61.030719,-46.849211,0.9794,,,,,0.9159,61.099365,-46.833231,0.8407,,,,,0.8456,61.17458,-46.820173,0.8096,0.744,72.222341,-26.818122,0.4791,0.7973,72.394047,-27.252486,0.4499,,,,,,,,,,,,,,,,,,,,,0.852,65.640041,-38.898656,0.8461,,,,,0.7993,76.399822,-68.266638,0.3829,0.8018,76.41968,-68.146645,0.3745,,,,,,,,,0.7718,72.893234,-54.295536,0.3016,0.7591,72.887104,-53.587612,0.1763,,,,,,,,,,,,
166,2018-05-14,0.8179,61.030723,-46.849204,0.3853,0.768,77.181783,-61.11583,0.225,,,,,,,,,,,,,0.808,75.625278,-35.973367,0.5257,,,,,,,,,,,,,,,,,0.5546,67.095032,-49.954668,0.8565,,,,,0.8201,67.067179,-48.839104,0.4258,0.8618,67.000469,-47.027822,0.3287,0.7823,79.910882,-24.082266,0.4002,0.8542,79.834744,-25.165148,0.3884,,,,,,,,,,,,,,,,,0.8822,64.162275,-51.358665,0.8362,0.8264,64.48254,-49.537713,0.94,,,,,,,,,,,,,0.8179,61.030723,-46.849204,0.3853,,,,,0.8822,61.099366,-46.833229,0.3867,,,,,0.7153,61.174568,-46.820197,0.3483,0.8603,72.222341,-26.818122,0.9705,0.8669,72.394047,-27.252486,0.8662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7583,76.399821,-68.266629,0.0332,0.7832,76.419679,-68.146632,0.0694,,,,,,,,,0.768,72.893229,-54.295524,0.2421,0.792,72.887101,-53.58762,0.2677,,,,,,,,,,,,
167,2018-05-15,0.8293,61.030725,-46.849209,0.6243,0.8486,77.181783,-61.11583,0.5305,,,,,,,,,,,,,0.79,75.625275,-35.973343,0.5497,,,,,,,,,,,,,,,,,0.5387,67.095034,-49.954675,0.1817,,,,,0.7524,67.067179,-48.839112,0.1877,0.8271,67.000474,-47.027778,0.0634,0.9284,79.910883,-24.082257,0.9897,0.9908,79.83474,-25.165096,0.8533,,,,,,,,,,,,,,,,,0.8222,64.162273,-51.358661,0.5156,0.7068,64.48254,-49.537713,0.1845,,,,,,,,,,,,,0.8293,61.030725,-46.849209,0.6243,,,,,0.8842,61.099368,-46.833221,0.6689,,,,,0.914,61.174569,-46.820198,0.658,0.8232,72.222341,-26.818122,0.8693,0.857,72.394047,-27.252486,0.7764,,,,,,,,,,,,,,,,,,,,,0.8746,65.640038,-38.898652,0.3489,,,,,0.7669,76.399823,-68.266619,0.1362,0.7656,76.419676,-68.146636,0.1216,,,,,,,,,0.7932,72.893231,-54.295516,0.723,0.7895,72.8871,-53.58763,0.7142,,,,,,,,,,,,
