,time,alb_QAS_L,lat_QAS_L,lon_QAS_L,cloud_QAS_L,alb_CEN1,lat_CEN1,lon_CEN1,cloud_CEN1,alb_CEN2,lat_CEN2,lon_CEN2,cloud_CEN2,alb_CP1,lat_CP1,lon_CP1,cloud_CP1,alb_DY2,lat_DY2,lon_DY2,cloud_DY2,alb_EGP,lat_EGP,lon_EGP,cloud_EGP,alb_FRE,lat_FRE,lon_FRE,cloud_FRE,alb_HUM,lat_HUM,lon_HUM,cloud_HUM,alb_JAR,lat_JAR,lon_JAR,cloud_JAR,alb_JAR_O,lat_JAR_O,lon_JAR_O,cloud_JAR_O,alb_KAN_L,lat_KAN_L,lon_KAN_L,cloud_KAN_L,alb_KAN_Lv3,lat_KAN_Lv3,lon_KAN_Lv3,cloud_KAN_Lv3,alb_KAN_M,lat_KAN_M,lon_KAN_M,cloud_KAN_M,alb_KAN_U,lat_KAN_U,lon_KAN_U,cloud_KAN_U,alb_KPC_L,lat_KPC_L,lon_KPC_L,cloud_KPC_L,alb_KPC_U,lat_KPC_U,lon_KPC_U,cloud_KPC_U,alb_NAE,lat_NAE,lon_NAE,cloud_NAE,alb_NAU,lat_NAU,lon_NAU,cloud_NAU,alb_NEM,lat_NEM,lon_NEM,cloud_NEM,alb_NSE,lat_NSE,lon_NSE,cloud_NSE,alb_NUK_K,lat_NUK_K,lon_NUK_K,cloud_NUK_K,alb_NUK_L,lat_NUK_L,lon_NUK_L,cloud_NUK_L,alb_NUK_N,lat_NUK_N,lon_NUK_N,cloud_NUK_N,alb_NUK_Uv3,lat_NUK_Uv3,lon_NUK_Uv3,cloud_NUK_Uv3,alb_QAS_A,lat_QAS_A,lon_QAS_A,cloud_QAS_A,alb_QAS_L_y,lat_QAS_L_y,lon_QAS_L_y,cloud_QAS_L_y,alb_QAS_Lv3,lat_QAS_Lv3,lon_QAS_Lv3,cloud_QAS_Lv3,alb_QAS_M,lat_QAS_M,lon_QAS_M,cloud_QAS_M,alb_QAS_Mv3,lat_QAS_Mv3,lon_QAS_Mv3,cloud_QAS_Mv3,alb_QAS_U,lat_QAS_U,lon_QAS_U,cloud_QAS_U,alb_SCO_L,lat_SCO_L,lon_SCO_L,cloud_SCO_L,alb_SCO_U,lat_SCO_U,lon_SCO_U,cloud_SCO_U,alb_SDL,lat_SDL,lon_SDL,cloud_SDL,alb_SDM,lat_SDM,lon_SDM,cloud_SDM,alb_SWC,lat_SWC,lon_SWC,cloud_SWC,alb_SWC_O,lat_SWC_O,lon_SWC_O,cloud_SWC_O,alb_TAS_A,lat_TAS_A,lon_TAS_A,cloud_TAS_A,alb_TAS_L,lat_TAS_L,lon_TAS_L,cloud_TAS_L,alb_TAS_U,lat_TAS_U,lon_TAS_U,cloud_TAS_U,alb_THU_L,lat_THU_L,lon_THU_L,cloud_THU_L,alb_THU_U,lat_THU_U,lon_THU_U,cloud_THU_U,alb_THU_U2,lat_THU_U2,lon_THU_U2,cloud_THU_U2,alb_TUN,lat_TUN,lon_TUN,cloud_TUN,alb_UPE_L,lat_UPE_L,lon_UPE_L,cloud_UPE_L,alb_UPE_U,lat_UPE_U,lon_UPE_U,cloud_UPE_U,alb_WEG_L,lat_WEG_L,lon_WEG_L,cloud_WEG_L,alb_ZAK_Lv3,lat_ZAK_Lv3,lon_ZAK_Lv3,cloud_ZAK_Lv3,alb_ZAK_Uv3,lat_ZAK_Uv3,lon_ZAK_Uv3,cloud_ZAK_Uv3
655,2021-06-13,0.2532,61.030551,-46.849673,0.7065,0.7686,77.181797,-61.115883,0.3908,,,,,,,,,,,,,0.8087,75.626186,-35.971203,0.5483,,,,,,,,,0.7375,69.492459,-49.718418,0.7532,,,,,0.6813,67.094183,-49.961862,0.8966,,,,,,,,,0.8578,67.000546,-47.031591,0.8638,0.5414,79.910822,-24.081259,0.6659,,,,,,,,,,,,,,,,,,,,,0.6947,64.162284,-51.358683,0.8815,0.3934,64.483516,-49.547036,0.9893,,,,,0.7247,64.509715,-49.279893,0.8328,,,,,0.2532,61.030551,-46.849673,0.7065,,,,,,,,,,,,,0.4344,61.173321,-46.821523,0.9395,0.4773,72.222341,-26.818122,0.5163,0.5937,72.394047,-27.252486,0.3971,,,,,,,,,0.8007,69.553611,-49.371516,0.6865,,,,,0.9668,65.774454,-38.890786,0.8083,0.7847,65.639566,-38.898845,0.8086,,,,,0.6638,76.399846,-68.267136,0.094,0.8136,76.419705,-68.147305,0.0967,0.667,76.390264,-68.110169,0.1212,,,,,0.6385,72.893376,-54.295734,0.8124,0.6263,72.885984,-53.604972,0.5843,,,,,,,,,,,,
656,2021-06-14,0.2561,61.030553,-46.849654,0.2369,0.7663,77.181797,-61.115883,0.2654,,,,,,,,,,,,,0.8198,75.626193,-35.971218,0.5742,,,,,,,,,0.7127,69.49246,-49.718428,0.4751,,,,,0.542,67.094181,-49.961879,0.1294,,,,,,,,,0.816,67.000543,-47.031594,0.1173,0.5384,79.910822,-24.081263,0.7221,,,,,,,,,,,,,,,,,,,,,0.5909,64.162295,-51.358691,0.0258,0.3821,64.483517,-49.547043,0.9179,,,,,0.6717,64.509713,-49.279903,0.4249,,,,,0.2561,61.030553,-46.849654,0.2369,,,,,,,,,,,,,0.4309,61.173318,-46.82153,0.942,0.5263,72.222341,-26.818122,0.5902,0.6825,72.394047,-27.252486,0.4958,,,,,,,,,0.7768,69.553611,-49.371527,0.5328,,,,,0.9029,65.774454,-38.890786,0.2446,0.6686,65.639565,-38.898842,0.3365,,,,,0.6638,76.399844,-68.267141,0.0208,0.8149,76.419705,-68.147305,0.0059,0.6773,76.390265,-68.110163,0.0714,,,,,0.6435,72.893376,-54.295731,0.7283,0.6939,72.885988,-53.604989,0.4823,,,,,,,,,,,,
657,2021-06-15,0.2493,61.030555,-46.849648,0.3722,0.7609,77.181797,-61.115883,0.1309,,,,,,,,,,,,,0.834,75.626198,-35.971212,0.7242,,,,,,,,,0.7078,69.492457,-49.718427,0.1147,,,,,0.5479,67.094178,-49.961883,0.5617,,,,,,,,,0.8575,67.000547,-47.031634,0.6255,0.4215,79.910825,-24.081264,0.2402,,,,,,,,,,,,,,,,,,,,,0.6867,64.162273,-51.35868,0.5789,0.4016,64.48352,-49.547052,0.5582,,,,,0.669,64.509709,-49.279904,0.3812,,,,,0.2493,61.030555,-46.849648,0.3722,,,,,,,,,,,,,0.3843,61.173321,-46.821539,0.9618,0.5232,72.222341,-26.818122,0.4603,0.5757,72.394047,-27.252486,0.4331,,,,,,,,,0.752,69.55361,-49.371532,0.0408,,,,,0.8726,65.774454,-38.890786,0.0,0.595,65.639567,-38.898842,0.019,,,,,0.6746,76.399846,-68.267132,0.1512,0.8173,76.419705,-68.147305,0.1307,0.7108,76.390277,-68.110195,0.1778,,,,,0.6491,72.893376,-54.295726,0.5735,0.676,72.885986,-53.604992,0.2527,,,,,,,,,,,,
658,2021-06-16,0.2471,61.030552,-46.849671,0.6489,0.772,77.181797,-61.115883,0.2302,,,,,,,,,,,,,0.8004,75.626195,-35.971194,0.5183,,,,,,,,,0.734,69.492456,-49.718437,0.6614,,,,,0.5779,67.094181,-49.961894,0.8785,,,,,,,,,0.8802,67.000545,-47.031591,0.7992,0.388,79.910822,-24.081261,0.0001,0.9192,79.834928,-25.163025,0.3854,,,,,,,,,,,,,,,,,0.75,64.16228,-51.358669,0.7924,0.5208,64.483523,-49.547059,0.7092,,,,,0.7562,64.509709,-49.279918,0.5051,,,,,0.2471,61.030552,-46.849671,0.6489,,,,,,,,,,,,,0.2794,61.17332,-46.821553,0.9164,0.472,72.222341,-26.818122,0.6077,0.5271,72.394047,-27.252486,0.5053,,,,,,,,,0.7861,69.553608,-49.37154,0.4745,,,,,0.8475,65.774454,-38.890786,0.0,0.5833,65.639569,-38.898852,0.0352,,,,,0.7106,76.399844,-68.267136,0.7252,0.8042,76.419705,-68.147305,0.725,0.7791,76.390283,-68.110173,0.7572,,,,,0.6606,72.893374,-54.295725,0.4817,0.6743,72.885996,-53.605026,0.2083,,,,,,,,,,,,
659,2021-06-17,0.2606,61.030551,-46.849687,0.1724,0.7619,77.181797,-61.115883,0.0776,,,,,0.5991,,,0.0027,,,,,0.781,75.626196,-35.971196,0.2305,,,,,,,,,0.785,69.492456,-49.718441,0.4881,,,,,0.5582,67.094177,-49.961912,0.6215,,,,,,,,,0.8629,67.000556,-47.031602,0.8048,0.3343,79.910824,-24.081263,0.3702,,,,,,,,,,,,,,,,,,,,,0.5914,64.162283,-51.358669,0.0006,0.4026,64.483522,-49.547069,0.2017,,,,,0.6646,64.50208,-49.269506,0.1166,,,,,0.2606,61.030551,-46.849687,0.1724,,,,,,,,,,,,,0.2944,61.173306,-46.821543,0.1506,0.4328,72.222341,-26.818122,0.5707,0.5153,72.394047,-27.252486,0.4123,,,,,,,,,0.8224,69.553606,-49.371545,0.5342,,,,,0.866,65.774454,-38.890786,0.0017,0.6134,65.639566,-38.898847,0.1911,,,,,0.6492,76.399843,-68.267131,0.0985,0.8061,76.419705,-68.147305,0.0705,0.6853,76.390282,-68.110174,0.1105,,,,,0.6347,72.893376,-54.295734,0.1607,0.7166,72.885996,-53.605078,0.6888,,,,,,,,,,,,
660,2021-06-18,0.2459,61.03056,-46.849686,0.4937,0.76,77.181797,-61.115883,0.074,,,,,0.6012,,,0.0395,,,,,0.7905,75.6262,-35.971209,0.3978,,,,,,,,,0.7382,69.492454,-49.718441,0.0447,,,,,0.5311,67.094179,-49.961924,0.7095,,,,,,,,,0.8618,67.000556,-47.03161,0.7354,0.3338,79.910825,-24.081266,0.3037,0.9992,79.834928,-25.163008,0.6368,,,,,,,,,,,,,,,,,0.621,64.162277,-51.358671,0.3982,0.3947,64.483526,-49.547081,0.4671,,,,,0.6947,64.5,-49.266667,0.2982,,,,,0.2459,61.03056,-46.849686,0.4937,,,,,,,,,,,,,0.2176,61.173307,-46.821557,0.4659,0.4235,72.222341,-26.818122,0.3867,0.5061,72.394047,-27.252486,0.266,,,,,,,,,0.7709,69.553606,-49.371553,0.0001,,,,,0.8542,65.774454,-38.890786,0.0,0.591,65.639569,-38.898844,0.0188,,,,,0.6452,76.399845,-68.267134,0.015,0.8055,76.419705,-68.147305,0.0012,0.6797,76.390286,-68.110166,0.0194,,,,,0.6097,72.893378,-54.295734,0.0447,0.6564,72.885985,-53.605056,0.0992,,,,,,,,,,,,
661,2021-06-19,0.2433,61.03055,-46.849686,0.9106,0.7579,77.181797,-61.115883,0.0653,,,,,0.5905,,,0.2933,,,,,0.8236,75.626198,-35.971212,0.576,,,,,,,,,0.7245,69.492456,-49.718446,0.0699,,,,,0.5206,67.094172,-49.961935,0.6077,,,,,,,,,0.8711,67.00055,-47.031601,0.7241,0.336,79.910823,-24.081266,0.0804,0.9342,79.834928,-25.163035,0.4813,,,,,,,,,,,,,0.7188,66.477786,-42.493654,0.3689,0.7601,64.162287,-51.358675,0.9857,0.3808,64.483524,-49.547086,0.8593,,,,,0.8257,64.5,-49.266667,0.8281,,,,,0.2433,61.03055,-46.849686,0.9106,,,,,,,,,,,,,0.1998,61.173324,-46.821531,0.9093,0.4295,72.222341,-26.818122,0.5689,0.5039,72.394047,-27.252486,0.2458,,,,,,,,,0.7692,69.553619,-49.371574,0.0011,,,,,0.8843,65.774454,-38.890786,0.026,0.5481,65.639568,-38.898844,0.0509,,,,,0.64,76.399844,-68.26715,0.0,0.8231,76.419705,-68.147305,0.0,0.6684,76.390281,-68.110158,0.0037,,,,,0.6095,72.893377,-54.295733,0.0361,0.637,72.885964,-53.605095,0.1,,,,,,,,,,,,
662,2021-06-20,0.2358,61.030551,-46.849671,0.9896,0.7547,77.181797,-61.115883,0.102,,,,,0.6251,,,0.7683,,,,,0.8154,75.626202,-35.97121,0.5401,,,,,,,,,0.7747,69.492455,-49.718452,0.5799,,,,,0.5951,67.094174,-49.961941,0.818,,,,,,,,,0.9007,67.000547,-47.031622,0.9425,0.3583,79.910824,-24.081256,0.1992,0.9156,79.834929,-25.163017,0.5397,,,,,,,,,,,,,0.8585,66.477781,-42.493658,0.7921,0.7186,64.162298,-51.358652,0.9553,0.3341,64.483525,-49.547092,0.9172,,,,,0.8108,64.5,-49.266667,0.8171,,,,,0.2358,61.030551,-46.849671,0.9896,,,,,,,,,,,,,0.5252,61.173323,-46.821553,0.9977,0.4253,72.222341,-26.818122,0.1625,0.4967,72.394047,-27.252486,0.0138,,,,,,,,,0.8126,69.553602,-49.371573,0.406,,,,,0.8913,65.774454,-38.890786,0.0677,0.5474,65.639568,-38.898847,0.1076,,,,,0.6339,76.399846,-68.267139,0.0017,0.833,76.419705,-68.147305,0.0,0.6691,76.390282,-68.110154,0.021,,,,,0.6034,72.893379,-54.295726,0.0772,0.622,72.885968,-53.605093,0.4044,,,,,,,,,,,,
663,2021-06-21,0.2231,61.030542,-46.849687,0.4853,0.8742,77.181797,-61.115883,0.4768,,,,,0.6333,,,0.413,,,,,0.7884,75.6262,-35.971203,0.2742,,,,,,,,,0.8052,69.492453,-49.71846,0.5837,,,,,0.5888,67.094172,-49.961951,0.1518,,,,,,,,,0.8479,67.000543,-47.031616,0.4728,0.3332,79.910825,-24.081263,0.1892,0.9956,79.834932,-25.163041,0.5439,,,,,,,,,,,,,0.7521,66.477779,-42.493661,0.1666,0.5624,64.162259,-51.35869,0.1842,0.3452,64.483526,-49.547099,0.1702,,,,,0.667,64.5,-49.266667,0.0112,,,,,0.2231,61.030542,-46.849687,0.4853,,,,,0.9681,61.098511,-46.833646,0.416,,,,,0.5524,61.173323,-46.821538,0.2253,0.4312,72.222341,-26.818122,0.1196,0.4889,72.394047,-27.252486,0.0125,,,,,0.6196,63.149,-44.817364,0.0023,0.8535,69.553601,-49.371578,0.6318,,,,,0.8607,65.774454,-38.890786,0.1077,0.4558,65.639566,-38.89885,0.1781,,,,,0.6424,76.399843,-68.267145,0.0417,0.8331,76.419705,-68.147305,0.0247,0.6857,76.390281,-68.110153,0.0857,,,,,0.6175,72.893379,-54.295734,0.2487,0.6316,72.885959,-53.605128,0.2191,,,,,,,,,,,,
664,2021-06-22,0.2282,61.030541,-46.849691,0.244,0.7729,77.181797,-61.115883,0.4094,,,,,0.6154,,,0.0754,,,,,0.7883,75.626199,-35.971192,0.3631,,,,,,,,,0.7433,69.492454,-49.718463,0.0456,,,,,0.5183,67.094174,-49.961961,0.0522,,,,,,,,,0.8277,67.000544,-47.031589,0.1342,0.3258,79.910827,-24.081264,0.0538,0.8914,79.834931,-25.163031,0.3697,,,,,,,,,,,,,0.7149,66.47778,-42.493663,0.0979,0.56,64.162285,-51.358694,0.0,0.3202,64.483527,-49.547115,0.0602,,,,,0.6549,64.5,-49.266667,0.0,,,,,0.2282,61.030541,-46.849691,0.244,,,,,0.9882,61.098555,-46.833613,0.2649,,,,,0.5818,61.173318,-46.821541,0.2187,0.4598,72.222341,-26.818122,0.3415,0.4799,72.394047,-27.252486,0.2311,,,,,0.7481,63.148988,-44.817378,0.0449,0.7846,69.553597,-49.371587,0.0,,,,,0.8707,65.774454,-38.890786,0.0,0.3541,65.639568,-38.898847,0.0033,,,,,0.6601,76.399845,-68.267142,0.3362,0.8326,76.419705,-68.147305,0.3273,0.7472,76.390285,-68.110165,0.3574,,,,,0.5991,72.893381,-54.295747,0.0568,0.6231,72.88596,-53.605134,0.0615,,,,,,,,,,,,
665,2021-06-23,0.2074,61.030548,-46.849692,0.8948,0.7561,77.181797,-61.115883,0.1325,,,,,0.6021,,,0.3692,,,,,0.7776,75.626199,-35.971173,0.1996,,,,,,,,,0.7559,69.492451,-49.718463,0.3868,,,,,0.4921,67.09417,-49.961971,0.442,,,,,,,,,0.9066,67.00056,-47.031623,0.6788,0.335,79.910823,-24.08126,0.0,0.8595,79.834928,-25.162995,0.3398,,,,,,,,,,,,,0.898,66.477778,-42.493659,0.7104,0.747,64.162278,-51.358665,0.7992,0.2711,64.483526,-49.547123,0.6888,,,,,0.7085,64.5,-49.266667,0.727,,,,,0.2074,61.030548,-46.849692,0.8948,,,,,,,,,,,,,0.7748,61.173332,-46.821545,0.8962,0.4123,72.222341,-26.818122,0.3657,0.468,72.394047,-27.252486,0.2414,,,,,0.8945,63.148988,-44.817379,0.7385,0.8062,69.553595,-49.371591,0.2758,,,,,0.9266,65.774454,-38.890786,0.332,0.4351,65.639565,-38.898848,0.3677,,,,,0.5972,76.399843,-68.26714,0.1922,0.8173,76.419705,-68.147305,0.1862,0.6897,76.390285,-68.110168,0.215,,,,,0.5201,72.893375,-54.295736,0.0288,0.5902,72.88596,-53.605147,0.2109,,,,,,,,,,,,
666,2021-06-24,0.2165,61.03055,-46.84968,0.9989,0.8393,77.181797,-61.115883,0.7612,,,,,0.6207,,,0.8173,,,,,0.7919,75.626203,-35.971171,0.2623,,,,,,,,,0.6991,69.49245,-49.718468,0.1721,,,,,0.466,67.094169,-49.961984,0.5732,,,,,,,,,0.8753,67.000529,-47.031574,0.9993,0.36,79.910823,-24.081255,0.1204,0.8694,79.834932,-25.163038,0.3727,,,,,,,,,,,,,0.9447,66.477777,-42.49366,0.9976,0.7149,64.162279,-51.358682,0.9903,0.2901,64.483532,-49.547136,0.9818,,,,,0.588,64.5,-49.266667,0.9868,,,,,0.2165,61.03055,-46.84968,0.9989,,,,,0.886,61.098504,-46.833637,0.9998,,,,,0.7783,61.172265,-46.822545,0.9999,0.402,72.222341,-26.818122,0.2092,0.4641,72.394047,-27.252486,0.0458,,,,,0.8634,63.148991,-44.817369,0.9641,0.7379,69.553596,-49.371596,0.3972,,,,,0.966,65.774454,-38.890786,0.9255,0.3942,65.639567,-38.898851,0.9568,,,,,0.6822,76.399843,-68.267159,0.6136,0.8569,76.419705,-68.147305,0.6365,0.7937,76.390281,-68.110148,0.6748,,,,,0.6231,72.893377,-54.295738,0.9296,0.65,72.885959,-53.605186,0.0,,,,,,,,,,,,
667,2021-06-25,0.2156,61.03055,-46.849689,0.9321,0.8589,77.181797,-61.115883,0.8609,,,,,0.6278,,,0.9285,,,,,0.8246,75.626203,-35.971181,0.5899,,,,,,,,,0.8307,69.492451,-49.718474,0.757,,,,,0.4893,67.094169,-49.961995,0.7788,,,,,,,,,0.8939,67.000559,-47.031651,0.924,0.3657,79.910823,-24.081256,0.0044,0.8821,79.83493,-25.163018,0.4337,,,,,,,,,,,,,0.8368,66.477777,-42.493664,0.5498,0.6462,64.162276,-51.358682,0.5221,0.3104,64.483532,-49.547148,0.8387,,,,,0.7526,64.5,-49.266667,0.7825,,,,,0.2156,61.03055,-46.849689,0.9321,,,,,0.85,61.098505,-46.83365,0.9142,,,,,0.7091,61.173315,-46.821545,0.9037,0.4131,72.222341,-26.818122,0.8636,0.504,72.394047,-27.252486,0.8223,,,,,0.7893,63.148989,-44.817382,0.5314,0.912,69.553598,-49.371605,0.7503,,,,,0.8803,65.774454,-38.890786,0.4317,0.2664,65.639565,-38.898851,0.4666,,,,,0.6186,76.399841,-68.267154,0.5685,0.8656,76.419705,-68.147305,0.5372,0.7412,76.39027,-68.110128,0.7104,,,,,0.6501,72.893378,-54.295735,0.9548,0.9088,72.885952,-53.605184,0.5862,,,,,,,,,,,,
668,2021-06-26,0.1985,61.030555,-46.849695,0.8659,0.8433,77.181797,-61.115883,0.6457,,,,,0.6313,,,0.6791,,,,,0.85,75.626212,-35.97119,0.7329,,,,,,,,,0.8135,69.492453,-49.718475,0.6774,,,,,0.4833,67.094171,-49.962005,0.6674,,,,,,,,,0.9043,67.000556,-47.031604,0.9417,0.3546,79.910824,-24.081246,0.0829,0.8898,79.83493,-25.163018,0.5183,,,,,,,,,,,,,0.7974,66.477778,-42.493657,0.5936,0.7457,64.162276,-51.358684,0.9927,0.3051,64.483534,-49.547164,0.9559,,,,,0.5353,64.5,-49.266667,0.9929,,,,,0.1985,61.030555,-46.849695,0.8659,,,,,,,,,,,,,0.7459,61.17333,-46.821572,0.8511,0.3753,72.222341,-26.818122,0.5557,0.5746,72.394047,-27.252486,0.5861,,,,,0.7481,63.148989,-44.817385,0.5655,0.8781,69.553592,-49.371619,0.6252,,,,,0.878,65.774454,-38.890786,0.1805,0.3497,65.639561,-38.898847,0.2922,,,,,0.7265,76.399843,-68.267143,0.6907,0.8518,76.419705,-68.147305,0.6092,0.7947,76.390266,-68.110142,0.6682,,,,,0.5852,72.893374,-54.295736,0.6218,0.8171,72.885962,-53.605212,0.122,,,,,,,,,,,,
669,2021-06-27,0.1976,61.030551,-46.849701,0.9943,0.8394,77.181797,-61.115883,0.722,,,,,0.6038,,,0.5088,,,,,0.7842,75.626207,-35.971165,0.2719,,,,,,,,,0.7416,69.492451,-49.718484,0.4442,,,,,0.4762,67.094166,-49.962021,0.6409,,,,,,,,,0.8999,67.000563,-47.03157,0.9406,0.3253,79.910822,-24.081247,0.0431,0.8547,79.834928,-25.163005,0.3978,,,,,,,,,,,,,0.8343,66.477778,-42.493656,0.6136,0.7375,64.162282,-51.358677,0.9703,0.261,64.483532,-49.547167,0.8329,,,,,0.5052,64.5,-49.266667,0.9222,,,,,0.1976,61.030551,-46.849701,0.9943,,,,,,,,,,,,,0.7698,61.173306,-46.821525,0.9971,0.3325,72.222341,-26.818122,0.5399,0.4725,72.394047,-27.252486,0.4021,,,,,0.8042,63.148989,-44.817395,0.6031,0.8017,69.553586,-49.371623,0.3098,,,,,0.8766,65.774454,-38.890786,0.0194,0.3024,65.639558,-38.898848,0.1136,,,,,0.7074,76.399842,-68.267153,0.8461,0.809,76.419705,-68.147305,0.9085,0.845,76.390276,-68.110122,0.924,,,,,0.5646,72.893374,-54.295748,0.4171,0.773,72.885959,-53.60521,0.0,,,,,,,,,,,,
670,2021-06-28,0.2055,61.030547,-46.849682,0.9754,0.7756,77.181797,-61.115883,0.1534,,,,,0.6296,,,0.8898,,,,,0.793,75.62621,-35.97116,0.5197,,,,,,,,,0.7747,69.492448,-49.718487,0.8799,,,,,0.4947,67.094163,-49.962038,0.8839,,,,,,,,,0.8513,67.000581,-47.031621,0.996,0.3086,79.910822,-24.081248,0.0,0.8631,79.83493,-25.163018,0.3643,,,,,,,,,,,,,0.9041,66.477779,-42.493656,0.9602,0.7532,64.162288,-51.358683,0.9957,0.3021,64.483537,-49.54718,0.9825,,,,,0.4263,64.5,-49.266667,0.9412,,,,,0.2055,61.030547,-46.849682,0.9754,,,,,0.8991,61.098494,-46.833656,0.9727,,,,,0.7131,61.173287,-46.82156,0.9442,0.404,72.222341,-26.818122,0.1539,0.455,72.394047,-27.252486,0.0509,,,,,0.8315,63.148993,-44.817389,0.7391,0.8585,69.553592,-49.371628,0.8519,,,,,0.9635,65.774454,-38.890786,0.7815,0.4012,65.63956,-38.898857,0.8062,,,,,0.593,76.399845,-68.26715,0.2392,0.8051,76.419705,-68.147305,0.1566,0.6862,76.390276,-68.110148,0.1529,,,,,0.6223,72.893374,-54.295749,0.6833,0.7181,72.885964,-53.605209,0.4643,,,,,,,,,,,,
671,2021-06-29,0.2247,61.030544,-46.849684,0.267,0.858,77.181797,-61.115883,0.8199,,,,,0.6463,,,0.8933,,,,,0.8354,75.626211,-35.971163,0.6477,,,,,,,,,0.8834,69.492449,-49.71849,0.9596,,,,,0.7431,67.09416,-49.962052,0.8833,,,,,,,,,0.8732,67.000572,-47.031644,0.8951,0.3301,79.91082,-24.081242,0.3346,0.9132,79.834929,-25.163015,0.6728,,,,,,,,,,,,,0.8246,66.477777,-42.493653,0.581,0.8154,64.162283,-51.358675,0.9904,0.3794,64.483539,-49.547197,0.9813,,,,,0.8901,64.5,-49.266667,0.8536,,,,,0.2247,61.030544,-46.849684,0.267,,,,,0.9369,61.098502,-46.833646,0.1631,,,,,0.6098,61.173299,-46.821543,0.1216,0.3818,72.222341,-26.818122,0.6119,0.4479,72.394047,-27.252486,0.492,,,,,0.7423,63.148993,-44.817385,0.4778,,,,,,,,,0.8876,65.774454,-38.890786,0.5287,0.3062,65.639562,-38.898853,0.5979,,,,,0.5919,76.399845,-68.267142,0.5685,0.7833,76.419705,-68.147305,0.5153,0.7764,76.390282,-68.110161,0.5582,,,,,0.6281,72.893374,-54.295747,0.9926,0.6032,72.88596,-53.605244,1.0,,,,,,,,,,,,
672,2021-06-30,0.2318,61.03055,-46.849681,0.2286,0.9094,77.181797,-61.115883,0.8961,,,,,0.6227,,,0.8892,,,,,0.8319,75.626213,-35.971158,0.6495,,,,,,,,,0.9106,69.492447,-49.718496,0.9106,,,,,0.7396,67.09416,-49.962057,0.9,,,,,,,,,0.8852,67.000566,-47.03164,0.9213,0.3504,79.910822,-24.081242,0.909,,,,,,,,,,,,,,,,,0.752,66.477775,-42.493654,0.1944,0.6782,64.162279,-51.358678,0.394,0.4084,64.483536,-49.547203,0.6797,,,,,0.8407,64.5,-49.266667,0.3813,,,,,0.2318,61.03055,-46.849681,0.2286,,,,,0.9808,61.098496,-46.833652,0.1801,,,,,0.6111,61.173288,-46.821572,0.1572,0.377,72.222341,-26.818122,0.2436,0.3929,72.394047,-27.252486,0.2941,,,,,0.7394,63.148986,-44.817394,0.2691,0.9842,69.55358,-49.371646,0.9826,,,,,0.8715,65.774454,-38.890786,0.0,0.3147,65.63956,-38.898861,0.0,,,,,0.6066,76.399845,-68.267132,0.8579,0.8315,76.419705,-68.147305,0.9031,0.8593,76.390288,-68.110179,0.9444,,,,,0.7332,72.893374,-54.295744,0.9842,,,,,,,,,,,,,,,,
673,2021-07-01,0.2349,61.030551,-46.849691,0.2618,0.9189,77.181797,-61.115883,0.93,,,,,0.7099,,,0.4777,,,,,0.8198,75.626216,-35.97117,0.4984,,,,,,,,,0.825,69.492449,-49.718496,0.4307,,,,,0.5908,67.094158,-49.962068,0.207,,,,,,,,,0.8059,67.000574,-47.031638,0.3426,0.2944,79.910821,-24.081248,0.277,0.9199,79.834933,-25.163017,0.5451,,,,,,,,,,,,,0.7359,66.477777,-42.493648,0.1694,0.6018,64.162284,-51.35868,0.0,0.3858,64.483537,-49.547204,0.131,,,,,0.6834,64.5,-49.266667,0.0006,,,,,0.2349,61.030551,-46.849691,0.2618,,,,,,,,,,,,,0.6059,61.173292,-46.821559,0.1794,0.3623,72.222341,-26.818122,0.1507,0.4152,72.394047,-27.252486,0.0707,,,,,0.7357,63.148986,-44.81739,0.304,0.8446,69.553577,-49.371654,0.4723,,,,,0.8912,65.774454,-38.890786,0.1106,0.2982,65.639558,-38.898858,0.1429,,,,,0.7827,76.399844,-68.26714,0.8887,0.8844,76.419705,-68.147305,0.8938,0.8798,76.390282,-68.11015,0.9411,,,,,0.63,72.893375,-54.295742,0.9072,0.8549,72.885958,-53.605275,0.0,,,,,,,,,,,,
674,2021-07-02,0.2349,61.030535,-46.849695,0.7054,0.8723,77.181797,-61.115883,0.8662,,,,,0.6241,,,0.0693,,,,,0.7882,75.626217,-35.971151,0.213,,,,,,,,,0.7647,69.492447,-49.718504,0.2851,,,,,0.5178,67.094154,-49.962072,0.0953,,,,,,,,,0.7839,67.000577,-47.031641,0.0879,0.2915,79.910821,-24.081231,0.0,0.929,79.834933,-25.163012,0.3779,,,,,,,,,,,,,0.7929,66.477778,-42.493655,0.5536,0.5887,64.162285,-51.358677,0.0,0.3578,64.483538,-49.547213,0.1186,,,,,0.6063,64.5,-49.266667,0.0013,,,,,0.2349,61.030535,-46.849695,0.7054,,,,,,,,,,,,,0.6897,61.173271,-46.821555,0.6331,0.3956,72.222341,-26.818122,0.1672,0.4053,72.394047,-27.252486,0.1177,,,,,0.8653,63.148993,-44.817392,0.7675,0.8261,69.553576,-49.371657,0.2182,,,,,0.8901,65.774454,-38.890786,0.5903,0.3323,65.639556,-38.898855,0.7678,,,,,0.7917,76.399845,-68.267147,0.6971,0.9066,76.419705,-68.147305,0.737,0.8999,76.39028,-68.110153,0.8518,,,,,0.6394,72.893378,-54.295744,0.9714,,,,,,,,,,,,,,,,
