time,alb_QAS_M,lat_QAS_M,lon_QAS_M,cloud_QAS_M
2020-08-15,0.2559,61.098774,-46.83353,0.5853
2020-08-16,0.289,61.098816,-46.833509,0.1883
2020-08-17,0.2405,61.098763,-46.833519,0.3955
2020-08-18,0.2167,61.098764,-46.833518,0.505
2020-08-19,0.2235,61.098754,-46.833521,0.3789
2020-08-20,0.2399,61.098756,-46.833522,0.2783
2020-08-21,0.26,61.098754,-46.833526,0.2501
2020-08-22,0.2677,61.098755,-46.833525,0.1969
2020-08-23,0.2751,61.098778,-46.833411,0.2088
2020-08-24,0.2763,61.098757,-46.833524,0.2141
2020-08-25,0.281,61.098756,-46.83353,0.2003
2020-08-26,0.2746,61.098744,-46.833525,0.1823
2020-08-27,0.2655,61.098748,-46.833523,0.3453
2020-08-28,0.242,61.098746,-46.833526,0.9682
2020-08-29,0.2379,61.098743,-46.833525,0.8194
2020-08-30,0.2282,61.098746,-46.833531,0.7061
2020-08-31,0.2642,61.098765,-46.833442,0.2408
2020-09-01,0.2918,61.098747,-46.833542,0.5826
2020-09-02,0.2944,61.098737,-46.833529,0.0255
2020-09-03,0.2992,61.098736,-46.833531,0.476
2020-09-04,0.2632,61.098735,-46.833529,1.0
2020-09-05,0.2778,61.098726,-46.833534,0.999
2020-09-06,0.2702,61.098722,-46.833541,0.9392
2020-09-07,0.3338,61.09873,-46.833538,0.2415
2020-09-08,0.3911,61.09873,-46.833542,0.4817
2020-09-09,0.2875,61.098724,-46.833547,0.9373
2020-09-10,0.3198,61.098729,-46.833533,0.1809
2020-09-11,0.3578,61.098726,-46.833529,0.0029
2020-09-12,0.401,61.098726,-46.833532,0.0836
2020-09-13,0.4136,61.09872,-46.833546,0.0929
2020-09-14,0.63,61.098726,-46.833539,0.5946
2020-09-15,0.7711,61.098718,-46.833539,0.9599
2020-09-16,0.5789,61.098717,-46.833539,0.9208
2020-09-17,0.6028,61.098721,-46.833541,0.5289
2020-09-18,0.9872,61.098696,-46.83351,0.9811
2020-09-19,0.8306,61.098724,-46.833537,0.4985
2020-09-20,0.8749,61.098718,-46.833548,0.327
2020-09-21,0.9187,61.098722,-46.833539,0.7016
2020-09-22,0.9154,61.098725,-46.833541,0.3006
2020-09-23,0.8954,61.098718,-46.833545,0.4198
2020-09-24,0.9419,61.098714,-46.833539,0.9627
2020-09-25,0.9599,61.098712,-46.833552,0.9888
2020-09-26,0.8884,61.098709,-46.833536,0.6667
2020-09-27,0.9381,61.098713,-46.833529,0.1829
2020-09-28,0.9477,61.098714,-46.833541,0.1026
2020-09-29,0.9367,61.098708,-46.833541,0.1235
2020-09-30,0.9361,61.098716,-46.833545,0.4022
2021-05-01,0.8405,61.098952,-46.833323,0.1391
2021-05-02,0.8817,61.098859,-46.833081,0.2884
2021-05-03,0.9061,61.098577,-46.83364,0.6791
2021-05-04,0.8414,61.098717,-46.833222,0.476
2021-05-05,0.8151,61.098665,-46.833629,0.3407
2021-05-06,0.8191,61.098791,-46.832933,0.3872
2021-05-07,0.9508,61.099178,-46.832699,0.8906
2021-05-08,0.8251,61.098716,-46.833388,0.3297
2021-05-09,0.8174,61.099062,-46.832945,0.1403
2021-05-10,0.8357,61.098751,-46.83334,0.3649
2021-05-11,0.8374,61.099213,-46.833014,0.2548
2021-05-12,0.8801,61.098864,-46.83265,0.6593
2021-05-13,0.851,61.098906,-46.832808,0.1772
2021-05-14,0.8511,61.098518,-46.833524,0.1678
2021-05-15,0.8233,61.098588,-46.833549,0.1352
2021-05-16,0.8159,61.099237,-46.833247,0.0942
2021-05-17,0.8459,61.099048,-46.833497,0.1061
2021-05-18,0.8042,61.098626,-46.833801,0.1596
2021-05-19,0.8703,61.09848,-46.833548,0.3156
2021-05-20,0.9484,61.098772,-46.833384,0.5003
2021-05-28,1.0,61.098708,-46.833578,0.4609
2021-05-30,0.9171,61.098679,-46.833649,0.5065
2021-06-21,0.9681,61.098511,-46.833646,0.416
2021-06-22,0.9882,61.098555,-46.833613,0.2649
2021-06-24,0.886,61.098504,-46.833637,0.9998
2021-06-25,0.85,61.098505,-46.83365,0.9142
2021-06-28,0.8991,61.098494,-46.833656,0.9727
2021-06-29,0.9369,61.098502,-46.833646,0.1631
2021-06-30,0.9808,61.098496,-46.833652,0.1801
2021-07-03,0.9668,61.09849,-46.833654,0.8354
2021-07-04,0.9292,61.098486,-46.833646,0.4168
2021-07-05,0.9564,61.09849,-46.833658,0.9916
2021-07-08,0.9303,61.09849,-46.83366,0.9756
2021-07-09,0.7734,61.098506,-46.833628,0.6395
2021-07-10,0.7964,61.098485,-46.833654,0.6567
2021-07-11,0.8595,61.098485,-46.833659,0.9818
2021-07-12,0.7005,61.098485,-46.833665,0.7592
2021-07-13,0.696,61.098486,-46.833653,0.4982
2021-07-14,0.5701,61.098476,-46.833658,0.9487
2021-07-15,0.4942,61.098477,-46.833663,0.2369
2021-07-16,0.5362,61.098475,-46.833673,0.8684
2021-07-17,0.5631,61.098473,-46.833657,0.9997
2021-07-18,0.541,61.098468,-46.833661,0.9999
2021-07-19,0.5765,61.098472,-46.833665,0.8899
2021-07-20,0.6824,61.098474,-46.83366,0.8592
2021-07-21,0.6112,61.09849,-46.833675,0.8927
2021-07-22,0.7028,61.098463,-46.833664,0.4511
2021-07-23,0.779,61.098467,-46.833661,0.5389
2021-07-24,0.9207,61.098468,-46.83366,0.8288
2021-07-25,0.7964,61.098462,-46.833682,0.2545
2021-07-26,0.6316,61.098469,-46.833672,0.5186
2021-07-27,0.6467,61.09846,-46.833667,0.7804
2021-07-28,0.6557,61.098468,-46.833664,0.6311
2021-07-29,0.8642,61.098456,-46.833658,0.7498
2021-07-30,0.8099,61.098457,-46.83367,0.8012
2021-07-31,0.7164,61.098452,-46.833664,0.8479
2021-08-01,0.7517,61.098454,-46.83366,0.847
2021-08-02,0.7639,61.098455,-46.833673,0.9973
2021-08-03,0.7771,61.098455,-46.83367,0.9998
2021-08-04,0.77,61.098448,-46.833667,0.9842
2021-08-05,0.905,61.098451,-46.833665,0.6393
2021-08-06,0.9519,61.098453,-46.833669,0.4765
2021-08-31,0.2655,61.098411,-46.833679,0.9754
2021-09-01,0.2331,61.098407,-46.833697,0.9704
2021-09-02,0.2167,61.098409,-46.833697,0.9973
2021-09-03,0.2303,61.09841,-46.833702,0.8032
2021-09-04,0.2538,61.098408,-46.833696,0.0608
2021-09-05,0.2526,61.098401,-46.833701,0.0137
2021-09-06,0.2791,61.098404,-46.833703,0.0691
2021-09-07,0.2835,61.098406,-46.833702,0.2717
2021-09-08,0.2499,61.098414,-46.833706,0.5565
2021-09-09,0.3082,61.09841,-46.833709,0.5114
2021-09-10,0.2526,61.098405,-46.833716,0.9589
2021-09-11,0.2414,61.098391,-46.833696,0.9978
2021-09-12,0.2539,61.098397,-46.833701,0.5539
2021-09-13,0.3424,61.098394,-46.833711,0.0108
2021-09-14,0.3225,61.098392,-46.833709,0.0947
2021-09-15,0.3373,61.098399,-46.833704,0.0303
2021-09-16,0.3558,61.098394,-46.833714,0.5553
2021-09-17,0.6821,61.098389,-46.83371,0.3955
2021-09-18,0.7582,61.098397,-46.833692,0.6325
2021-09-19,0.6447,61.0984,-46.833708,0.6563
2021-09-20,0.6334,61.098395,-46.833709,0.3038
2021-09-21,0.6301,61.098417,-46.833601,0.3844
2021-09-22,0.6177,61.098389,-46.833715,0.9629
2021-09-23,0.4935,61.098421,-46.83362,0.2456
2021-09-24,0.4905,61.098391,-46.833709,0.1103
2021-09-25,0.4632,61.098386,-46.83371,0.0163
2021-09-26,0.471,61.098395,-46.833714,0.1337
2021-09-27,0.4762,61.098391,-46.833702,0.0788
2021-09-28,0.4771,61.098388,-46.833719,0.0553
2021-09-29,0.4779,61.098395,-46.833635,0.0496
2021-09-30,0.4618,61.098385,-46.833711,0.1211
2022-05-01,0.6544,61.097219,-46.83387,0.3842
2022-05-02,0.7374,61.097318,-46.833936,0.855
2022-05-03,0.6966,61.09861,-46.832053,0.4892
2022-05-04,0.71,61.09809,-46.833558,0.1573
2022-05-05,0.7504,61.099001,-46.833258,0.3196
2022-05-06,0.7938,61.098248,-46.832977,0.9082
2022-05-07,0.7049,61.09843,-46.832578,0.7661
2022-05-08,0.769,61.098019,-46.83347,0.8231
2022-05-09,0.6632,61.097987,-46.833655,0.4099
2022-05-10,0.657,61.098264,-46.833658,0.5252
2022-05-11,0.8499,61.098076,-46.833192,0.8179
2022-05-12,0.8471,61.096465,-46.831705,0.8041
2022-05-13,0.8085,61.098414,-46.832369,0.6239
2022-05-14,0.7581,61.098414,-46.832369,0.5362
2022-05-15,0.7272,61.098414,-46.832369,0.3304
2022-05-16,0.7026,61.098414,-46.832369,0.6596
2022-05-17,0.6236,61.098414,-46.832369,0.6222
2022-05-18,0.6407,61.098414,-46.832369,0.2167
2022-05-19,0.6341,61.098414,-46.832369,0.1963
2022-05-20,0.6322,61.098414,-46.832369,0.1683
2022-05-21,0.6313,61.098414,-46.832369,0.1694
2022-05-22,0.9038,61.098414,-46.832369,0.898
2022-05-23,0.8282,61.098414,-46.832369,0.6258
2022-05-24,0.7443,61.098414,-46.832369,0.0923
2022-05-25,0.7783,61.098414,-46.832369,0.1672
2022-05-26,0.8268,61.098414,-46.832369,0.6821
2022-05-27,0.8054,61.098414,-46.832369,0.8029
2022-05-28,0.7209,61.098414,-46.832369,0.5376
2022-05-29,0.675,61.098414,-46.832369,0.3726
2022-05-30,0.6682,61.098414,-46.832369,0.2646
2022-05-31,0.6679,61.098414,-46.832369,0.4543
2022-06-01,0.6529,61.098414,-46.832369,0.4561
2022-06-02,0.6281,61.098414,-46.832369,0.1628
2022-06-03,0.6281,61.098414,-46.832369,0.0855
2022-06-04,0.6259,61.098414,-46.832369,0.125
2022-06-05,0.6475,61.098414,-46.832369,0.7068
2022-06-06,0.7114,61.098927,-46.834218,0.99
2022-06-07,0.6229,61.098264,-46.833935,0.5375
2022-06-08,0.614,61.09811,-46.833614,0.3103
2022-06-09,0.6106,61.098292,-46.833601,0.2592
2022-06-10,0.6149,61.09814,-46.833837,0.2866
2022-06-11,0.6819,61.09822,-46.833723,0.6973
2022-06-12,0.7141,61.098264,-46.833494,0.8741
2022-06-13,0.6269,61.098216,-46.833771,0.0277
2022-06-14,0.6404,61.098185,-46.833819,0.428
2022-06-15,0.6144,61.098192,-46.833809,0.3538
2022-06-16,0.6176,61.098224,-46.833734,0.1263
2022-06-17,0.7525,61.098188,-46.833815,0.7369
2022-06-18,0.7217,61.098223,-46.833734,0.9497
2022-06-19,0.7246,61.098186,-46.833808,0.9999
2022-06-20,0.707,61.098195,-46.833812,0.9993
2022-06-21,0.6165,61.098189,-46.833709,0.2494
2022-06-22,0.6189,61.098188,-46.833811,0.0531
2022-06-23,0.6238,61.098207,-46.833628,0.1802
2022-06-24,0.7116,61.09821,-46.833711,0.9037
2022-06-25,0.7467,61.09819,-46.833815,0.9907
2022-06-26,0.7053,61.098186,-46.833801,0.9818
2022-06-27,0.5604,61.098181,-46.83381,0.6096
2022-06-28,0.7453,61.09818,-46.83379,0.9533
2022-06-29,0.6426,61.098176,-46.833818,0.9685
2022-06-30,0.5775,61.098181,-46.833811,0.619
2022-07-01,0.5597,61.098178,-46.833812,0.5941
2022-07-02,0.5673,61.098175,-46.833823,0.5143
2022-07-03,0.5786,61.098175,-46.833815,0.9327
2022-07-04,0.568,61.098201,-46.833745,0.9998
2022-07-05,0.5628,61.098201,-46.833675,0.9662
2022-07-06,0.534,61.098167,-46.833814,0.985
2022-07-07,0.5428,61.098162,-46.833785,0.8588
2022-07-08,0.5746,61.09817,-46.833812,0.5824
2022-07-09,0.4755,61.098162,-46.833821,0.5944
2022-07-10,0.4618,61.098169,-46.833815,0.2106
2022-07-11,0.485,61.098171,-46.833822,0.2577
2022-07-12,0.486,61.098164,-46.833834,0.1828
2022-07-13,0.4719,61.098166,-46.833822,0.2468
2022-07-14,0.463,61.098165,-46.83383,0.9539
2022-07-15,0.4296,61.098164,-46.833832,0.6416
2022-07-16,0.5301,61.098165,-46.833825,0.9094
2022-07-17,0.4479,61.09816,-46.833813,0.5955
2022-07-18,0.417,61.098165,-46.833821,0.3248
2022-07-19,0.4358,61.098159,-46.833834,0.8648
2022-07-20,0.3424,61.098163,-46.833805,0.988
2022-07-21,0.2658,61.098155,-46.833846,0.5602
2022-07-22,0.2363,61.098163,-46.833824,0.2756
2022-07-23,0.3001,61.098179,-46.833715,0.273
2022-07-24,0.3277,61.09817,-46.833632,0.3665
2022-07-25,0.3013,61.098147,-46.83382,0.7304
2022-07-26,0.328,61.098155,-46.83383,0.9556
2022-07-27,0.3241,61.098154,-46.833817,0.4156
2022-07-28,0.3511,61.098153,-46.833824,0.1671
2022-07-29,0.3249,61.098146,-46.833832,0.3691
2022-07-30,0.2975,61.098139,-46.833837,0.3313
2022-07-31,0.3198,61.098143,-46.833827,0.5858
2022-08-01,0.2937,61.098142,-46.833832,0.6685
2022-08-02,0.2938,61.098132,-46.833835,0.4247
2022-08-03,0.3162,61.098132,-46.833837,0.8603
2022-08-04,0.2873,61.098137,-46.833847,0.9233
2022-08-05,0.299,61.098128,-46.833847,0.9859
2022-08-06,0.2402,61.098136,-46.833839,0.8545
2022-08-07,0.2629,61.098138,-46.833835,0.334
2022-08-08,0.2593,61.09813,-46.833821,0.2105
2022-08-09,0.2711,61.098161,-46.833742,0.2489
2022-08-10,0.297,61.098129,-46.833835,0.7114
2022-08-11,0.2427,61.098163,-46.833757,0.4491
2022-08-12,0.2827,61.098125,-46.833841,0.5867
2022-08-13,0.2424,61.098125,-46.833837,1.0
2022-08-14,0.2072,61.09812,-46.83384,0.8473
2022-08-15,0.233,61.098121,-46.833862,0.8477
2022-08-16,0.2525,61.098119,-46.833856,0.9447
2022-08-17,0.2179,61.098113,-46.833864,0.1923
2022-08-18,0.2219,61.098114,-46.833853,0.074
2022-08-19,0.2461,61.098119,-46.833847,0.4101
2022-08-20,0.5538,61.098114,-46.833838,0.8938
2022-08-21,0.3036,61.098148,-46.833727,0.1237
2022-08-22,0.245,61.098135,-46.833748,0.2147
2022-08-23,0.247,61.098114,-46.833847,0.7986
2022-08-24,0.2253,61.098113,-46.833854,0.4376
2022-08-25,0.2388,61.098129,-46.833751,0.9439
2022-08-26,0.2467,61.098136,-46.83375,0.9998
2022-08-27,0.2185,61.098114,-46.833841,0.5358
2022-08-28,0.2762,61.098105,-46.833863,0.6666
2022-08-29,0.2176,61.098115,-46.833839,0.5817
2022-08-30,0.2467,61.098107,-46.833853,0.6701
2022-09-10,0.318,61.10995,-46.808641,0.3089
2022-09-11,0.2358,61.10996,-46.808642,0.7865
2022-09-12,0.2868,61.109962,-46.808657,0.2951
2022-09-14,0.22,61.109949,-46.808644,0.2491
2022-09-17,0.2493,61.109944,-46.808636,0.6637
2022-09-20,0.2813,61.10994,-46.808645,0.1909
