time,alb_THU_L,lat_THU_L,lon_THU_L,cloud_THU_L
2023-06-18,0.7261,76.39984,-68.267416,0.8515
2023-06-19,0.7455,76.399851,-68.26739,0.9507
2023-06-20,0.7488,76.39985,-68.267406,0.9024
2023-06-21,0.7278,76.399852,-68.267446,0.6651
2023-06-22,0.6677,76.399854,-68.267441,0.4417
2023-06-23,0.6665,76.399844,-68.2674,0.0286
2023-06-24,0.6529,76.399848,-68.267395,0.2582
2023-06-25,0.6496,76.399848,-68.26744,0.0523
2023-06-26,0.6187,76.399844,-68.267401,0.1295
2023-06-27,0.5133,76.399843,-68.267427,0.0694
2023-06-28,0.5778,76.399842,-68.267442,0.6072
2023-06-29,0.4845,76.399848,-68.267439,0.0727
2023-06-30,0.4539,76.399844,-68.267452,0.0
2023-07-01,0.4617,76.399844,-68.267417,0.1926
2023-07-02,0.6095,76.399844,-68.267426,0.5415
2023-07-03,0.4921,76.399844,-68.267429,0.0
2023-07-04,0.3752,76.399852,-68.267461,0.3842
2023-07-05,0.3255,76.399848,-68.267403,0.5147
2023-07-06,0.3131,76.399838,-68.267442,0.558
2023-07-07,0.2687,76.399835,-68.267419,0.6059
2023-07-08,0.5194,76.399849,-68.267469,0.4691
2023-07-09,0.3574,76.399844,-68.267411,0.549
2023-07-10,0.4633,76.399841,-68.267446,0.9392
2023-07-11,0.6572,76.399834,-68.267456,0.6316
2023-07-12,0.5329,76.39983,-68.267386,0.3687
2023-07-13,0.3674,76.39984,-68.2674,0.1099
2023-07-14,0.3211,76.399838,-68.267401,0.0038
2023-07-15,0.2648,76.399844,-68.267428,0.0246
2023-07-16,0.2441,76.399849,-68.267406,0.2477
2023-07-17,0.271,76.399841,-68.267441,0.5504
2023-07-18,0.3241,76.399842,-68.267451,0.0525
2023-07-19,0.3116,76.39984,-68.267435,0.0
2023-07-20,0.3135,76.399846,-68.267441,0.006
2023-07-21,0.2704,76.399844,-68.26746,0.0571
2023-07-22,0.2755,76.399847,-68.267432,0.8117
2023-07-23,0.2359,76.39984,-68.267392,0.1869
2023-07-24,0.2547,76.399838,-68.267456,0.6656
2023-07-25,0.2558,76.399843,-68.26749,0.127
2023-07-26,0.286,76.39984,-68.267464,0.1092
2023-07-27,0.2853,76.399847,-68.267452,0.0099
2023-07-28,0.279,76.399844,-68.267468,0.0407
2023-07-29,0.3028,76.399844,-68.267471,0.0512
2023-07-30,0.3118,76.399849,-68.267444,0.2508
2023-07-31,0.3234,76.399846,-68.26745,0.2674
2023-08-01,0.2797,76.399847,-68.267452,0.7686
2023-08-02,0.4355,76.399847,-68.267481,0.9974
2023-08-03,0.2646,76.399848,-68.267437,0.9401
2023-08-04,0.2356,76.399851,-68.267452,0.6926
2023-08-05,0.4777,76.399844,-68.267472,0.9676
2023-08-06,0.3591,76.399851,-68.267455,0.9454
2023-08-07,0.3215,76.399848,-68.26745,0.8954
2023-08-08,0.2727,76.399844,-68.267445,0.5327
2023-08-09,0.3115,76.399842,-68.267454,0.0064
2023-08-10,0.2731,76.39985,-68.267446,0.2116
2023-08-11,0.2951,76.399841,-68.267506,0.6334
2023-08-12,0.2006,76.399841,-68.267466,0.7128
2023-08-13,0.1978,76.399848,-68.267468,0.862
2023-08-14,0.3185,76.399839,-68.267412,0.2071
2023-08-15,0.2752,76.399834,-68.267389,0.1721
2023-08-16,0.2199,76.399834,-68.267436,0.8923
2023-08-17,0.2973,76.399838,-68.26747,0.1494
2023-08-18,0.3273,76.399846,-68.267495,0.0
2023-08-19,0.3031,76.399842,-68.267468,0.2946
2023-08-20,0.2154,76.399853,-68.267518,0.8998
2023-08-21,0.2131,76.399839,-68.267458,0.8722
2023-08-22,0.2287,76.399842,-68.2675,0.8869
2023-08-23,0.2436,76.399849,-68.26751,0.9324
2023-08-24,0.2315,76.399844,-68.26748,0.9359
2023-08-25,0.5157,76.399837,-68.267461,0.887
2023-08-26,0.4597,76.39984,-68.267499,0.6874
2023-08-27,0.3606,76.399849,-68.267519,0.5505
2023-08-28,0.3849,76.39985,-68.267486,0.339
2023-08-29,0.3834,76.399848,-68.267502,0.3214
2023-08-30,0.4487,76.399847,-68.267508,0.2611
2023-08-31,0.503,76.399852,-68.267516,0.3116
2023-09-01,0.5479,76.399844,-68.267471,0.346
2023-09-02,0.5342,76.399844,-68.26748,0.0709
2023-09-03,0.5865,76.39985,-68.267483,0.3468
2023-09-04,0.7089,76.399848,-68.267514,0.2618
2023-09-05,0.6758,76.399845,-68.267481,0.0778
