time,alb_TAS_L,lat_TAS_L,lon_TAS_L,cloud_TAS_L
2023-08-04,0.5708,65.639242,-38.899151,0.957
2023-08-05,0.4162,65.639237,-38.899143,0.8594
2023-08-06,0.293,65.639237,-38.899145,0.6194
2023-08-07,0.2942,65.639239,-38.89915,0.6294
2023-08-08,0.2966,65.639236,-38.899153,0.6315
2023-08-09,0.2983,65.639233,-38.899151,0.6108
2023-08-10,0.5082,65.639237,-38.899152,0.5841
2023-08-11,0.2616,65.639235,-38.899154,0.1543
2023-08-12,0.2639,65.639234,-38.899152,0.2975
2023-08-13,0.2095,65.639227,-38.899146,0.5486
2023-08-14,0.2641,65.639229,-38.899154,0.475
2023-08-15,0.2788,65.639227,-38.899162,0.3272
2023-08-16,0.2475,65.639231,-38.899158,0.569
2023-08-17,0.2883,65.639225,-38.899151,0.4439
2023-08-18,0.3019,65.639228,-38.899154,0.2155
2023-08-19,0.306,65.639228,-38.899158,0.2428
2023-08-20,0.2261,65.639229,-38.89916,0.6379
2023-08-21,0.2676,65.639223,-38.899165,0.2902
2023-08-22,0.2934,65.639227,-38.899161,0.2739
2023-08-23,0.3003,65.639226,-38.899162,0.2526
2023-08-24,0.2072,65.639224,-38.89916,0.8757
2023-08-25,0.2579,65.639216,-38.899153,0.576
2023-08-26,0.3111,65.639222,-38.899154,0.2676
2023-08-27,0.2778,65.63922,-38.899155,0.0276
2023-08-28,0.2371,65.639221,-38.899161,0.2076
2023-08-29,0.3153,65.639223,-38.899172,0.3451
2023-08-30,0.2766,65.639226,-38.899166,0.648
2023-08-31,0.2104,65.639226,-38.899155,0.9898
2023-09-01,0.1957,65.639218,-38.899162,0.9453
2023-09-02,0.1952,65.639222,-38.899157,0.8866
2023-09-03,0.2618,65.639225,-38.899159,0.6057
2023-09-04,0.2828,65.639223,-38.89917,0.3389
2023-09-05,0.1959,65.639219,-38.899167,0.9435
2023-09-06,0.3515,65.639222,-38.899169,0.2789
2023-09-07,0.2396,65.639217,-38.899169,0.8446
2023-09-08,0.3165,65.639212,-38.899168,0.2192
2023-09-09,0.3931,65.639218,-38.899168,0.2694
2023-09-10,0.3983,65.639217,-38.899167,0.1072
2023-09-11,0.3888,65.639212,-38.89917,0.2221
2023-09-12,0.2928,65.639215,-38.899177,0.4698
2023-09-13,0.3912,65.639211,-38.899167,0.1893
2023-09-14,0.3725,65.639213,-38.899164,0.3546
2023-09-15,0.3714,65.639218,-38.899166,0.3059
2023-09-16,0.2811,65.639209,-38.899165,0.8869
2023-09-17,0.2091,65.639212,-38.899172,0.8545
2023-09-18,0.2263,65.639217,-38.899166,0.816
2023-09-19,0.2747,65.639211,-38.899169,0.7019
2023-09-20,0.4287,65.639206,-38.899169,0.2731
2023-09-21,0.6893,65.639215,-38.899172,0.7916
2023-09-23,0.9213,65.63921,-38.899163,0.3091
2023-09-24,0.8884,65.639208,-38.899172,0.104
2023-09-25,0.9093,65.639211,-38.899168,0.2693
2023-09-26,0.844,65.639207,-38.899166,0.5302
2023-09-27,0.8269,65.639204,-38.899174,0.4433
2023-09-28,0.8433,65.63921,-38.899165,0.5266
2023-09-29,0.833,65.639209,-38.899171,0.506
2023-09-30,0.9032,65.639209,-38.899176,0.355
