time,alb_CEN1,lat_CEN1,lon_CEN1,cloud_CEN1
2018-06-10,0.8472,77.181783,-61.11583,0.6595
2018-06-11,0.7243,77.181783,-61.11583,0.3153
2018-06-12,0.7888,77.181783,-61.11583,0.4575
2018-06-13,0.7663,77.181783,-61.11583,0.5595
2018-06-14,0.7784,77.181783,-61.11583,0.1447
2018-06-15,0.7907,77.181783,-61.11583,0.2475
2018-06-16,0.8217,77.181783,-61.11583,0.4566
2018-06-17,0.9075,77.181783,-61.11583,0.8943
2018-06-18,0.8914,77.181783,-61.11583,0.8774
2018-06-19,0.9025,77.181783,-61.11583,0.8699
2018-06-20,0.8762,77.181783,-61.11583,0.8219
2018-06-21,0.8704,77.181783,-61.11583,0.4967
2018-06-22,0.7353,77.181783,-61.11583,0.3628
2018-06-23,0.8154,77.181783,-61.11583,0.3959
2018-06-24,0.8942,77.181783,-61.11583,0.7832
2018-06-25,0.8629,77.181783,-61.11583,0.7421
2018-06-26,0.8358,77.181783,-61.11583,0.7046
2018-06-27,0.8024,77.181783,-61.11583,0.2266
2018-06-28,0.7796,77.181783,-61.11583,0.1196
2018-06-29,0.8266,77.181783,-61.11583,0.2795
2018-06-30,0.7855,77.181783,-61.11583,0.5417
2018-07-01,0.8269,77.181783,-61.11583,0.3306
2018-07-02,0.9134,77.181783,-61.11583,0.8871
2018-07-03,0.8619,77.181783,-61.11583,0.8327
2018-07-04,0.8367,77.181783,-61.11583,0.412
2018-07-05,0.8947,77.181783,-61.11583,0.8393
2018-07-06,0.8684,77.181783,-61.11583,0.7407
2018-07-07,0.8825,77.181783,-61.11583,0.8546
2018-07-08,0.7878,77.181783,-61.11583,0.3339
2018-07-09,0.9218,77.181783,-61.11583,0.6827
2018-07-10,0.9019,77.181783,-61.11583,0.8896
2018-07-11,0.8548,77.181783,-61.11583,0.8117
2018-07-12,0.8992,77.181783,-61.11583,0.8745
2018-07-13,0.9018,77.181783,-61.11583,0.845
2018-07-14,0.9585,77.181783,-61.11583,0.7048
2018-07-15,0.9314,77.181783,-61.11583,0.7994
2018-07-16,0.814,77.181783,-61.11583,0.6399
2018-07-17,0.7772,77.181783,-61.11583,0.3784
2018-07-18,0.7557,77.181783,-61.11583,0.2272
2018-07-19,0.7817,77.181783,-61.11583,0.3672
2018-07-20,0.7876,77.181783,-61.11583,0.3215
2018-07-21,0.92,77.181783,-61.11583,0.9332
2018-07-22,0.908,77.181783,-61.11583,0.8841
2018-07-23,0.8601,77.181783,-61.11583,0.6867
2018-07-24,0.8251,77.181783,-61.11583,0.3689
2018-07-25,0.8758,77.181783,-61.11583,0.6866
2018-07-26,0.8377,77.181783,-61.11583,0.832
2018-07-27,0.9416,77.181783,-61.11583,0.7794
2018-07-28,0.9432,77.181783,-61.11583,0.8315
2018-07-29,0.9222,77.181783,-61.11583,0.7334
2018-07-30,0.9251,77.181783,-61.11583,0.9454
2018-07-31,0.7907,77.181783,-61.11583,0.5272
2018-08-01,0.8052,77.181783,-61.11583,0.5405
2018-08-02,0.8303,77.181783,-61.11583,0.5051
2018-08-03,0.8731,77.181783,-61.11583,0.8332
2018-08-04,0.8783,77.181783,-61.11583,0.8819
2018-08-05,0.8972,77.181783,-61.11583,0.891
2018-08-06,0.8844,77.181783,-61.11583,0.9019
2018-08-07,0.8962,77.181783,-61.11583,0.9202
2018-08-08,0.8819,77.181783,-61.11583,0.9241
2018-08-09,0.9046,77.181783,-61.11583,0.9032
2018-08-10,0.9197,77.181783,-61.11583,0.8652
2018-08-11,0.9212,77.181783,-61.11583,0.9131
2018-08-12,0.9158,77.181783,-61.11583,0.8895
2018-08-13,0.8518,77.181783,-61.11583,0.783
2018-08-14,0.7092,77.181783,-61.11583,0.5885
2018-08-15,0.8391,77.181783,-61.11583,0.9375
2018-08-16,0.8317,77.181783,-61.11583,0.859
2018-08-17,0.8327,77.181783,-61.11583,0.6651
2018-08-18,0.9176,77.181783,-61.11583,0.8919
2018-08-19,0.8597,77.181783,-61.11583,0.8569
2018-08-20,0.8163,77.181783,-61.11583,0.7328
2018-08-21,0.7335,77.181783,-61.11583,0.4225
2018-08-22,0.9352,77.181783,-61.11583,0.9496
2018-08-23,0.852,77.181783,-61.11583,0.9779
2018-08-24,0.9967,77.181783,-61.11583,0.5506
2018-08-25,0.9453,77.181783,-61.11583,0.4322
2019-05-01,0.801,77.181783,-61.11583,0.4318
2019-05-02,0.6649,77.181783,-61.11583,0.2081
2019-05-03,0.8086,77.181783,-61.11583,0.8311
2019-05-04,0.6909,77.181783,-61.11583,0.4406
2019-05-05,0.7057,77.181783,-61.11583,0.2647
2019-05-06,0.8382,77.181783,-61.11583,0.4681
2019-05-07,0.8534,77.181783,-61.11583,0.7197
2019-05-08,0.6884,77.181783,-61.11583,0.593
2019-05-09,0.6812,77.181783,-61.11583,0.2461
2019-05-10,0.6886,77.181783,-61.11583,0.2118
2019-05-11,0.7442,77.181783,-61.11583,0.4071
2019-05-12,0.7021,77.181783,-61.11583,0.5406
2019-05-13,0.695,77.181783,-61.11583,0.4409
2019-05-14,0.6886,77.181783,-61.11583,0.2019
2019-05-15,0.6863,77.181783,-61.11583,0.1719
2019-05-16,0.8143,77.18183,-61.115572,0.3322
2019-05-17,0.8216,77.181826,-61.115555,0.448
2019-05-18,0.8302,77.181824,-61.11556,0.3551
2019-05-19,0.8259,77.181821,-61.115548,0.2715
2019-05-20,0.8169,77.181823,-61.115554,0.1906
2019-05-21,0.8265,77.181822,-61.115554,0.595
2019-05-22,0.8184,77.181822,-61.115537,0.2499
2019-05-23,0.7967,77.181825,-61.115559,0.1551
2019-05-24,0.8241,77.18182,-61.115563,0.4095
2019-05-25,0.7969,77.181821,-61.115555,0.293
2019-05-26,0.8334,77.18182,-61.115543,0.5036
2019-05-27,0.8595,77.181823,-61.115565,0.6916
2019-05-28,0.8318,77.181819,-61.115561,0.3623
2019-05-29,0.7974,77.181825,-61.115552,0.2362
2019-05-30,0.7865,77.181821,-61.115566,0.1218
2019-05-31,0.8357,77.181826,-61.115555,0.5376
2019-06-01,0.8555,77.181823,-61.115563,0.7025
2019-06-02,0.8022,77.181817,-61.115563,0.2461
2019-06-03,0.8237,77.181824,-61.115566,0.449
2019-06-04,0.8376,77.181824,-61.115559,0.5732
2019-06-05,0.8512,77.181825,-61.115563,0.5926
2019-06-06,0.8296,77.181825,-61.115567,0.4703
2019-06-07,0.8175,77.181823,-61.115574,0.4181
2019-06-08,0.8458,77.181819,-61.115556,0.3715
2019-06-09,0.8666,77.181824,-61.115552,0.7831
2019-06-10,0.7987,77.18182,-61.115563,0.2609
2019-06-11,0.8707,77.181824,-61.115559,0.5585
2019-06-12,0.8065,77.181821,-61.115574,0.4767
2019-06-13,0.811,77.181823,-61.115556,0.3166
2019-06-14,0.852,77.181824,-61.115565,0.7742
2019-06-15,0.8089,77.181826,-61.115565,0.4451
2019-06-16,0.8055,77.181823,-61.115573,0.3362
2019-06-17,0.7963,77.181824,-61.115585,0.399
2019-06-18,0.8814,77.181824,-61.11557,0.6932
2019-06-19,0.8731,77.181822,-61.115568,0.8753
2019-06-20,0.8385,77.181823,-61.115598,0.524
2019-06-21,0.8024,77.181823,-61.115585,0.1694
2019-06-22,0.8815,77.181822,-61.11557,0.5791
2019-06-23,0.8551,77.181818,-61.115577,0.769
2019-06-24,0.8668,77.181819,-61.115555,0.7472
2019-06-25,0.8837,77.181817,-61.11557,0.833
2019-06-26,0.8462,77.181821,-61.115581,0.6567
2019-06-27,0.8219,77.181819,-61.115582,0.1533
2019-06-28,0.8163,77.181823,-61.115578,0.1753
2019-06-29,0.8081,77.181816,-61.115543,0.1031
2019-06-30,0.807,77.181821,-61.115562,0.1224
2019-07-01,0.8055,77.181823,-61.11557,0.1005
2019-07-02,0.798,77.181821,-61.115592,0.0341
2019-07-03,0.7918,77.181821,-61.115582,0.0588
2019-07-04,0.8204,77.18182,-61.115555,0.3853
2019-07-05,0.7984,77.181821,-61.115582,0.232
2019-07-06,0.8477,77.181816,-61.115582,0.4785
2019-07-07,0.8005,77.181818,-61.115576,0.1899
2019-07-08,0.8512,77.181825,-61.11559,0.5652
2019-07-09,0.872,77.181816,-61.115585,0.5993
2019-07-10,0.8761,77.181819,-61.115572,0.2314
2019-07-11,0.7941,77.18182,-61.115572,0.2212
2019-07-12,0.8172,77.181818,-61.115583,0.4016
2019-07-13,0.784,77.181817,-61.115565,0.1987
2019-07-14,0.807,77.181819,-61.115562,0.3952
2019-07-15,0.7924,77.181824,-61.115581,0.1923
2019-07-16,0.7936,77.181825,-61.115582,0.2086
2019-07-17,0.7833,77.18182,-61.115589,0.2134
2019-07-18,0.8905,77.181819,-61.115579,0.6869
2019-07-19,0.9231,77.181821,-61.115576,0.818
2019-07-20,0.9283,77.18182,-61.115578,0.8898
2019-07-21,0.8908,77.181819,-61.115586,0.8521
2019-07-22,0.9197,77.181817,-61.115578,0.9173
2019-07-23,0.8449,77.181819,-61.115588,0.4648
2019-07-24,0.8084,77.181818,-61.115595,0.1571
2019-07-25,0.796,77.181819,-61.115588,0.1128
2019-07-26,0.7958,77.181818,-61.115577,0.1484
2019-07-27,0.7932,77.181812,-61.115585,0.1817
2019-07-28,0.7876,77.181821,-61.115577,0.354
2019-07-29,0.7766,77.181816,-61.115557,0.1478
2019-07-30,0.7825,77.181818,-61.115593,0.1295
2019-07-31,0.8566,77.181818,-61.115586,0.719
2019-08-01,0.8489,77.181815,-61.115567,0.894
2019-08-02,0.7834,77.181822,-61.115597,0.583
2019-08-03,0.8061,77.181819,-61.115574,0.1594
2019-08-04,0.7904,77.181816,-61.115592,0.5145
2019-08-05,0.8353,77.181817,-61.115601,0.7009
2019-08-06,0.7954,77.181822,-61.11559,0.2469
2019-08-07,0.8183,77.181818,-61.115591,0.5998
2019-08-08,0.7877,77.181815,-61.115597,0.4729
2019-08-09,0.78,77.181818,-61.115577,0.2579
2019-08-10,0.7821,77.181818,-61.11558,0.3182
2019-08-11,0.7837,77.181814,-61.11559,0.3197
2019-08-12,0.777,77.18182,-61.115594,0.3509
2019-08-13,0.7695,77.181818,-61.115581,0.3211
2019-08-14,0.7624,77.181821,-61.115589,0.2295
2019-08-15,0.7632,77.181823,-61.115599,0.2116
2019-08-16,0.7619,77.181817,-61.115575,0.2284
2019-08-17,0.7679,77.181819,-61.115591,0.3178
2019-08-18,0.7627,77.181815,-61.115574,0.2598
2019-08-19,0.786,77.181821,-61.115597,0.5834
2019-08-20,0.8422,77.181818,-61.115625,0.8482
2019-08-21,0.7305,77.181819,-61.115608,0.528
2019-08-22,0.8032,77.181818,-61.115604,0.8052
2019-08-23,0.7807,77.18182,-61.115606,0.5447
2019-08-24,0.8513,77.181818,-61.115597,0.8587
2019-08-25,0.8347,77.181813,-61.115571,0.7654
2019-08-26,0.8504,77.181817,-61.115593,0.8066
2019-08-27,0.8084,77.18182,-61.1156,0.7896
2019-08-30,0.8638,77.181818,-61.115592,0.692
2020-05-01,0.8513,77.18181,-61.115679,0.8492
2020-05-02,0.8287,77.181804,-61.115688,0.6884
2020-05-03,0.8041,77.181808,-61.115688,0.4544
2020-05-04,0.7653,77.181804,-61.115675,0.3342
2020-05-05,0.7916,77.181805,-61.115667,0.4491
2020-05-06,0.8163,77.181808,-61.115693,0.6064
2020-05-07,0.8224,77.18181,-61.115664,0.7076
2020-05-08,0.8102,77.181805,-61.115689,0.5442
2020-05-09,0.7516,77.181811,-61.115672,0.1648
2020-05-10,0.7265,77.181805,-61.115678,0.2176
2020-05-11,0.7664,77.181804,-61.115692,0.1169
2020-05-12,0.8092,77.181803,-61.115682,0.6183
2020-05-13,0.7826,77.181803,-61.115696,0.271
2020-05-14,0.8728,77.181807,-61.115684,0.6617
2020-05-15,0.8737,77.181806,-61.115681,0.8325
2020-05-16,0.815,77.181806,-61.11567,0.3057
2020-05-17,0.783,77.181806,-61.115685,0.1905
2020-05-18,0.8037,77.181805,-61.115686,0.2493
2020-05-19,0.7973,77.181807,-61.115698,0.2149
2020-05-20,0.8259,77.181805,-61.115684,0.503
2020-05-21,0.777,77.181806,-61.115687,0.1583
2020-05-22,0.7643,77.181803,-61.115679,0.1091
2020-05-23,0.7876,77.181802,-61.115698,0.2168
2020-05-24,0.7727,77.181805,-61.115683,0.1515
2020-05-25,0.7722,77.181802,-61.115676,0.2113
2020-05-26,0.8708,77.181805,-61.115702,0.9096
2020-05-27,0.7916,77.181804,-61.115691,0.251
2020-05-28,0.7782,77.181806,-61.11569,0.245
2020-05-29,0.7733,77.181802,-61.115688,0.1584
2020-05-30,0.7857,77.181811,-61.115685,0.2464
2020-05-31,0.7842,77.181808,-61.115712,0.3174
2020-06-01,0.8338,77.181805,-61.115709,0.6628
2020-06-02,0.8263,77.181806,-61.115677,0.542
2020-06-03,0.865,77.181802,-61.115696,0.6031
2020-06-04,0.8123,77.181806,-61.11569,0.4087
2020-06-05,0.7992,77.181805,-61.115684,0.1657
2020-06-06,0.7895,77.181803,-61.115701,0.2559
2020-06-07,0.784,77.1818,-61.115689,0.0951
2020-06-08,0.7785,77.181802,-61.115687,0.0998
2020-06-09,0.789,77.181801,-61.115679,0.1135
2020-06-10,0.7964,77.181806,-61.115681,0.2815
2020-06-11,0.8933,77.181806,-61.115698,0.7546
2020-06-12,0.8269,77.181808,-61.115688,0.6262
2020-06-13,0.7864,77.181805,-61.115666,0.1382
2020-06-14,0.7831,77.181806,-61.115706,0.1013
2020-06-15,0.7804,77.181805,-61.115689,0.1313
2020-06-16,0.777,77.181805,-61.1157,0.1236
2020-06-17,0.8036,77.181807,-61.115691,0.323
2020-06-18,0.7949,77.181801,-61.115691,0.2278
2020-06-19,0.8173,77.181804,-61.115698,0.2409
2020-06-20,0.8158,77.181809,-61.115707,0.2434
2020-06-21,0.7927,77.181804,-61.115704,0.1133
2020-06-22,0.7987,77.181807,-61.115696,0.173
2020-06-23,0.7961,77.181805,-61.1157,0.1813
2020-06-24,0.7778,77.181805,-61.115726,0.243
2020-06-25,0.7883,77.1818,-61.115687,0.406
2020-06-26,0.7822,77.181805,-61.115697,0.2503
2020-06-27,0.7682,77.181809,-61.115695,0.0759
2020-06-28,0.7705,77.181808,-61.115688,0.0778
2020-06-29,0.7906,77.181807,-61.115706,0.2206
2020-06-30,0.8336,77.181801,-61.115715,0.7538
2020-07-01,0.8067,77.181805,-61.115703,0.4709
2020-07-02,0.7834,77.181799,-61.115692,0.4909
2020-07-03,0.771,77.181801,-61.115702,0.1437
2020-07-04,0.7969,77.181801,-61.1157,0.3385
2020-07-05,0.8002,77.1818,-61.115701,0.37
2020-07-06,0.7937,77.181804,-61.115695,0.3953
2020-07-07,0.773,77.181807,-61.115689,0.1271
2020-07-08,0.7784,77.181801,-61.115703,0.155
2020-07-09,0.7679,77.181805,-61.115719,0.0845
2020-07-10,0.8773,77.1818,-61.115697,0.7487
2020-07-11,0.7866,77.181802,-61.115701,0.5699
2020-07-12,0.7845,77.181799,-61.115686,0.1847
2020-07-13,0.7734,77.181806,-61.115685,0.2146
2020-07-14,0.8468,77.181804,-61.115709,0.8698
2020-07-15,0.864,77.181803,-61.11571,0.8601
2020-07-16,0.8271,77.181805,-61.115707,0.7718
2020-07-17,0.8213,77.181797,-61.115686,0.6917
2020-07-18,0.7963,77.181803,-61.115712,0.697
2020-07-19,0.8521,77.181802,-61.115711,0.7849
2020-07-20,0.8031,77.181808,-61.115703,0.4391
2020-07-21,0.8016,77.1818,-61.115699,0.4178
2020-07-22,0.7761,77.181803,-61.115692,0.1778
2020-07-23,0.762,77.1818,-61.115693,0.1244
2020-07-24,0.7609,77.1818,-61.115711,0.1906
2020-07-25,0.8252,77.181802,-61.115716,0.5736
2020-07-26,0.7776,77.181801,-61.115712,0.2072
2020-07-27,0.7672,77.181801,-61.11571,0.1904
2020-07-28,0.7647,77.1818,-61.115694,0.2013
2020-07-29,0.7599,77.181799,-61.115691,0.193
2020-07-30,0.7551,77.181804,-61.115711,0.16
2020-07-31,0.7745,77.181802,-61.115701,0.3137
2020-08-01,0.8069,77.181804,-61.11571,0.7096
2020-08-02,0.903,77.181805,-61.115732,0.9291
2020-08-03,0.8835,77.181805,-61.115719,0.8543
2020-08-04,0.8538,77.181801,-61.1157,0.6334
2020-08-05,0.7833,77.1818,-61.115708,0.5261
2020-08-06,0.7722,77.181801,-61.115732,0.3888
2020-08-07,0.7912,77.181799,-61.115715,0.2064
2020-08-08,0.7596,77.181801,-61.11571,0.2083
2020-08-09,0.7639,77.181802,-61.115705,0.3027
2020-08-10,0.7502,77.181798,-61.115712,0.1498
2020-08-11,0.8682,77.181801,-61.115727,0.5771
2020-08-12,0.7963,77.181805,-61.115711,0.2599
2020-08-13,0.8912,77.181806,-61.115718,0.9282
2020-08-14,0.8903,77.181803,-61.115719,0.8655
2020-08-15,0.9235,77.181803,-61.115717,0.2291
2020-08-16,0.7851,77.1818,-61.115718,0.4558
2020-08-17,0.7755,77.181801,-61.115714,0.566
2020-08-18,0.8476,77.181801,-61.115725,0.8018
2020-08-19,0.8851,77.181804,-61.115729,0.973
2020-08-20,0.8585,77.181802,-61.115718,0.9765
2020-08-21,0.8227,77.181799,-61.115726,0.8724
2020-08-22,0.8498,77.181802,-61.115728,0.8262
2020-08-23,0.863,77.181805,-61.115727,0.948
2020-08-24,0.8903,77.181801,-61.115725,0.9266
2020-08-25,0.8787,77.181801,-61.115717,0.9264
2020-08-26,0.8868,77.181802,-61.115725,0.9539
2021-05-01,0.7573,77.18179,-61.11578,0.2986
2021-05-02,0.7493,77.18179,-61.115814,0.2815
2021-05-03,0.7875,77.181782,-61.115802,0.4679
2021-05-04,0.7491,77.181792,-61.115808,0.3137
2021-05-05,0.7712,77.181784,-61.115801,0.4288
2021-05-06,0.7707,77.181786,-61.115816,0.4996
2021-05-07,0.7902,77.181786,-61.115798,0.4656
2021-05-08,0.8041,77.181787,-61.115796,0.7157
2021-05-09,0.8076,77.181784,-61.115807,0.7847
2021-05-10,0.7857,77.181787,-61.115822,0.4904
2021-05-11,0.801,77.181786,-61.115796,0.6848
2021-05-12,0.843,77.181786,-61.115813,0.7794
2021-05-13,0.8478,77.181787,-61.115814,0.8197
2021-05-14,0.8222,77.181788,-61.115805,0.6838
2021-05-15,0.7887,77.181784,-61.115823,0.4161
2021-05-16,0.7989,77.181786,-61.11578,0.4753
2021-05-17,0.8153,77.181793,-61.11582,0.5781
2021-05-18,0.8437,77.18179,-61.115814,0.7555
2021-05-19,0.8165,77.181789,-61.11584,0.6542
2021-05-20,0.8088,77.181786,-61.115818,0.3026
2021-05-21,0.7732,77.181788,-61.115824,0.3036
2021-05-22,0.8054,77.181785,-61.115816,0.4329
2021-05-23,0.7666,77.181787,-61.11583,0.1907
2021-05-24,0.7591,77.181782,-61.115812,0.1193
2021-05-25,0.7725,77.181788,-61.115829,0.2291
2021-05-26,0.799,77.181788,-61.115826,0.5172
2021-05-27,0.8752,77.181782,-61.115808,0.5704
2021-05-28,0.7671,77.181787,-61.115827,0.3243
2021-05-29,0.8225,77.18178,-61.115805,0.2458
2021-05-30,0.8497,77.181787,-61.115826,0.5997
2021-05-31,0.8521,77.18179,-61.115806,0.8305
2021-06-01,0.8409,77.181788,-61.115824,0.7586
2021-06-02,0.809,77.181786,-61.115809,0.6228
2021-06-03,0.8122,77.181788,-61.115812,0.6677
2021-06-04,0.786,77.181784,-61.115825,0.3058
2021-06-05,0.773,77.181787,-61.115833,0.0878
2021-06-06,0.7708,77.18178,-61.115822,0.0973
2021-06-07,0.7697,77.181781,-61.115829,0.148
2021-06-08,0.767,77.181788,-61.115832,0.125
2021-06-09,0.772,77.181782,-61.115816,0.1655
2021-06-10,0.7711,77.181785,-61.115817,0.1196
2021-06-11,0.7663,77.181787,-61.115836,0.1095
2021-06-12,0.7701,77.181788,-61.11583,0.1782
2021-06-13,0.7686,77.181797,-61.115883,0.3908
2021-06-14,0.7663,77.181797,-61.115883,0.2654
2021-06-15,0.7609,77.181797,-61.115883,0.1309
2021-06-16,0.772,77.181797,-61.115883,0.2302
2021-06-17,0.7619,77.181797,-61.115883,0.0776
2021-06-18,0.76,77.181797,-61.115883,0.074
2021-06-19,0.7579,77.181797,-61.115883,0.0653
2021-06-20,0.7547,77.181797,-61.115883,0.102
2021-06-21,0.8742,77.181797,-61.115883,0.4768
2021-06-22,0.7729,77.181797,-61.115883,0.4094
2021-06-23,0.7561,77.181797,-61.115883,0.1325
2021-06-24,0.8393,77.181797,-61.115883,0.7612
2021-06-25,0.8589,77.181797,-61.115883,0.8609
2021-06-26,0.8433,77.181797,-61.115883,0.6457
2021-06-27,0.8394,77.181797,-61.115883,0.722
2021-06-28,0.7756,77.181797,-61.115883,0.1534
2021-06-29,0.858,77.181797,-61.115883,0.8199
2021-06-30,0.9094,77.181797,-61.115883,0.8961
2021-07-01,0.9189,77.181797,-61.115883,0.93
2021-07-02,0.8723,77.181797,-61.115883,0.8662
2021-07-03,0.8616,77.181797,-61.115883,0.7964
2021-07-04,0.7879,77.181797,-61.115883,0.4602
2021-07-05,0.7734,77.181797,-61.115883,0.158
2021-07-06,0.8004,77.181797,-61.115883,0.4091
2021-07-07,0.7848,77.181797,-61.115883,0.2189
2021-07-08,0.8788,77.181797,-61.115883,0.706
2021-07-09,0.8156,77.181797,-61.115883,0.7163
2021-07-10,0.7798,77.181797,-61.115883,0.2662
2021-07-11,0.7871,77.181797,-61.115883,0.315
2021-07-12,0.7985,77.181797,-61.115883,0.3972
2021-07-13,0.8606,77.181797,-61.115883,0.8814
2021-07-14,0.8763,77.181797,-61.115883,0.8758
2021-07-15,0.8676,77.181797,-61.115883,0.8339
2021-07-16,0.903,77.181797,-61.115883,0.9212
2021-07-17,0.873,77.181797,-61.115883,0.8847
2021-07-18,0.855,77.181797,-61.115883,0.7207
2021-07-19,0.8021,77.181797,-61.115883,0.4077
2021-07-20,0.8803,77.181797,-61.115883,0.6897
2021-07-21,0.8872,77.181797,-61.115883,0.9018
2021-07-22,0.8379,77.181797,-61.115883,0.6526
2021-07-23,0.8039,77.181797,-61.115883,0.2986
2021-07-24,0.7926,77.181797,-61.115883,0.3598
2021-07-25,0.8848,77.181797,-61.115883,0.7401
2021-07-26,0.8814,77.181797,-61.115883,0.5456
2021-07-27,0.8599,77.181797,-61.115883,0.944
2021-07-28,0.8565,77.181797,-61.115883,0.9963
2021-07-29,0.843,77.181797,-61.115883,0.9596
2021-07-30,0.7718,77.181797,-61.115883,0.6716
2021-07-31,0.7967,77.181797,-61.115883,0.3775
2021-08-01,0.833,77.181797,-61.115883,0.7555
2021-08-02,0.7593,77.181797,-61.115883,0.1923
2021-08-03,0.8746,77.181797,-61.115883,0.8409
2021-08-04,0.8169,77.181797,-61.115883,0.366
2021-08-05,0.7699,77.181797,-61.115883,0.2464
2021-08-06,0.8275,77.181797,-61.115883,0.4543
2021-08-07,0.8446,77.181797,-61.115883,0.7519
2021-08-08,0.8026,77.181797,-61.115883,0.4553
2021-08-09,0.8717,77.181797,-61.115883,0.8816
2021-08-10,0.8199,77.181797,-61.115883,0.5059
2021-08-11,0.901,77.181797,-61.115883,0.9531
2021-08-12,0.9179,77.181797,-61.115883,0.8949
