time,alb_UPE_L,lat_UPE_L,lon_UPE_L,cloud_UPE_L
2023-05-15,0.7656,72.893368,-54.295848,0.3316
2023-05-16,0.7617,72.893371,-54.29585,0.1103
2023-05-17,0.7595,72.89337,-54.295845,0.1243
2023-05-18,0.8279,72.893367,-54.295837,0.3627
2023-05-19,0.7699,72.893369,-54.295837,0.2325
2023-05-20,0.9111,72.893371,-54.295846,0.9308
2023-05-21,0.8953,72.893366,-54.295849,0.9323
2023-05-22,0.8204,72.893368,-54.295851,0.5931
2023-05-23,0.91,72.89337,-54.29585,0.749
2023-05-24,0.8723,72.893372,-54.295856,0.6466
2023-05-25,0.8095,72.893369,-54.295848,0.4972
2023-05-26,0.8968,72.893371,-54.295842,0.733
2023-05-27,0.9349,72.893368,-54.295849,0.9294
2023-05-28,0.8826,72.893367,-54.295841,0.6655
2023-05-29,0.8172,72.893371,-54.295856,0.3876
2023-05-30,0.93,72.893374,-54.29585,0.9142
2023-05-31,0.9103,72.893368,-54.295863,0.9936
2023-06-01,0.9005,72.893372,-54.295846,0.9937
2023-06-02,0.9503,72.893369,-54.295835,0.9766
2023-06-03,0.8273,72.893371,-54.295853,0.4793
2023-06-04,0.8467,72.893377,-54.295856,0.4538
2023-06-05,0.7852,72.893372,-54.295855,0.2772
2023-06-06,0.788,72.89337,-54.295854,0.2038
2023-06-07,0.8123,72.89337,-54.29585,0.546
2023-06-08,0.77,72.893366,-54.29585,0.3954
2023-06-09,0.8272,72.893371,-54.295851,0.2194
2023-06-10,0.8928,72.893374,-54.29586,0.8713
2023-06-11,0.8485,72.893369,-54.29586,0.8515
2023-06-12,0.9019,72.893368,-54.295846,0.8885
2023-06-13,0.8597,72.893372,-54.29585,0.7812
2023-06-14,0.7926,72.89337,-54.29585,0.4831
2023-06-15,0.742,72.89337,-54.295859,0.3559
2023-06-16,0.8164,72.893374,-54.295851,0.8291
2023-06-17,0.8839,72.89337,-54.295858,0.933
2023-06-18,0.7681,72.893369,-54.295849,0.275
2023-06-19,0.8438,72.893372,-54.295847,0.6664
2023-06-20,0.837,72.893374,-54.295857,0.9372
2023-06-21,0.809,72.893373,-54.295859,0.9914
2023-06-22,0.7679,72.893368,-54.295851,0.9514
2023-06-23,0.7175,72.893375,-54.295861,0.5647
2023-06-24,0.725,72.893374,-54.295856,0.402
2023-06-25,0.7477,72.893374,-54.295868,0.6222
2023-06-26,0.6804,72.893371,-54.295856,0.4667
2023-06-27,0.6734,72.893373,-54.295851,0.5234
2023-06-28,0.6642,72.893374,-54.295867,0.9306
2023-06-29,0.5898,72.893376,-54.295849,0.2918
2023-06-30,0.6152,72.893368,-54.29585,0.5746
2023-07-01,0.6532,72.893366,-54.295841,0.9781
2023-07-02,0.5769,72.893371,-54.295842,0.336
2023-07-03,0.4984,72.893372,-54.295866,0.0365
2023-07-04,0.6111,72.89337,-54.295864,0.8775
2023-07-05,0.5855,72.893369,-54.29585,0.7488
2023-07-06,0.6153,72.893369,-54.295859,0.9405
2023-07-07,0.6327,72.893369,-54.295864,0.9743
2023-07-08,0.5832,72.893371,-54.295861,0.6898
2023-07-09,0.6293,72.893372,-54.295869,0.597
2023-07-10,0.6116,72.893368,-54.295864,0.9538
2023-07-11,0.5622,72.893368,-54.295855,0.9793
2023-07-12,0.5583,72.893369,-54.295848,0.5623
2023-07-13,0.5565,72.893374,-54.29586,0.4112
2023-07-14,0.5642,72.893367,-54.295856,0.7609
2023-07-15,0.609,72.893371,-54.295864,0.9715
2023-07-16,0.5858,72.893373,-54.295852,0.9793
2023-07-17,0.57,72.89337,-54.295863,0.7444
2023-07-18,0.5642,72.893373,-54.29586,0.7504
2023-07-19,0.5558,72.893372,-54.295866,0.2676
2023-07-20,0.5984,72.893371,-54.295864,0.8497
2023-07-21,0.5631,72.89337,-54.29587,0.9171
2023-07-22,0.5406,72.893377,-54.29588,0.7457
2023-07-23,0.5731,72.893372,-54.295871,0.9321
2023-07-24,0.5641,72.893369,-54.295879,0.7403
2023-07-25,0.5883,72.893369,-54.295865,0.7216
2023-07-26,0.5612,72.893371,-54.295875,0.2255
2023-07-27,0.5098,72.89337,-54.295875,0.0599
2023-07-28,0.5553,72.893369,-54.295861,0.1304
2023-07-29,0.558,72.893364,-54.29586,0.1409
2023-07-30,0.5775,72.893365,-54.295848,0.3723
2023-07-31,0.5762,72.893366,-54.295852,0.5668
2023-08-01,0.5682,72.893369,-54.295865,0.1467
2023-08-02,0.5757,72.893369,-54.295866,0.1781
2023-08-03,0.5906,72.893374,-54.295883,0.4336
2023-08-04,0.5853,72.893372,-54.29588,0.4022
2023-08-05,0.573,72.89337,-54.295875,0.4601
2023-08-06,0.5656,72.893371,-54.295876,0.4528
2023-08-07,0.6119,72.893364,-54.295862,0.4051
2023-08-08,0.5956,72.893378,-54.295771,0.29
2023-08-09,0.5801,72.893388,-54.295784,0.2368
2023-08-10,0.5547,72.893392,-54.295791,0.6741
2023-08-11,0.5817,72.893386,-54.29579,0.9452
2023-08-12,0.5528,72.893382,-54.29578,0.8875
2023-08-13,0.5971,72.893373,-54.29578,0.8099
2023-08-14,0.5864,72.893374,-54.295779,0.9443
2023-08-15,0.5646,72.893384,-54.295782,0.4778
2023-08-16,0.5499,72.893374,-54.295766,0.1966
2023-08-17,0.5414,72.893388,-54.295804,0.0372
2023-08-18,0.5492,72.893388,-54.295828,0.0692
2023-08-19,0.6236,72.893386,-54.295804,0.5613
2023-08-20,0.5894,72.893393,-54.295817,0.967
2023-08-21,0.5357,72.89339,-54.2958,0.9052
2023-08-22,0.5135,72.893382,-54.295806,0.6908
2023-08-23,0.5269,72.893391,-54.295819,0.4372
2023-08-24,0.5661,72.893391,-54.295799,0.8471
2023-08-25,0.5418,72.893385,-54.295799,0.845
2023-08-26,0.5452,72.893379,-54.295809,0.31
2023-08-27,0.5635,72.893388,-54.295785,0.3493
2023-08-28,0.5617,72.893388,-54.295819,0.5475
2023-08-29,0.5933,72.893386,-54.29583,0.5422
2023-08-30,0.6054,72.893389,-54.295818,0.6954
2023-08-31,0.6095,72.89339,-54.295806,0.8046
2023-09-02,0.8036,72.89339,-54.295796,0.7949
2023-09-03,0.7588,72.893388,-54.295793,0.7924
2023-09-04,0.7552,72.89339,-54.295806,0.2762
2023-09-05,0.6446,72.893378,-54.29579,0.7721
2023-09-06,0.5513,72.893388,-54.295797,0.669
2023-09-07,0.5875,72.893392,-54.295794,0.9985
2023-09-08,0.6176,72.893386,-54.295803,0.8596
2023-09-09,0.617,72.893388,-54.295813,0.6807
2023-09-10,0.6167,72.893386,-54.295798,0.7772
2023-09-11,0.5742,72.893385,-54.295807,0.808
2023-09-12,0.6667,72.893376,-54.295783,0.5885
2023-09-13,0.617,72.893381,-54.295791,0.3639
2023-09-14,0.582,72.893391,-54.295812,0.7491
2023-09-15,0.5982,72.89339,-54.295806,0.3513
