time,alb_EGP,lat_EGP,lon_EGP,cloud_EGP
2018-06-05,0.8298,75.625096,-35.97383,0.7108
2018-06-06,0.8572,75.625095,-35.973824,0.7461
2018-06-07,0.8553,75.625101,-35.973837,0.6779
2018-06-08,0.8248,75.625101,-35.973804,0.4485
2018-06-09,0.8425,75.625102,-35.973789,0.7215
2018-06-10,0.8014,75.625101,-35.973794,0.3731
2018-06-11,0.7721,75.625106,-35.973808,0.3268
2018-06-12,0.7692,75.625105,-35.97379,0.3592
2018-06-13,0.8305,75.625108,-35.973784,0.6469
2018-06-14,0.8282,75.625115,-35.973802,0.5521
2018-06-15,0.8405,75.625109,-35.973807,0.669
2018-06-16,0.8251,75.625106,-35.973785,0.496
2018-06-17,0.8595,75.625113,-35.973772,0.829
2018-06-18,0.8307,75.625114,-35.973779,0.564
2018-06-19,0.8227,75.625115,-35.973791,0.4389
2018-06-20,0.8073,75.625108,-35.973771,0.279
2018-06-21,0.7951,75.62511,-35.973764,0.1934
2018-06-22,0.8438,75.625119,-35.973779,0.7606
2018-06-23,0.8119,75.625115,-35.973748,0.5702
2018-06-24,0.832,75.625118,-35.973749,0.6907
2018-06-25,0.8348,75.625119,-35.973753,0.7683
2018-06-26,0.7967,75.625127,-35.973757,0.4706
2018-06-27,0.8005,75.625123,-35.97375,0.5921
2018-06-28,0.7867,75.625125,-35.973757,0.3319
2018-06-29,0.7952,75.625126,-35.973747,0.3763
2018-06-30,0.8254,75.625126,-35.973757,0.6651
2018-07-01,0.8191,75.625131,-35.973742,0.4837
2018-07-02,0.7919,75.625128,-35.973742,0.3101
2018-07-03,0.7997,75.62513,-35.973732,0.4941
2018-07-04,0.8316,75.625133,-35.973745,0.7015
2018-07-05,0.8004,75.625133,-35.973716,0.2756
2018-07-06,0.8081,75.625131,-35.973744,0.4183
2018-07-07,0.8417,75.625138,-35.973723,0.7662
2018-07-08,0.8103,75.625132,-35.973705,0.4278
2018-07-09,0.8203,75.625138,-35.973717,0.4758
2018-07-10,0.8068,75.625136,-35.973704,0.3092
2018-07-11,0.8153,75.625142,-35.973718,0.3656
2018-07-12,0.8102,75.625141,-35.973708,0.4165
2018-07-13,0.811,75.625144,-35.973697,0.3639
2018-07-14,0.841,75.625138,-35.973678,0.5675
2018-07-15,0.8275,75.625144,-35.973687,0.564
2018-07-16,0.8124,75.62515,-35.973686,0.6092
2018-07-17,0.8304,75.625145,-35.973682,0.5386
2018-07-18,0.8447,75.62514,-35.973688,0.7945
2018-07-19,0.821,75.625151,-35.973682,0.6497
2018-07-20,0.7506,75.625149,-35.973706,0.3004
2018-07-21,0.7679,75.625148,-35.973661,0.4878
2018-07-22,0.8362,75.625149,-35.973658,0.7234
2018-07-23,0.8271,75.625154,-35.973671,0.6891
2018-07-24,0.7955,75.625161,-35.973692,0.3563
2018-07-25,0.8341,75.625161,-35.973668,0.5855
2018-07-26,0.7922,75.625158,-35.973658,0.3946
2018-07-27,0.7904,75.625157,-35.973648,0.2643
2018-07-28,0.8066,75.625156,-35.973645,0.5707
2018-07-29,0.7943,75.62516,-35.973649,0.4387
2018-07-30,0.7766,75.625161,-35.973646,0.5179
2018-07-31,0.8028,75.625164,-35.973644,0.6952
2018-08-01,0.799,75.625168,-35.973647,0.6571
2018-08-02,0.8876,75.625163,-35.973635,0.9764
2018-08-03,0.8201,75.625166,-35.973633,0.4869
2018-08-04,0.8082,75.625166,-35.973631,0.4519
2018-08-05,0.8343,75.625171,-35.973627,0.6416
2018-08-06,0.8032,75.625167,-35.973634,0.6219
2018-08-07,0.7985,75.625168,-35.973613,0.4315
2018-08-08,0.8212,75.625176,-35.973626,0.561
2018-08-09,0.8227,75.625169,-35.973592,0.6957
2018-08-10,0.7961,75.625174,-35.973634,0.516
2018-08-11,0.7964,75.625172,-35.973617,0.5361
2018-08-12,0.7895,75.62518,-35.973614,0.3929
2018-08-13,0.8721,75.625174,-35.973612,0.8074
2018-08-14,0.8231,75.625183,-35.973604,0.829
2018-08-15,0.8309,75.625181,-35.973588,0.7753
2018-08-16,0.8241,75.625177,-35.973561,0.8171
2018-08-17,0.7318,75.625148,-35.973599,0.5577
2018-08-18,0.8505,75.625193,-35.973575,0.8644
2018-08-19,0.8418,75.625196,-35.973601,0.8409
2018-08-20,0.8641,75.625171,-35.973616,0.865
2018-08-21,0.8483,75.625182,-35.973567,0.8398
2018-08-22,0.8296,75.625192,-35.973586,0.6708
2018-08-23,0.8393,75.625197,-35.973611,0.7965
2018-08-24,0.8479,75.62519,-35.973566,0.866
2018-08-25,0.7986,75.625193,-35.973564,0.6331
2018-08-26,0.8114,75.625191,-35.97353,0.8522
2018-08-27,0.7946,75.625192,-35.973544,0.534
2018-08-28,0.8081,75.625198,-35.973552,0.5796
2018-08-29,0.8004,75.625198,-35.973565,0.6528
2018-08-30,0.7262,75.625192,-35.973513,0.5971
2018-08-31,0.8278,75.625206,-35.973626,0.7865
2018-09-01,0.8529,75.625191,-35.973524,0.9013
2018-09-02,0.8712,75.625209,-35.973586,0.9381
2018-09-03,0.8291,75.62519,-35.973526,0.6818
2018-09-04,0.8417,75.625213,-35.973548,0.6289
2018-09-05,0.6418,75.625204,-35.973531,0.6007
2018-09-06,0.8163,75.625205,-35.973525,0.6683
2019-05-01,0.8119,75.625485,-35.972779,0.4443
2019-05-02,0.8215,75.625492,-35.972791,0.6425
2019-05-03,0.7986,75.62549,-35.972779,0.3877
2019-05-04,0.8182,75.625494,-35.972796,0.4968
2019-05-05,0.808,75.625492,-35.97277,0.3826
2019-05-06,0.8423,75.625496,-35.9728,0.7069
2019-05-07,0.8214,75.625493,-35.972765,0.3947
2019-05-08,0.8377,75.625495,-35.972766,0.6959
2019-05-09,0.8075,75.625493,-35.972778,0.5507
2019-05-10,0.7875,75.6255,-35.972764,0.5339
2019-05-11,0.7901,75.625492,-35.972756,0.415
2019-05-12,0.805,75.6255,-35.972749,0.3046
2019-05-13,0.7985,75.625498,-35.972744,0.2576
2019-05-14,0.7939,75.625501,-35.972738,0.2394
2019-05-15,0.8373,75.625504,-35.972728,0.6732
2019-05-16,0.8074,75.625505,-35.972731,0.2419
2019-05-17,0.7996,75.625503,-35.97272,0.2747
2019-05-18,0.8188,75.625505,-35.972736,0.5474
2019-05-19,0.7919,75.625506,-35.972732,0.3026
2019-05-20,0.7926,75.625508,-35.972716,0.2713
2019-05-21,0.7856,75.625509,-35.972721,0.2979
2019-05-22,0.7762,75.625506,-35.9727,0.4442
2019-05-23,0.7914,75.625508,-35.972706,0.3564
2019-05-24,0.787,75.625508,-35.972702,0.25
2019-05-25,0.7867,75.625513,-35.972716,0.2981
2019-05-26,0.7837,75.625512,-35.972702,0.2327
2019-05-27,0.8342,75.62552,-35.972699,0.7687
2019-05-28,0.8212,75.625517,-35.972704,0.6083
2019-05-29,0.797,75.625523,-35.972721,0.2689
2019-05-30,0.7693,75.625526,-35.972724,0.4666
2019-05-31,0.7129,75.625525,-35.972698,0.3353
2019-06-01,0.7634,75.625319,-35.973544,0.265
2019-06-02,0.7602,75.62532,-35.973556,0.2975
2019-06-03,0.7711,75.625321,-35.973565,0.4415
2019-06-04,0.8126,75.625322,-35.973551,0.7402
2019-06-05,0.7775,75.625322,-35.973544,0.2713
2019-06-06,0.7695,75.625321,-35.973509,0.2565
2019-06-07,0.771,75.625327,-35.973538,0.2455
2019-06-08,0.8215,75.625324,-35.973529,0.826
2019-06-09,0.7929,75.625327,-35.973525,0.3787
2019-06-10,0.8211,75.625326,-35.973536,0.5901
2019-06-11,0.7909,75.625327,-35.973513,0.3148
2019-06-12,0.7927,75.625327,-35.97351,0.2557
2019-06-13,0.7825,75.625334,-35.973511,0.2788
2019-06-14,0.8093,75.625334,-35.973514,0.4103
2019-06-15,0.8122,75.625341,-35.973513,0.3873
2019-06-16,0.8439,75.625339,-35.973499,0.6176
2019-06-17,0.8657,75.625342,-35.973519,0.8056
2019-06-18,0.8037,75.625335,-35.973505,0.3292
2019-06-19,0.8095,75.625338,-35.973493,0.3978
2019-06-20,0.8218,75.625342,-35.973487,0.4346
2019-06-21,0.7982,75.625342,-35.973481,0.3102
2019-06-22,0.7879,75.625343,-35.973479,0.2296
2019-06-23,0.8154,75.625346,-35.973487,0.4458
2019-06-24,0.8254,75.62534,-35.97347,0.4545
2019-06-25,0.8069,75.625348,-35.973471,0.4196
2019-06-26,0.8072,75.625349,-35.973482,0.3105
2019-06-27,0.8486,75.625348,-35.973472,0.8226
2019-06-28,0.8556,75.625355,-35.973477,0.7912
2019-06-29,0.839,75.625357,-35.97348,0.7137
2019-06-30,0.8387,75.625349,-35.973455,0.7504
2019-07-01,0.8598,75.625353,-35.973458,0.8029
2019-07-02,0.8426,75.625357,-35.973457,0.8595
2019-07-03,0.8286,75.625356,-35.973443,0.7851
2019-07-04,0.8168,75.625352,-35.973442,0.6715
2019-07-05,0.8092,75.62536,-35.973418,0.5693
2019-07-06,0.7952,75.625359,-35.973448,0.4742
2019-07-07,0.7946,75.62536,-35.973417,0.4794
2019-07-08,0.8041,75.625363,-35.97342,0.4725
2019-07-09,0.8317,75.625357,-35.973436,0.8048
2019-07-10,0.8587,75.625366,-35.973438,0.9141
2019-07-11,0.8377,75.625365,-35.973424,0.7947
2019-07-12,0.7916,75.625362,-35.97342,0.3286
2019-07-13,0.7698,75.625365,-35.973413,0.27
2019-07-14,0.832,75.625371,-35.973413,0.7234
2019-07-15,0.7786,75.625368,-35.973413,0.2718
2019-07-16,0.7724,75.625378,-35.973392,0.2259
2019-07-17,0.7699,75.62537,-35.97341,0.3079
2019-07-18,0.8207,75.625372,-35.9734,0.6702
2019-07-19,0.8204,75.625375,-35.973393,0.5146
2019-07-20,0.81,75.625377,-35.973388,0.4009
2019-07-21,0.8267,75.625378,-35.973386,0.5933
2019-07-22,0.8375,75.625378,-35.973395,0.6333
2019-07-23,0.806,75.625381,-35.973386,0.5867
2019-07-24,0.7886,75.625376,-35.973379,0.4834
2019-07-25,0.7821,75.625385,-35.973382,0.3158
2019-07-26,0.7777,75.625383,-35.973382,0.3422
2019-07-27,0.7898,75.625384,-35.973371,0.4312
2019-07-28,0.8236,75.625387,-35.973379,0.5728
2019-07-29,0.7974,75.625386,-35.973357,0.3603
2019-07-30,0.8031,75.62539,-35.973366,0.3388
2019-07-31,0.795,75.625391,-35.973375,0.3299
2019-08-01,0.7877,75.625389,-35.973363,0.324
2019-08-02,0.7757,75.625389,-35.97335,0.3112
2019-08-03,0.7694,75.625394,-35.973342,0.3609
2019-08-04,0.7624,75.625393,-35.973349,0.4308
2019-08-05,0.7906,75.625398,-35.973354,0.6561
2019-08-06,0.7506,75.625393,-35.97332,0.5263
2019-08-07,0.7679,75.625401,-35.973335,0.3988
2019-08-08,0.8376,75.625397,-35.973342,0.8363
2019-08-09,0.8222,75.625398,-35.973337,0.8039
2019-08-10,0.8379,75.625398,-35.973331,0.7474
2019-08-11,0.8299,75.625401,-35.973328,0.7662
2019-08-12,0.845,75.625404,-35.973328,0.9005
2019-08-13,0.767,75.625404,-35.973319,0.4578
2019-08-14,0.8646,75.625403,-35.973315,0.7767
2019-08-15,0.8655,75.625406,-35.973318,0.9409
2019-08-16,0.8474,75.625407,-35.973318,0.7203
2019-08-17,0.7892,75.625409,-35.973297,0.7203
2019-08-18,0.8489,75.62541,-35.973301,0.8862
2019-08-19,0.8428,75.625412,-35.973299,0.7735
2019-08-20,0.8165,75.62541,-35.973303,0.7605
2019-08-21,0.8156,75.625411,-35.973288,0.7508
2019-08-22,0.8377,75.625419,-35.973286,0.8201
2019-08-23,0.8222,75.625414,-35.9733,0.7371
2019-08-24,0.743,75.625416,-35.973289,0.647
2019-08-25,0.8558,75.625418,-35.973284,0.8771
2019-08-26,0.827,75.625417,-35.973276,0.5462
2019-08-27,0.8331,75.625422,-35.973273,0.826
2019-08-28,0.8114,75.625423,-35.973256,0.61
2019-08-29,0.8384,75.625422,-35.973268,0.8776
2019-08-30,0.8765,75.625422,-35.973279,0.9279
2019-08-31,0.8662,75.625424,-35.973266,0.9599
2019-09-01,0.8546,75.62543,-35.973265,0.8161
2019-09-02,0.8395,75.625427,-35.973249,0.8854
2019-09-03,0.827,75.625429,-35.973249,0.7356
2019-09-04,0.6714,75.625428,-35.973243,0.6002
2019-09-05,0.6858,75.62543,-35.973239,0.6784
2019-09-06,0.6414,75.62543,-35.97324,0.8435
2019-09-07,0.8117,75.625436,-35.973246,0.7984
2019-09-08,0.9545,75.625435,-35.973234,0.9135
2020-05-01,0.7994,75.625711,-35.972497,0.454
2020-05-02,0.8016,75.625715,-35.972498,0.419
2020-05-03,0.802,75.625711,-35.972495,0.5238
2020-05-04,0.7884,75.625707,-35.972472,0.311
2020-05-05,0.7612,75.625715,-35.972488,0.3133
2020-05-06,0.7888,75.625711,-35.972462,0.2764
2020-05-07,0.7737,75.625714,-35.972475,0.2655
2020-05-08,0.7667,75.625722,-35.972471,0.2309
2020-05-09,0.7922,75.62572,-35.972469,0.3954
2020-05-10,0.7859,75.625722,-35.97245,0.2349
2020-05-11,0.7883,75.625723,-35.972461,0.341
2020-05-12,0.8651,75.625723,-35.972478,0.8304
2020-05-13,0.8018,75.625726,-35.972449,0.3086
2020-05-14,0.8045,75.625722,-35.972455,0.4446
2020-05-15,0.8094,75.625725,-35.97246,0.5767
2020-05-16,0.8122,75.625732,-35.972454,0.7868
2020-05-17,0.7732,75.625726,-35.972442,0.3297
2020-05-18,0.7855,75.625728,-35.972434,0.2099
2020-05-19,0.7851,75.625739,-35.972441,0.2206
2020-05-20,0.7565,75.625732,-35.972444,0.2493
2020-05-21,0.7751,75.625738,-35.972441,0.2613
2020-05-22,0.7919,75.625739,-35.972446,0.4002
2020-05-23,0.7858,75.625737,-35.972436,0.4866
2020-05-24,0.7985,75.625739,-35.972424,0.5023
2020-05-25,0.7637,75.625739,-35.972409,0.3927
2020-05-26,0.7791,75.625742,-35.972399,0.3025
2020-05-27,0.7409,75.62574,-35.972405,0.3602
2020-05-28,0.7783,75.625748,-35.972406,0.3952
2020-05-29,0.7725,75.625745,-35.972417,0.3271
2020-05-30,0.7822,75.625748,-35.972415,0.282
2020-05-31,0.7821,75.625748,-35.972416,0.3364
2020-06-01,0.7719,75.625747,-35.972406,0.2568
2020-06-02,0.7748,75.625754,-35.97238,0.2765
2020-06-03,0.7903,75.625755,-35.972417,0.393
2020-06-04,0.7926,75.625747,-35.972398,0.4119
2020-06-05,0.8083,75.625751,-35.972395,0.3446
2020-06-06,0.8041,75.625755,-35.972387,0.2231
2020-06-07,0.7839,75.625757,-35.972363,0.3873
2020-06-08,0.8167,75.625754,-35.972376,0.4043
2020-06-09,0.8125,75.625759,-35.972377,0.4076
2020-06-10,0.8015,75.625757,-35.972361,0.2638
2020-06-11,0.8324,75.625763,-35.972367,0.6131
2020-06-12,0.8348,75.625764,-35.972361,0.6914
2020-06-13,0.8641,75.625767,-35.972357,0.718
2020-06-14,0.8203,75.625763,-35.972352,0.5571
2020-06-15,0.8026,75.625765,-35.972346,0.3857
2020-06-16,0.8396,75.625769,-35.972353,0.7592
2020-06-17,0.8098,75.625769,-35.972354,0.5407
2020-06-18,0.7975,75.625766,-35.97235,0.2299
2020-06-19,0.7998,75.625769,-35.972359,0.3292
2020-06-20,0.7893,75.625769,-35.97235,0.2949
2020-06-21,0.829,75.625772,-35.972347,0.6234
2020-06-22,0.8542,75.625778,-35.972345,0.7413
2020-06-23,0.8654,75.625774,-35.972322,0.8356
2020-06-24,0.8327,75.625779,-35.972317,0.5834
2020-06-25,0.8275,75.625779,-35.972323,0.5944
2020-06-26,0.8522,75.625777,-35.972312,0.8745
2020-06-27,0.8004,75.62578,-35.972325,0.4334
2020-06-28,0.8278,75.62578,-35.972325,0.6928
2020-06-29,0.7942,75.625784,-35.972322,0.3825
2020-06-30,0.8578,75.625783,-35.972308,0.8972
2020-07-01,0.828,75.62579,-35.972316,0.8105
2020-07-02,0.8169,75.625786,-35.972316,0.7637
2020-07-03,0.8259,75.625782,-35.972303,0.7356
2020-07-04,0.8,75.625788,-35.9723,0.6243
2020-07-05,0.8383,75.625791,-35.972303,0.7835
2020-07-06,0.8101,75.625786,-35.972292,0.7105
2020-07-07,0.8128,75.625792,-35.972286,0.6823
2020-07-08,0.81,75.625792,-35.972285,0.5599
2020-07-09,0.8492,75.625793,-35.972274,0.7887
2020-07-10,0.8289,75.625797,-35.97229,0.5534
2020-07-11,0.8193,75.625797,-35.972264,0.6802
2020-07-12,0.8927,75.625794,-35.972273,0.8952
2020-07-13,0.8169,75.625805,-35.972278,0.4542
2020-07-14,0.8006,75.625801,-35.972269,0.2437
2020-07-15,0.7951,75.625806,-35.972263,0.577
2020-07-16,0.8381,75.625804,-35.97224,0.7588
2020-07-17,0.8098,75.625796,-35.972255,0.6346
2020-07-18,0.7862,75.625802,-35.972239,0.4687
2020-07-19,0.844,75.625805,-35.972263,0.7793
2020-07-20,0.8499,75.625809,-35.972254,0.7477
2020-07-21,0.8437,75.625808,-35.972252,0.769
2020-07-22,0.8451,75.625807,-35.972242,0.7784
2020-07-23,0.8488,75.625806,-35.972226,0.8177
2020-07-24,0.8315,75.625815,-35.972234,0.6448
2020-07-25,0.8201,75.625813,-35.972216,0.4885
2020-07-26,0.8664,75.625816,-35.972221,0.9385
2020-07-27,0.867,75.625813,-35.972221,0.8143
2020-07-28,0.8607,75.625816,-35.972212,0.7911
2020-07-29,0.879,75.625812,-35.972209,0.9002
2020-07-30,0.8468,75.625824,-35.972224,0.7325
2020-07-31,0.8077,75.62582,-35.972217,0.3962
2020-08-01,0.7975,75.625816,-35.972196,0.2918
2020-08-02,0.7683,75.625817,-35.972191,0.581
2020-08-03,0.7991,75.62582,-35.972203,0.4419
2020-08-04,0.8036,75.625821,-35.972195,0.5871
2020-08-05,0.846,75.625828,-35.972197,0.6629
2020-08-06,0.8433,75.625827,-35.97219,0.6351
2020-08-07,0.8636,75.625825,-35.972192,0.7547
2020-08-08,0.8568,75.625832,-35.972187,0.7109
2020-08-09,0.8186,75.625835,-35.972199,0.5002
2020-08-10,0.7614,75.625826,-35.972174,0.6765
2020-08-11,0.8568,75.625831,-35.97218,0.6992
2020-08-12,0.8132,75.625832,-35.972167,0.4431
2020-08-13,0.8856,75.62583,-35.972165,0.9123
2020-08-14,0.8739,75.625833,-35.97217,0.9299
2020-08-15,0.8571,75.625837,-35.972171,0.8098
2020-08-16,0.8523,75.625837,-35.972161,0.7143
2020-08-17,0.836,75.625829,-35.972149,0.6366
2020-08-18,0.8103,75.625837,-35.972148,0.5643
2020-08-19,0.8526,75.625836,-35.972149,0.7587
