date,site,alb_s3,alb_AWS,cloud
2020-07-12,THU_U2,0.716,0.6773,0.1437
2020-07-12,UPE_L,nan,0.577,0.5838
2020-07-13,CEN1,0.829,0.7734,0.2146
2020-07-13,EGP,0.869,0.8169,0.4542
2020-07-13,KAN_L,nan,0.5479,0.3598
2020-07-13,KPC_L,nan,0.3135,0.9593
2020-07-13,NUK_K,nan,0.6047,0.0219
2020-07-13,NUK_L,nan,0.2308,0.3977
2020-07-13,QAS_L,nan,0.2189,0.9998
2020-07-13,QAS_M,nan,0.423,1.0
2020-07-13,QAS_U,nan,0.7621,1.0
2020-07-13,SCO_L,nan,0.3648,0.9834
2020-07-13,SCO_U,nan,0.7367,0.9745
2020-07-13,THU_L,0.563,0.3883,0.0846
2020-07-13,THU_U,0.691,0.6617,0.0859
2020-07-13,THU_U2,0.726,0.6807,0.1595
2020-07-13,UPE_L,nan,0.565,0.8203
2020-07-14,CEN1,nan,0.8468,0.8698
2020-07-14,EGP,0.857,0.8006,0.2437
2020-07-14,KAN_L,nan,0.4993,0.6102
2020-07-14,KPC_L,nan,0.3009,0.6356
2020-07-14,KPC_U,nan,0.9603,0.4132
2020-07-14,NUK_K,nan,0.6032,0.1456
2020-07-14,NUK_L,nan,0.252,0.4122
2020-07-14,QAS_L,nan,0.2285,1.0
2020-07-14,QAS_M,nan,0.3989,0.9994
2020-07-14,QAS_U,nan,0.7208,0.9861
2020-07-14,SCO_L,nan,0.3919,0.7034
2020-07-14,SCO_U,nan,0.6731,0.686
2020-07-14,THU_L,nan,0.3745,0.6245
2020-07-14,THU_U,nan,0.7542,0.6581
2020-07-14,THU_U2,nan,0.8014,0.7656
2020-07-14,UPE_L,nan,0.5637,0.8485
2020-07-15,CEN1,nan,0.864,0.8601
2020-07-15,EGP,nan,0.7951,0.577
2020-07-15,KAN_L,0.551,0.5171,0.5767
2020-07-15,KPC_L,nan,0.2917,0.001
2020-07-15,KPC_U,nan,0.9125,0.3947
2020-07-15,NUK_K,nan,0.6077,0.0784
2020-07-15,NUK_L,0.447,0.2505,0.2288
2020-07-15,QAS_L,nan,0.2424,0.6819
2020-07-15,QAS_M,0.460,0.3952,0.493
2020-07-15,QAS_U,0.679,0.667,0.4175
2020-07-15,SCO_L,nan,0.3675,0.9192
2020-07-15,SCO_U,nan,0.468,0.8757
2020-07-15,THU_L,nan,0.3406,0.904
2020-07-15,THU_U,nan,0.7529,0.9564
2020-07-15,THU_U2,nan,0.825,0.9745
2020-07-15,UPE_L,nan,0.5429,0.8393
2020-07-16,CEN1,nan,0.8271,0.7718
2020-07-16,EGP,nan,0.8381,0.7588
2020-07-16,KAN_L,nan,0.4676,0.7406
2020-07-16,KPC_L,nan,0.2625,0.3612
2020-07-16,KPC_U,nan,0.9591,0.5891
2020-07-16,NUK_K,nan,0.5948,0.2828
2020-07-16,NUK_L,nan,0.2446,0.606
2020-07-16,QAS_L,nan,0.2242,0.3494
2020-07-16,QAS_M,nan,0.3371,0.3155
2020-07-16,QAS_U,nan,0.6803,0.2432
2020-07-16,SCO_L,nan,0.3514,0.9109
2020-07-16,SCO_U,nan,0.3794,0.8165
2020-07-16,THU_L,0.461,0.2739,0.6965
2020-07-16,THU_U,nan,0.652,0.8778
2020-07-16,THU_U2,nan,0.769,0.9405
2020-07-16,UPE_L,0.530,0.5218,0.439
2020-07-17,CEN1,nan,0.8213,0.6917
2020-07-17,EGP,0.866,0.8098,0.6346
2020-07-17,KAN_L,0.467,0.4942,0.2981
2020-07-17,KPC_L,nan,0.2528,0.2656
2020-07-17,KPC_U,nan,0.9044,0.5373
2020-07-17,NUK_K,nan,0.587,0.0
2020-07-17,NUK_L,0.376,0.2303,0.1111
2020-07-17,QAS_L,nan,0.2189,0.1583
2020-07-17,QAS_M,0.412,0.2899,0.1663
2020-07-17,QAS_U,0.663,0.6581,0.1557
2020-07-17,SCO_L,nan,0.3215,0.7866
2020-07-17,SCO_U,nan,0.3664,0.6732
2020-07-17,THU_L,nan,0.2655,0.8066
2020-07-17,THU_U,nan,0.6443,0.8894
2020-07-17,THU_U2,nan,0.8091,0.9275
2020-07-17,UPE_L,0.539,0.5287,0.212
2020-07-18,CEN1,nan,0.7963,0.697
2020-07-18,EGP,0.850,0.7862,0.4687
2020-07-18,KAN_L,0.498,0.5055,0.0788
2020-07-18,KPC_L,nan,0.2509,0.3145
2020-07-18,KPC_U,0.579,0.8746,0.55
2020-07-18,NUK_K,nan,0.5783,0.0153
2020-07-18,NUK_L,nan,0.2119,0.1499
2020-07-18,QAS_L,nan,0.2304,0.5365
2020-07-18,QAS_M,nan,0.3043,0.5263
2020-07-18,QAS_U,nan,0.6634,0.4804
2020-07-18,SCO_L,nan,0.3208,0.5045
2020-07-18,SCO_U,nan,0.3648,0.3691
2020-07-18,THU_L,nan,0.2534,0.4933
2020-07-18,THU_U,nan,0.5677,0.4354
2020-07-18,THU_U2,nan,0.7142,0.4748
2020-07-18,UPE_L,0.513,0.5122,0.1623
2020-07-18,UPE_U,0.562,0.6595,0.6667
2020-07-19,CEN1,nan,0.8521,0.7849
2020-07-19,EGP,nan,0.844,0.7793
2020-07-19,KAN_L,nan,0.4489,0.5498
2020-07-19,KPC_L,nan,0.2546,0.6439
2020-07-19,KPC_U,nan,0.9341,0.7636
2020-07-19,NUK_K,nan,0.5717,0.5106
2020-07-19,NUK_L,nan,0.2181,0.538
2020-07-19,QAS_L,nan,0.2291,0.5186
2020-07-19,QAS_M,nan,0.3097,0.5208
2020-07-19,QAS_U,0.733,0.6547,0.441
2020-07-19,SCO_L,nan,0.3561,0.4071
2020-07-19,SCO_U,nan,0.3631,0.3161
2020-07-19,THU_L,nan,0.2952,0.5792
2020-07-19,THU_U,nan,0.598,0.5801
2020-07-19,THU_U2,nan,0.7509,0.6273
2020-07-19,UPE_L,0.440,0.5051,0.1427
2020-07-20,CEN1,0.852,0.8031,0.4391
2020-07-20,EGP,nan,0.8499,0.7477
2020-07-20,KAN_L,nan,0.4865,0.3567
2020-07-20,KPC_L,nan,0.2666,0.6849
2020-07-20,KPC_U,nan,0.9594,0.8337
2020-07-20,NUK_K,nan,0.5551,0.5418
2020-07-20,NUK_L,nan,0.2122,0.6168
2020-07-20,QAS_L,nan,0.2333,0.6745
2020-07-20,QAS_M,nan,0.2986,0.6978
2020-07-20,QAS_U,nan,0.6919,0.6231
2020-07-20,SCO_L,nan,0.367,0.5951
2020-07-20,SCO_U,0.389,0.3749,0.4263
2020-07-20,THU_L,0.432,0.2733,0.5928
2020-07-20,THU_U,0.511,0.539,0.6288
2020-07-20,THU_U2,0.710,0.5269,0.6478
2020-07-20,UPE_L,0.545,0.5216,0.16
2020-07-21,CEN1,nan,0.8016,0.4178
2020-07-21,EGP,nan,0.8437,0.769
2020-07-21,KAN_L,nan,0.4631,0.835
2020-07-21,KPC_L,nan,0.2757,0.5081
2020-07-21,KPC_U,nan,0.9781,0.7829
2020-07-21,NUK_K,nan,0.4301,0.5039
2020-07-21,NUK_L,nan,0.202,0.6455
2020-07-21,QAS_L,nan,0.2492,0.578
2020-07-21,QAS_M,nan,0.2881,0.5741
2020-07-21,QAS_U,0.725,0.6607,0.4591
2020-07-21,SCO_L,nan,0.3591,0.7854
2020-07-21,SCO_U,nan,0.4046,0.7974
2020-07-21,THU_L,0.460,0.2967,0.3477
2020-07-21,THU_U,0.564,0.5724,0.3038
2020-07-21,THU_U2,0.707,0.643,0.3811
2020-07-21,UPE_L,nan,0.5498,0.8257
2020-07-22,CEN1,0.827,0.7761,0.1778
2020-07-22,EGP,nan,0.8451,0.7784
2020-07-22,KAN_L,0.461,0.461,0.3936
2020-07-22,KPC_L,nan,0.2643,0.6173
2020-07-22,KPC_U,nan,0.9737,0.7979
2020-07-22,NUK_K,0.438,0.3382,0.0164
2020-07-22,NUK_L,0.381,0.1863,0.2044
2020-07-22,QAS_L,nan,0.2279,0.5415
2020-07-22,QAS_M,nan,0.2698,0.5266
2020-07-22,QAS_U,nan,0.6707,0.4675
2020-07-22,SCO_L,nan,0.3695,0.6936
2020-07-22,SCO_U,nan,0.3793,0.6568
2020-07-22,THU_L,0.380,0.3102,0.0804
2020-07-22,THU_U,0.560,0.5769,0.0811
2020-07-22,THU_U2,0.607,0.6256,0.1149
2020-07-22,UPE_L,0.504,0.5055,0.39
2020-07-23,CEN1,0.824,0.762,0.1244
2020-07-23,EGP,nan,0.8488,0.8177
2020-07-23,KAN_L,0.488,0.4655,0.288
2020-07-23,KPC_L,nan,0.2541,0.6458
2020-07-23,KPC_U,nan,0.9397,0.836
2020-07-23,NUK_K,nan,0.2687,0.5012
2020-07-23,NUK_L,nan,0.2046,0.4056
2020-07-23,QAS_L,nan,0.2296,0.9839
2020-07-23,QAS_M,nan,0.2838,0.9932
2020-07-23,QAS_U,nan,0.7446,0.983
2020-07-23,SCO_L,nan,0.3508,0.7581
2020-07-23,SCO_U,nan,0.369,0.7615
2020-07-23,THU_L,0.353,0.3127,0.1217
2020-07-23,THU_U,0.551,0.5909,0.077
2020-07-23,THU_U2,0.643,0.6381,0.1655
2020-07-23,UPE_L,0.541,0.5099,0.2017
2020-07-24,CEN1,0.816,0.7609,0.1906
2020-07-24,EGP,nan,0.8315,0.6448
2020-07-24,KAN_L,nan,0.4582,0.9384
2020-07-24,KPC_L,nan,0.26,0.1528
2020-07-24,KPC_U,0.581,0.8518,0.5306
2020-07-24,NUK_K,nan,0.276,0.8888
2020-07-24,NUK_L,nan,0.2387,0.9481
2020-07-24,QAS_L,nan,0.225,0.8765
2020-07-24,QAS_M,nan,0.2576,0.8442
2020-07-24,QAS_U,nan,0.6624,0.8102
2020-07-24,SCO_L,nan,0.3547,0.8395
2020-07-24,SCO_U,nan,0.3736,0.9028
2020-07-24,THU_L,0.389,0.3314,0.052
2020-07-24,THU_U,0.566,0.6027,0.0384
2020-07-24,THU_U2,0.711,0.654,0.1029
2020-07-24,UPE_L,nan,0.5395,0.7054
2020-07-25,CEN1,nan,0.8252,0.5736
2020-07-25,EGP,nan,0.8201,0.4885
2020-07-25,KAN_L,nan,0.4864,0.9886
2020-07-25,KPC_L,nan,0.2531,0.1843
2020-07-25,KPC_U,nan,0.8694,0.5082
2020-07-25,NUK_K,nan,0.3037,0.9334
2020-07-25,NUK_L,nan,0.2331,0.9941
2020-07-25,QAS_L,nan,0.2377,0.946
2020-07-25,QAS_M,nan,0.2732,0.9467
2020-07-25,QAS_U,nan,0.6948,0.9306
2020-07-25,SCO_L,nan,0.3745,0.6512
2020-07-25,SCO_U,nan,0.387,0.5495
2020-07-25,THU_L,nan,0.3516,0.1317
2020-07-25,THU_U,nan,0.6127,0.0438
2020-07-25,THU_U2,0.779,0.6648,0.1197
2020-07-25,UPE_L,nan,0.5654,0.8238
2020-07-26,CEN1,0.827,0.7776,0.2072
2020-07-26,EGP,nan,0.8664,0.9385
2020-07-26,KAN_L,nan,0.5121,0.9898
2020-07-26,KPC_L,nan,0.2549,0.9404
2020-07-26,KPC_U,nan,0.8847,0.9961
2020-07-26,NUK_K,nan,0.2554,0.5746
2020-07-26,NUK_L,nan,0.2082,0.8988
2020-07-26,QAS_L,nan,0.2432,0.8208
2020-07-26,QAS_M,nan,0.2918,0.744
2020-07-26,QAS_U,nan,0.6335,0.6232
2020-07-26,SCO_L,nan,0.3773,0.1948
2020-07-26,SCO_U,nan,0.4094,0.0996
2020-07-26,THU_L,nan,0.3266,0.152
2020-07-26,THU_U,nan,0.6104,0.1369
2020-07-26,THU_U2,nan,0.6829,0.1777
2020-07-26,UPE_L,nan,0.5317,0.7633
2020-07-27,CEN1,0.828,0.7672,0.1904
2020-07-27,EGP,nan,0.867,0.8143
2020-07-27,KAN_L,nan,0.5097,0.9816
2020-07-27,KPC_L,nan,0.2418,0.386
2020-07-27,KPC_U,nan,0.8148,0.6556
2020-07-27,NUK_K,nan,0.3149,0.9037
2020-07-27,NUK_L,nan,0.2287,0.9728
2020-07-27,QAS_L,nan,0.2456,0.9682
2020-07-27,QAS_M,nan,0.2849,0.8437
2020-07-27,QAS_U,nan,0.6551,0.6296
2020-07-27,SCO_L,nan,0.346,0.8504
2020-07-27,SCO_U,nan,0.3979,0.7628
2020-07-27,THU_L,nan,0.3314,0.0402
2020-07-27,THU_U,nan,0.5953,0.0353
2020-07-27,THU_U2,nan,0.6436,0.1042
2020-07-27,UPE_L,nan,0.5418,0.2811
2020-07-27,UPE_U,nan,0.4906,1.0
2020-07-28,CEN1,0.819,0.7647,0.2013
2020-07-28,EGP,nan,0.8607,0.7911
2020-07-28,KAN_L,nan,0.4672,0.887
2020-07-28,KPC_L,nan,0.2468,0.5256
2020-07-28,KPC_U,nan,0.8544,0.6534
2020-07-28,NUK_K,nan,0.2972,0.9985
2020-07-28,NUK_L,nan,0.2276,0.9581
2020-07-28,QAS_L,nan,0.2358,1.0
2020-07-28,QAS_M,nan,0.2539,1.0
2020-07-28,QAS_U,nan,0.6982,0.9968
2020-07-28,SCO_L,nan,0.3362,0.6412
2020-07-28,SCO_U,nan,0.3869,0.5488
2020-07-28,THU_L,nan,0.3534,0.1526
2020-07-28,THU_U,nan,0.6022,0.1304
2020-07-28,THU_U2,0.722,0.6787,0.2031
2020-07-28,UPE_L,nan,0.5549,0.5901
2020-07-28,UPE_U,nan,0.4881,0.6176
2020-07-29,CEN1,0.818,0.7599,0.193
2020-07-29,EGP,nan,0.879,0.9002
2020-07-29,KAN_L,0.525,0.5189,0.2386
2020-07-29,KPC_L,nan,0.2668,0.6348
2020-07-29,KPC_U,nan,0.9064,0.78
2020-07-29,NUK_K,nan,0.2872,1.0
2020-07-29,NUK_L,nan,0.2181,0.8431
2020-07-29,QAS_L,nan,0.2566,0.8187
2020-07-29,QAS_M,nan,0.2481,0.7775
2020-07-29,QAS_U,0.658,0.6401,0.8018
2020-07-29,SCO_L,nan,0.3289,0.7959
2020-07-29,SCO_U,nan,0.3585,0.8427
2020-07-29,THU_L,0.403,0.3659,0.0917
2020-07-29,THU_U,0.577,0.607,0.0667
2020-07-29,THU_U2,0.777,0.6555,0.1314
2020-07-29,UPE_L,nan,0.5363,0.8143
2020-07-29,UPE_U,nan,0.429,0.1599
2020-07-30,CEN1,0.815,0.7551,0.16
2020-07-30,EGP,nan,0.8468,0.7325
2020-07-30,KAN_L,nan,0.53,0.5268
2020-07-30,KPC_L,nan,0.2577,0.0462
2020-07-30,KPC_U,nan,0.8398,0.4687
2020-07-30,NUK_K,nan,0.3064,0.9998
2020-07-30,NUK_L,nan,0.2272,0.723
2020-07-30,QAS_L,nan,0.2475,0.9994
2020-07-30,QAS_M,nan,0.2586,0.9929
2020-07-30,QAS_U,nan,0.6814,0.9926
2020-07-30,SCO_L,nan,0.343,0.9314
2020-07-30,SCO_U,nan,0.382,0.9653
2020-07-30,THU_L,nan,0.3635,0.1774
2020-07-30,THU_U,0.751,0.6094,0.1853
2020-07-30,THU_U2,nan,0.738,0.3935
2020-07-30,UPE_L,nan,0.5428,0.6702
2020-07-31,CEN1,nan,0.7745,0.3137
2020-07-31,EGP,0.851,0.8077,0.3962
2020-07-31,KAN_L,nan,0.5136,0.7192
2020-07-31,KPC_L,nan,0.2608,0.9398
2020-07-31,KPC_U,nan,0.85,0.442
2020-07-31,NUK_K,nan,0.2897,0.9636
2020-07-31,NUK_L,nan,0.2249,0.7687
2020-07-31,QAS_L,nan,0.251,0.8501
2020-07-31,QAS_M,nan,0.253,0.8009
2020-07-31,QAS_U,nan,0.6387,0.8009
2020-07-31,SCO_L,nan,0.3408,0.7319
2020-07-31,SCO_U,0.411,0.3766,0.5728
2020-07-31,THU_L,0.442,0.3779,0.114
2020-07-31,THU_U,0.813,0.6329,0.1078
2020-07-31,THU_U2,0.827,0.6728,0.3227
2020-07-31,UPE_L,nan,0.531,0.5297
2020-07-31,UPE_U,nan,0.447,0.5
2020-08-01,CEN1,nan,0.8069,0.7096
2020-08-01,EGP,0.849,0.7975,0.2918
2020-08-01,KAN_L,nan,0.4817,0.9241
2020-08-01,KPC_L,nan,0.27,0.3383
2020-08-01,KPC_U,0.627,0.9144,0.4348
2020-08-01,NUK_K,nan,0.2989,0.9816
2020-08-01,NUK_L,nan,0.2183,0.9098
2020-08-01,QAS_L,nan,0.2469,0.6316
2020-08-01,QAS_M,nan,0.2884,0.6242
2020-08-01,QAS_U,nan,0.6348,0.6426
2020-08-01,SCO_L,nan,0.3912,0.9032
2020-08-01,SCO_U,nan,0.4094,0.9507
2020-08-01,THU_L,nan,0.3654,0.4641
2020-08-01,THU_U,nan,0.6379,0.4724
2020-08-01,THU_U2,nan,0.7179,0.4754
2020-08-01,UPE_L,0.531,0.534,0.0672
2020-08-01,UPE_U,0.578,0.5995,0.4352
2020-08-02,CEN1,nan,0.903,0.9291
2020-08-02,EGP,0.842,0.7683,0.581
2020-08-02,KAN_L,nan,0.468,0.5819
2020-08-02,KPC_L,nan,0.282,0.099
2020-08-02,KPC_U,nan,0.8959,0.4314
2020-08-02,NUK_K,nan,0.2817,0.9979
2020-08-02,NUK_L,nan,0.2119,0.9578
2020-08-02,QAS_L,nan,0.2512,0.9662
2020-08-02,QAS_M,nan,0.2637,0.9814
2020-08-02,QAS_U,nan,0.6683,0.9763
2020-08-02,SCO_L,nan,0.3604,0.8678
2020-08-02,SCO_U,nan,0.3814,0.8992
2020-08-02,THU_L,nan,0.7283,0.8716
2020-08-02,THU_U,nan,0.7343,0.8878
2020-08-02,THU_U2,nan,0.875,0.9129
2020-08-02,UPE_L,nan,0.5523,0.0906
2020-08-02,UPE_U,nan,0.4312,0.5096
2020-08-03,CEN1,nan,0.8835,0.8543
2020-08-03,EGP,0.834,0.7991,0.4419
2020-08-03,KAN_L,nan,0.5245,0.5189
2020-08-03,KPC_L,nan,0.2893,0.0
2020-08-03,KPC_U,nan,0.8497,0.3869
2020-08-03,NUK_K,nan,0.2956,0.6442
2020-08-03,NUK_L,nan,0.2029,0.9031
2020-08-03,QAS_L,nan,0.248,0.847
2020-08-03,QAS_M,nan,0.2557,0.8728
2020-08-03,QAS_U,nan,0.6461,0.9612
2020-08-03,SCO_L,nan,0.3792,0.574
2020-08-03,SCO_U,nan,0.3847,0.5881
2020-08-03,THU_L,nan,0.7641,0.7829
2020-08-03,THU_U,nan,0.7815,0.8534
2020-08-03,THU_U2,nan,0.8984,0.8124
2020-08-03,UPE_L,nan,0.5631,0.7768
2020-08-03,UPE_U,nan,0.5181,0.3302
2020-08-04,CEN1,nan,0.8538,0.6334
2020-08-04,EGP,0.832,0.8036,0.5871
2020-08-04,KAN_L,nan,0.5605,0.6764
2020-08-04,KPC_L,nan,0.3034,0.177
2020-08-04,KPC_U,0.719,0.8762,0.5494
2020-08-04,NUK_K,nan,0.3388,0.4374
2020-08-04,NUK_L,nan,0.2201,0.8243
2020-08-04,QAS_L,nan,0.2699,0.6377
2020-08-04,QAS_M,0.342,0.2564,0.6102
2020-08-04,QAS_U,nan,0.5702,0.5362
2020-08-04,SCO_L,nan,0.4121,0.8754
2020-08-04,SCO_U,nan,0.3858,0.9092
2020-08-04,THU_L,nan,0.7568,0.6524
2020-08-04,THU_U,nan,0.8166,0.6921
2020-08-04,THU_U2,nan,0.8799,0.7216
2020-08-04,UPE_L,nan,0.5781,0.9886
2020-08-04,UPE_U,nan,0.6864,0.0
2020-08-05,CEN1,0.858,0.7833,0.5261
2020-08-05,EGP,nan,0.846,0.6629
2020-08-05,KAN_L,0.520,0.5204,0.4344
2020-08-05,KPC_L,nan,0.2866,0.0602
2020-08-05,KPC_U,nan,0.8755,0.4953
2020-08-05,NUK_K,nan,0.3449,0.4756
2020-08-05,NUK_L,0.337,0.2153,0.2667
2020-08-05,QAS_L,nan,0.2795,0.3765
2020-08-05,QAS_M,nan,0.2672,0.3522
2020-08-05,QAS_U,nan,0.5833,0.3156
2020-08-05,SCO_L,nan,0.3856,0.8796
2020-08-05,SCO_U,nan,0.3637,0.9108
2020-08-05,THU_L,0.858,0.6759,0.1544
2020-08-05,THU_U,0.865,0.7631,0.168
2020-08-05,THU_U2,0.853,0.7658,0.2203
2020-08-05,UPE_L,nan,0.5828,0.9008
2020-08-05,UPE_U,nan,0.7324,0.5
2020-08-06,CEN1,0.852,0.7722,0.3888
2020-08-06,EGP,nan,0.8433,0.6351
2020-08-06,KAN_L,nan,0.564,0.4748
2020-08-06,KPC_L,0.344,0.2746,0.0133
2020-08-06,KPC_U,0.631,0.8579,0.4758
2020-08-06,NUK_K,nan,0.3492,0.3753
2020-08-06,NUK_L,0.361,0.2058,0.2966
2020-08-06,QAS_L,nan,0.2517,0.8143
2020-08-06,QAS_M,nan,0.2783,0.8084
2020-08-06,QAS_U,nan,0.5736,0.771
2020-08-06,SCO_L,nan,0.3871,0.8676
2020-08-06,SCO_U,nan,0.3451,0.9053
2020-08-06,THU_L,0.822,0.6249,0.0725
2020-08-06,THU_U,0.845,0.7554,0.0875
2020-08-06,THU_U2,0.834,0.7622,0.1375
2020-08-06,UPE_L,nan,0.5766,0.9603
2020-08-06,UPE_U,nan,0.8161,0.5
2020-08-07,CEN1,0.848,0.7912,0.2064
2020-08-07,EGP,nan,0.8636,0.7547
2020-08-07,KAN_L,nan,0.5192,0.8407
2020-08-07,KPC_L,nan,0.2625,0.5158
2020-08-07,KPC_U,nan,0.9286,0.7411
2020-08-07,NUK_K,nan,0.3398,0.9999
2020-08-07,NUK_L,nan,0.2427,0.9748
2020-08-07,QAS_L,nan,0.223,0.9965
2020-08-07,QAS_M,nan,0.2729,0.9985
2020-08-07,QAS_U,nan,0.5395,0.9953
2020-08-07,SCO_L,nan,0.3789,0.9156
2020-08-07,SCO_U,nan,0.3525,0.9304
2020-08-07,THU_L,nan,0.5452,0.2514
2020-08-07,THU_U,nan,0.7256,0.2582
2020-08-07,THU_U2,nan,0.8171,0.3191
2020-08-07,UPE_L,nan,0.5723,0.709
2020-08-07,UPE_U,nan,0.6825,0.626
2020-08-08,CEN1,0.841,0.7596,0.2083
2020-08-08,EGP,nan,0.8568,0.7109
2020-08-08,KAN_L,nan,0.6067,0.7645
2020-08-08,KPC_L,nan,0.2523,0.9649
2020-08-08,KPC_U,nan,0.8837,0.9431
2020-08-08,NUK_K,nan,0.3376,0.9976
2020-08-08,NUK_L,nan,0.2484,0.9303
2020-08-08,QAS_L,nan,0.249,0.6273
2020-08-08,QAS_M,nan,0.258,0.5783
2020-08-08,QAS_U,0.631,0.4728,0.5594
2020-08-08,SCO_L,nan,0.401,0.9184
2020-08-08,SCO_U,nan,0.3474,0.9376
2020-08-08,THU_L,nan,0.4729,0.2381
2020-08-08,THU_U,0.820,0.7247,0.2515
2020-08-08,THU_U2,0.817,0.7541,0.2951
2020-08-08,UPE_L,nan,0.5691,0.3337
2020-08-08,UPE_U,nan,0.6948,0.5425
2020-08-09,CEN1,0.838,0.7639,0.3027
2020-08-09,EGP,0.863,0.8186,0.5002
2020-08-09,KAN_L,nan,0.6791,0.7771
2020-08-09,KPC_L,nan,0.2915,0.9995
2020-08-09,KPC_U,nan,0.8929,1.0
2020-08-09,NUK_K,nan,0.3662,0.754
2020-08-09,NUK_L,nan,0.2441,0.6147
2020-08-09,QAS_L,nan,0.2379,0.8878
2020-08-09,QAS_M,nan,0.2548,0.8425
2020-08-09,QAS_U,nan,0.5326,0.7633
2020-08-09,SCO_L,nan,0.3909,0.6164
2020-08-09,SCO_U,nan,0.3836,0.5484
2020-08-09,SWC,nan,0.8885,0.3849
2020-08-09,THU_L,0.428,0.416,0.1685
2020-08-09,THU_U,0.823,0.7186,0.1529
2020-08-09,THU_U2,0.823,0.822,0.2057
2020-08-09,UPE_L,0.447,0.5406,0.3642
2020-08-09,UPE_U,0.842,0.7824,0.1305
2020-08-10,CEN1,0.826,0.7502,0.1498
2020-08-10,EGP,0.859,0.7614,0.6765
2020-08-10,KAN_L,nan,0.8018,0.5912
2020-08-10,KPC_L,nan,0.2961,0.9956
2020-08-10,KPC_U,nan,0.9332,0.9997
2020-08-10,NUK_K,nan,0.5786,0.6418
2020-08-10,NUK_L,nan,0.4677,0.8259
2020-08-10,QAS_L,nan,0.2721,0.1876
2020-08-10,QAS_M,0.325,0.2657,0.1524
2020-08-10,QAS_U,0.658,0.5262,0.1325
2020-08-10,SCO_L,nan,0.454,0.8138
2020-08-10,SCO_U,nan,0.389,0.8257
2020-08-10,SWC,nan,0.9155,0.8358
2020-08-10,THU_L,0.490,0.4177,0.0074
2020-08-10,THU_U,0.758,0.6933,0.0055
2020-08-10,THU_U2,0.840,0.7578,0.0436
2020-08-10,UPE_L,nan,0.5621,0.4718
2020-08-10,UPE_U,nan,0.7455,0.1651
2020-08-11,CEN1,nan,0.8682,0.5771
2020-08-11,EGP,nan,0.8568,0.6992
2020-08-11,KAN_L,0.775,0.753,0.1332
2020-08-11,KPC_L,nan,0.2959,0.8942
2020-08-11,KPC_U,0.601,0.8152,0.5702
2020-08-11,NUK_K,nan,0.4868,0.4016
2020-08-11,NUK_L,0.490,0.2459,0.3933
2020-08-11,QAS_L,nan,0.3064,0.7151
2020-08-11,QAS_M,nan,0.6924,0.7204
2020-08-11,QAS_U,nan,0.8082,0.7218
2020-08-11,SCO_L,nan,0.429,0.9582
2020-08-11,SCO_U,nan,0.7728,0.967
2020-08-11,SWC,0.833,0.8781,0.3647
2020-08-11,THU_L,nan,0.4566,0.2709
2020-08-11,THU_U,nan,0.6898,0.2602
2020-08-11,THU_U2,nan,0.829,0.3426
2020-08-11,UPE_L,nan,0.6031,0.6495
2020-08-11,UPE_U,nan,0.7584,0.2308
2020-08-12,CEN1,0.827,0.7963,0.2599
2020-08-12,EGP,nan,0.8132,0.4431
2020-08-12,KAN_L,nan,0.6148,0.8421
2020-08-12,KPC_L,nan,0.3313,0.9798
2020-08-12,KPC_U,nan,0.929,0.9627
2020-08-12,NUK_K,nan,0.3064,0.8907
2020-08-12,NUK_L,nan,0.2232,0.9333
2020-08-12,QAS_L,nan,0.2,0.9976
2020-08-12,QAS_M,nan,0.3264,0.9984
2020-08-12,QAS_U,nan,0.5196,1.0
2020-08-12,SCO_L,nan,0.4165,0.5579
2020-08-12,SCO_U,nan,0.7093,0.5803
2020-08-12,SWC,nan,0.9207,0.6685
2020-08-12,THU_L,0.370,0.4404,0.3173
2020-08-12,THU_U,0.825,0.6766,0.2898
2020-08-12,THU_U2,0.830,0.7987,0.3218
2020-08-12,UPE_L,nan,0.5986,0.2552
2020-08-12,UPE_U,nan,0.7218,0.32
2020-08-13,CEN1,nan,0.8912,0.9282
2020-08-13,EGP,nan,0.8856,0.9123
2020-08-13,KAN_L,nan,0.6137,0.4878
2020-08-13,KPC_L,nan,0.3201,0.9186
2020-08-13,NUK_K,nan,0.2981,0.0
2020-08-13,NUK_L,nan,0.2012,0.2396
2020-08-13,QAS_L,nan,0.2006,0.9944
2020-08-13,QAS_M,nan,0.2235,0.9827
2020-08-13,QAS_U,nan,0.4216,0.9216
2020-08-13,SCO_L,nan,0.4416,0.3212
2020-08-13,SCO_U,nan,0.6359,0.2504
2020-08-13,SWC,nan,0.9285,0.882
2020-08-13,THU_L,nan,0.4334,0.6255
2020-08-13,THU_U,nan,0.6993,0.6566
2020-08-13,THU_U2,nan,0.845,0.6945
2020-08-13,UPE_L,nan,0.6215,0.847
2020-08-13,UPE_U,nan,0.9172,0.0
2020-08-14,CEN1,nan,0.8903,0.8655
2020-08-14,EGP,nan,0.8739,0.9299
2020-08-14,KAN_L,nan,0.5705,0.6957
2020-08-14,KPC_L,nan,0.3228,0.9619
2020-08-14,NUK_K,nan,0.3642,0.5707
2020-08-14,NUK_L,nan,0.2482,0.5816
2020-08-14,QAS_L,nan,0.2653,0.4809
2020-08-14,QAS_M,0.332,0.2566,0.4042
2020-08-14,QAS_U,nan,0.4666,0.2549
