date,site,alb_s3,alb_AWS,cloud
2018-05-10,NUK_L,nan,0.7052,0.3038
2018-05-10,QAS_L,nan,0.7112,0.1358
2018-05-10,QAS_M,nan,0.817,0.1904
2018-05-10,QAS_U,0.814,0.6986,0.1355
2018-05-10,SCO_L,nan,0.7883,0.4736
2018-05-10,SCO_U,nan,0.808,0.4368
2018-05-10,TAS_L,nan,0.8243,0.5979
2018-05-10,THU_L,0.862,0.8096,0.3986
2018-05-10,THU_U,nan,0.8097,0.3999
2018-05-10,UPE_L,nan,0.7826,0.1464
2018-05-10,UPE_U,0.828,0.7315,0.0692
2018-05-11,CEN1,0.836,0.7443,0.2437
2018-05-11,EGP,nan,0.7997,0.3632
2018-05-11,KAN_L,0.855,0.7409,0.4868
2018-05-11,KAN_M,0.862,0.7789,0.4641
2018-05-11,KAN_U,0.845,0.8352,0.7585
2018-05-11,KPC_L,0.820,0.7816,0.268
2018-05-11,KPC_U,0.859,0.8724,0.3008
2018-05-11,NUK_K,nan,0.9108,0.66
2018-05-11,NUK_L,nan,0.798,0.6927
2018-05-11,QAS_L,nan,0.8036,0.7922
2018-05-11,QAS_M,nan,0.8805,0.8427
2018-05-11,QAS_U,nan,0.9428,0.8836
2018-05-11,SCO_L,nan,0.746,0.5452
2018-05-11,SCO_U,nan,0.8115,0.5836
2018-05-11,TAS_L,nan,0.8396,0.715
2018-05-11,THU_L,0.863,0.7697,0.1716
2018-05-11,THU_U,0.868,0.778,0.1393
2018-05-11,UPE_L,nan,0.7838,0.2714
2018-05-11,UPE_U,0.831,0.7368,0.1871
2018-05-12,CEN1,0.843,0.7581,0.2639
2018-05-12,EGP,0.847,0.7997,0.2202
2018-05-12,KAN_L,nan,0.6221,0.7248
2018-05-12,KAN_M,nan,0.8689,0.7947
2018-05-12,KAN_U,nan,0.9046,0.9582
2018-05-12,KPC_L,0.829,0.7989,0.4939
2018-05-12,KPC_U,nan,0.8649,0.5677
2018-05-12,NUK_K,nan,0.907,0.993
2018-05-12,NUK_L,nan,0.8014,0.6159
2018-05-12,QAS_L,nan,0.7713,0.882
2018-05-12,QAS_M,nan,0.8906,0.9384
2018-05-12,QAS_U,nan,0.9264,0.9294
2018-05-12,SCO_L,nan,0.7068,0.2276
2018-05-12,SCO_U,nan,0.7795,0.2325
2018-05-12,TAS_L,nan,0.8762,0.9127
2018-05-12,THU_L,0.852,0.7804,0.1945
2018-05-12,THU_U,0.854,0.7858,0.1454
2018-05-12,UPE_L,0.836,0.7776,0.4339
2018-05-12,UPE_U,0.831,0.7559,0.2175
2018-05-13,CEN1,nan,0.8751,0.6702
2018-05-13,EGP,nan,0.8227,0.6029
2018-05-13,KAN_L,nan,0.5851,0.5511
2018-05-13,KAN_M,nan,0.8776,0.726
2018-05-13,KAN_U,nan,0.9324,0.7899
2018-05-13,KPC_L,0.818,0.8006,0.392
2018-05-13,KPC_U,0.849,0.8714,0.3559
2018-05-13,NUK_K,nan,0.8719,0.8469
2018-05-13,NUK_L,nan,0.7608,0.5645
2018-05-13,QAS_L,nan,0.9156,0.9794
2018-05-13,QAS_M,nan,0.9159,0.8407
2018-05-13,QAS_U,nan,0.8456,0.8096
2018-05-13,SCO_L,nan,0.744,0.4791
2018-05-13,SCO_U,nan,0.7973,0.4499
2018-05-13,TAS_L,nan,0.852,0.8461
2018-05-13,THU_L,nan,0.7993,0.3829
2018-05-13,THU_U,nan,0.8018,0.3745
2018-05-13,UPE_L,0.767,0.7718,0.3016
2018-05-13,UPE_U,0.822,0.7591,0.1763
2018-05-14,CEN1,0.831,0.768,0.225
2018-05-14,EGP,0.860,0.808,0.5257
2018-05-14,KAN_L,nan,0.5546,0.8565
2018-05-14,KAN_M,nan,0.8201,0.4258
2018-05-14,KAN_U,nan,0.8618,0.3287
2018-05-14,KPC_L,0.818,0.7823,0.4002
2018-05-14,KPC_U,0.852,0.8542,0.3884
2018-05-14,NUK_K,nan,0.8822,0.8362
2018-05-14,NUK_L,nan,0.8264,0.94
2018-05-14,QAS_L,nan,0.8179,0.3853
2018-05-14,QAS_M,0.847,0.8822,0.3867
2018-05-14,QAS_U,0.851,0.7153,0.3483
2018-05-14,SCO_L,nan,0.8603,0.9705
2018-05-14,SCO_U,nan,0.8669,0.8662
2018-05-14,THU_L,0.824,0.7583,0.0332
2018-05-14,THU_U,0.829,0.7832,0.0694
2018-05-14,UPE_L,nan,0.768,0.2421
2018-05-14,UPE_U,nan,0.792,0.2677
2018-05-15,CEN1,nan,0.8486,0.5305
2018-05-15,EGP,nan,0.79,0.5497
2018-05-15,KAN_L,nan,0.5387,0.1817
2018-05-15,KAN_M,0.837,0.7524,0.1877
2018-05-15,KAN_U,0.832,0.8271,0.0634
2018-05-15,KPC_L,nan,0.9284,0.9897
2018-05-15,KPC_U,nan,0.9908,0.8533
2018-05-15,NUK_K,nan,0.8222,0.5156
2018-05-15,NUK_L,nan,0.7068,0.1845
2018-05-15,QAS_L,nan,0.8293,0.6243
2018-05-15,QAS_M,nan,0.8842,0.6689
2018-05-15,QAS_U,nan,0.914,0.658
2018-05-15,SCO_L,nan,0.8232,0.8693
2018-05-15,SCO_U,nan,0.857,0.7764
2018-05-15,TAS_L,0.850,0.8746,0.3489
2018-05-15,THU_L,nan,0.7669,0.1362
2018-05-15,THU_U,0.827,0.7656,0.1216
2018-05-15,UPE_L,nan,0.7932,0.723
2018-05-15,UPE_U,nan,0.7895,0.7142
2018-05-16,CEN1,nan,0.876,0.7478
2018-05-16,EGP,nan,0.8172,0.4974
2018-05-16,KAN_L,nan,0.5282,0.2086
2018-05-16,KAN_M,0.832,0.7638,0.2961
2018-05-16,KAN_U,0.831,0.8447,0.4017
2018-05-16,KPC_L,nan,0.5974,0.9693
2018-05-16,KPC_U,nan,0.9443,0.9452
2018-05-16,NUK_K,nan,0.8921,0.8407
2018-05-16,NUK_L,nan,0.802,0.6427
2018-05-16,QAS_L,nan,0.9016,0.9626
2018-05-16,QAS_M,nan,0.933,0.9754
2018-05-16,QAS_U,nan,0.9484,0.9644
2018-05-16,SCO_L,nan,0.8756,0.9739
2018-05-16,SCO_U,nan,0.8481,0.8457
2018-05-16,TAS_L,nan,0.8219,0.4856
2018-05-16,THU_L,nan,0.7823,0.5249
2018-05-16,THU_U,nan,0.7802,0.2445
2018-05-16,UPE_L,nan,0.7921,0.788
2018-05-16,UPE_U,0.818,0.7639,0.4861
2018-05-17,CEN1,0.826,0.7632,0.2283
2018-05-17,EGP,0.851,0.8014,0.5284
2018-05-17,KAN_L,nan,0.5711,0.3037
2018-05-17,KAN_M,nan,0.8395,0.5092
2018-05-17,KAN_U,nan,0.8399,0.4983
2018-05-17,KPC_L,nan,0.8369,0.91
2018-05-17,KPC_U,nan,0.9216,0.893
2018-05-17,NUK_K,nan,0.8919,0.689
2018-05-17,NUK_L,nan,0.6365,0.2887
2018-05-17,QAS_L,nan,0.9029,0.8962
2018-05-17,QAS_M,nan,0.8689,0.9009
2018-05-17,QAS_U,nan,0.8846,0.9164
2018-05-17,SCO_L,nan,0.7984,0.3954
2018-05-17,SCO_U,nan,0.8026,0.3373
2018-05-17,TAS_L,nan,0.9045,0.9624
2018-05-17,THU_L,0.839,0.7596,0.2128
2018-05-17,THU_U,0.820,0.77,0.1836
2018-05-17,UPE_L,nan,0.7766,0.7147
2018-05-17,UPE_U,nan,0.7328,0.0053
2018-05-18,CEN1,0.837,0.7237,0.1216
2018-05-18,EGP,0.856,0.7944,0.3982
2018-05-18,KAN_L,nan,0.5329,0.3098
2018-05-18,KAN_M,nan,0.8176,0.3693
2018-05-18,KAN_U,nan,0.8242,0.3566
2018-05-18,KPC_L,nan,0.8636,0.8858
2018-05-18,KPC_U,nan,0.8961,0.9095
2018-05-18,NUK_K,nan,0.8728,0.7376
2018-05-18,NUK_L,nan,0.652,0.2445
2018-05-18,QAS_L,nan,0.8322,0.3395
2018-05-18,QAS_M,nan,0.7764,0.4028
2018-05-18,QAS_U,nan,0.7277,0.4774
2018-05-18,SCO_L,nan,0.8165,0.5218
2018-05-18,SCO_U,nan,0.8194,0.4919
2018-05-18,TAS_L,nan,0.8797,0.7998
2018-05-18,THU_L,nan,0.76,0.0886
2018-05-18,THU_U,0.819,0.7624,0.0482
2018-05-18,UPE_L,nan,0.766,0.5665
2018-05-18,UPE_U,0.787,0.7196,0.0346
2018-05-19,CEN1,nan,0.7645,0.3195
2018-05-19,EGP,0.842,0.7942,0.5903
2018-05-19,KAN_L,0.713,0.5141,0.0206
2018-05-19,KAN_M,0.828,0.7529,0.0549
2018-05-19,KAN_U,0.829,0.8132,0.0511
2018-05-19,KPC_L,nan,0.8779,0.8995
2018-05-19,KPC_U,nan,0.9965,0.9703
2018-05-19,NUK_K,nan,0.8375,0.382
2018-05-19,NUK_L,0.702,0.6114,0.0417
2018-05-19,QAS_L,nan,0.8239,0.5352
2018-05-19,QAS_M,nan,0.8393,0.5761
2018-05-19,QAS_U,nan,0.8355,0.5516
2018-05-19,SCO_L,nan,0.8453,0.8136
2018-05-19,SCO_U,nan,0.8354,0.7339
2018-05-19,TAS_L,0.804,0.8073,0.1602
2018-05-19,THU_L,0.824,0.786,0.3547
2018-05-19,THU_U,0.823,0.772,0.3175
2018-05-19,UPE_L,nan,0.8053,0.8339
2018-05-19,UPE_U,nan,0.8295,0.555
2018-05-20,CEN1,0.847,0.7757,0.2473
2018-05-20,EGP,0.871,0.8121,0.5923
2018-05-20,KAN_L,nan,0.6195,0.7247
2018-05-20,KAN_M,nan,0.8626,0.785
2018-05-20,KAN_U,nan,0.8153,0.6113
2018-05-20,KPC_L,nan,0.8572,0.808
2018-05-20,KPC_U,nan,0.911,0.8499
2018-05-20,NUK_K,nan,0.9248,0.8536
2018-05-20,NUK_L,nan,0.7415,0.58
2018-05-20,QAS_L,nan,0.7986,0.6038
2018-05-20,QAS_M,nan,0.8519,0.7373
2018-05-20,QAS_U,nan,0.8493,0.7512
2018-05-20,SCO_L,nan,0.8448,0.6809
2018-05-20,SCO_U,nan,0.8648,0.7446
2018-05-20,TAS_L,0.784,0.7836,0.1079
2018-05-20,THU_L,nan,0.7623,0.2396
2018-05-20,THU_U,0.816,0.7567,0.1103
2018-05-20,UPE_L,nan,0.8172,0.8971
2018-05-20,UPE_U,nan,0.8497,0.9201
2018-05-21,CEN1,nan,0.8689,0.7439
2018-05-21,EGP,0.848,0.7946,0.3502
2018-05-21,KAN_L,nan,0.5354,0.1539
2018-05-21,KAN_M,0.820,0.7553,0.1196
2018-05-21,KAN_U,nan,0.812,0.1127
2018-05-21,KPC_L,nan,0.9034,0.898
2018-05-21,KPC_U,nan,0.9839,0.7562
2018-05-21,NUK_K,0.652,0.7826,0.1636
2018-05-21,NUK_L,nan,0.6299,0.064
2018-05-21,QAS_L,nan,0.7727,0.4462
2018-05-21,QAS_M,0.649,0.8327,0.4461
2018-05-21,QAS_U,0.817,0.7288,0.4302
2018-05-21,SCO_L,nan,0.7621,0.5483
2018-05-21,SCO_U,nan,0.7986,0.4177
2018-05-21,TAS_L,nan,0.8329,0.577
2018-05-21,THU_L,nan,0.7889,0.5347
2018-05-21,THU_U,0.817,0.7602,0.4208
2018-05-21,UPE_L,nan,0.7904,0.777
2018-05-21,UPE_U,0.808,0.7204,0.3119
2018-05-22,CEN1,nan,0.8482,0.7581
2018-05-22,EGP,0.844,0.7922,0.3057
2018-05-22,KAN_L,nan,0.5261,0.131
2018-05-22,KAN_M,nan,0.7757,0.3224
2018-05-22,KAN_U,nan,0.8625,0.4661
2018-05-22,KPC_L,nan,0.8447,0.8302
2018-05-22,KPC_U,nan,0.9723,0.9041
2018-05-22,NUK_K,nan,0.7915,0.3432
2018-05-22,NUK_L,nan,0.6572,0.2705
2018-05-22,QAS_L,nan,0.7316,0.14
2018-05-22,QAS_M,nan,0.7976,0.1767
2018-05-22,QAS_U,nan,0.704,0.1556
2018-05-22,SCO_L,nan,0.7307,0.1829
2018-05-22,SCO_U,nan,0.7811,0.1449
2018-05-22,TAS_L,nan,0.8487,0.753
2018-05-22,THU_L,nan,0.7852,0.3778
2018-05-22,THU_U,0.820,0.764,0.3428
2018-05-22,THU_U2,nan,0.6822,0.1352
2018-05-22,UPE_L,nan,0.7545,0.1701
2018-05-22,UPE_U,0.795,0.7212,0.0564
2018-05-23,CEN1,0.834,0.7891,0.3228
2018-05-23,EGP,0.831,0.7885,0.2235
2018-05-23,KAN_L,nan,0.5603,0.4211
2018-05-23,KAN_M,nan,0.832,0.5366
2018-05-23,KAN_U,nan,0.8356,0.5431
2018-05-23,KPC_L,nan,0.8584,0.8137
2018-05-23,KPC_U,nan,0.8881,0.8004
2018-05-23,NUK_K,nan,0.9789,0.9653
2018-05-23,NUK_L,nan,0.8207,0.9223
2018-05-23,QAS_L,nan,0.7921,0.8653
2018-05-23,QAS_M,nan,0.8708,0.9378
2018-05-23,QAS_U,nan,0.9245,0.9556
2018-05-23,SCO_L,nan,0.7384,0.3478
2018-05-23,SCO_U,nan,0.7969,0.3103
2018-05-23,TAS_L,nan,0.8474,0.9012
2018-05-23,THU_L,nan,0.7553,0.0629
2018-05-23,THU_U,nan,0.7537,0.1039
2018-05-23,THU_U2,0.821,0.7658,0.1006
2018-05-23,UPE_L,nan,0.7212,0.3845
2018-05-23,UPE_U,0.783,0.7057,0.027
2018-05-24,CEN1,nan,0.8199,0.6194
2018-05-24,EGP,0.841,0.793,0.2799
2018-05-24,KAN_L,nan,0.7305,0.935
2018-05-24,KAN_M,nan,0.7951,0.4784
2018-05-24,KAN_U,0.818,0.8185,0.2647
2018-05-24,KPC_L,0.828,0.7942,0.3454
2018-05-24,KPC_U,0.842,0.8457,0.2643
2018-05-24,NUK_K,nan,0.8933,0.9326
2018-05-24,NUK_L,nan,0.7845,0.8517
2018-05-24,QAS_L,nan,0.786,0.7991
2018-05-24,QAS_M,nan,0.8691,0.9087
2018-05-24,QAS_U,nan,0.8904,0.8558
2018-05-24,SCO_L,nan,0.7151,0.3775
2018-05-24,SCO_U,nan,0.7701,0.1403
2018-05-24,TAS_L,nan,0.8339,0.7573
2018-05-24,THU_L,nan,0.809,0.6903
2018-05-24,THU_U,nan,0.8425,0.7318
2018-05-24,THU_U2,nan,0.846,0.7862
2018-05-24,UPE_L,nan,0.8402,0.9591
2018-05-24,UPE_U,nan,0.8235,0.8206
2018-05-25,CEN1,nan,0.8062,0.5127
2018-05-25,EGP,0.835,0.7966,0.3862
2018-05-25,KAN_L,nan,0.6545,0.4001
2018-05-25,KAN_M,0.808,0.7487,0.3637
2018-05-25,KAN_U,0.814,0.8079,0.2251
2018-05-25,KPC_L,nan,0.7815,0.4413
2018-05-25,KPC_U,0.844,0.8462,0.3031
2018-05-25,NUK_K,nan,0.8164,0.5827
2018-05-25,NUK_L,nan,0.6733,0.2768
2018-05-25,QAS_L,nan,0.7796,0.6266
2018-05-25,QAS_M,nan,0.8483,0.6514
2018-05-25,QAS_U,nan,0.8799,0.6683
2018-05-25,SCO_L,nan,0.772,0.7023
2018-05-25,SCO_U,0.829,0.7782,0.1644
2018-05-25,TAS_L,nan,0.7854,0.4697
2018-05-25,THU_L,nan,0.8367,0.594
2018-05-25,THU_U,0.853,0.8695,0.7041
2018-05-25,THU_U2,nan,0.8817,0.8124
2018-05-25,UPE_L,nan,0.8369,0.8778
2018-05-25,UPE_U,nan,0.8239,0.7543
2018-05-26,CEN1,0.854,0.7841,0.4202
2018-05-26,EGP,0.836,0.7935,0.2829
2018-05-26,KAN_L,nan,0.6141,0.5058
2018-05-26,KAN_M,nan,0.8096,0.7044
2018-05-26,KAN_U,nan,0.8422,0.7942
2018-05-26,KPC_L,0.837,0.7838,0.2634
2018-05-26,KPC_U,0.822,0.8285,0.2171
2018-05-26,NUK_K,nan,0.9149,0.823
2018-05-26,NUK_L,nan,0.8147,0.7382
2018-05-26,QAS_L,nan,0.7738,0.5239
2018-05-26,QAS_M,nan,0.8512,0.5742
2018-05-26,QAS_U,nan,0.7348,0.5784
2018-05-26,SCO_L,nan,0.7501,0.58
2018-05-26,SCO_U,nan,0.8132,0.4482
2018-05-26,TAS_L,nan,0.8474,0.9108
2018-05-26,THU_L,nan,0.7954,0.1739
2018-05-26,THU_U,0.862,0.8157,0.1898
2018-05-26,THU_U2,0.864,0.7907,0.2136
2018-05-26,UPE_L,nan,0.7903,0.8639
2018-05-26,UPE_U,nan,0.7273,0.2036
2018-05-27,CEN1,nan,0.8133,0.6355
2018-05-27,EGP,0.827,0.8028,0.3856
2018-05-27,KAN_L,nan,0.7504,0.7519
2018-05-27,KAN_M,nan,0.8042,0.5136
2018-05-27,KAN_U,nan,0.8444,0.4345
2018-05-27,KPC_L,nan,0.7869,0.4742
2018-05-27,KPC_U,0.819,0.8178,0.2839
2018-05-27,NUK_K,nan,0.8888,0.7459
2018-05-27,NUK_L,nan,0.7752,0.6295
2018-05-27,QAS_L,nan,0.7675,0.5579
2018-05-27,QAS_M,nan,0.8182,0.6662
2018-05-27,QAS_U,nan,0.8336,0.5801
2018-05-27,SCO_L,0.718,0.6796,0.1752
2018-05-27,SCO_U,0.823,0.769,0.1535
2018-05-27,TAS_L,nan,0.7968,0.8719
2018-05-27,THU_L,nan,0.8464,0.769
2018-05-27,THU_U,nan,0.8975,0.8549
2018-05-27,THU_U2,nan,0.9454,0.8088
2018-05-27,UPE_L,nan,0.8708,0.9399
2018-05-27,UPE_U,nan,0.8953,0.9409
2018-05-28,CEN1,nan,0.8075,0.4703
2018-05-28,EGP,0.834,0.7885,0.2552
2018-05-28,KAN_L,nan,0.704,0.2698
2018-05-28,KAN_M,0.842,0.7659,0.3306
2018-05-28,KAN_U,0.834,0.8218,0.3178
2018-05-28,KPC_L,0.816,0.7835,0.1361
2018-05-28,KPC_U,0.811,0.8226,0.1151
2018-05-28,NUK_K,nan,0.8403,0.6566
2018-05-28,NUK_L,nan,0.7052,0.1648
2018-05-28,QAS_L,nan,0.7185,0.1281
2018-05-28,QAS_M,0.864,0.7884,0.1606
2018-05-28,QAS_U,0.824,0.7029,0.13
2018-05-28,SCO_L,nan,0.6755,0.5988
2018-05-28,SCO_U,nan,0.8419,0.5715
2018-05-28,TAS_L,nan,0.7405,0.6328
2018-05-28,THU_L,nan,0.8309,0.4997
2018-05-28,THU_U,nan,0.8112,0.5972
2018-05-28,THU_U2,nan,0.8849,0.7836
2018-05-28,UPE_L,nan,0.8315,0.6123
2018-05-28,UPE_U,0.870,0.8157,0.6899
2018-05-29,CEN1,nan,0.8486,0.7122
2018-05-29,EGP,0.826,0.7788,0.1989
2018-05-29,KAN_L,nan,0.6939,0.3995
2018-05-29,KAN_M,nan,0.8059,0.3495
2018-05-29,KAN_U,0.811,0.8109,0.1218
2018-05-29,KPC_L,0.818,0.7825,0.205
2018-05-29,KPC_U,0.814,0.8196,0.1947
2018-05-29,NUK_K,nan,0.8658,0.729
2018-05-29,NUK_L,nan,0.7576,0.4552
2018-05-29,QAS_L,nan,0.732,0.6009
2018-05-29,QAS_M,nan,0.8097,0.6434
2018-05-29,QAS_U,0.791,0.8147,0.621
2018-05-29,SCO_L,nan,0.6196,0.3046
2018-05-29,SCO_U,nan,0.7728,0.2053
2018-05-29,TAS_L,nan,0.7957,0.9214
2018-05-29,THU_L,nan,0.8205,0.3809
2018-05-29,THU_U,0.867,0.7972,0.4218
2018-05-29,THU_U2,nan,0.8255,0.4625
2018-05-29,UPE_L,nan,0.7857,0.3645
2018-05-29,UPE_U,nan,0.7627,0.2818
2018-05-30,CEN1,nan,0.8315,0.6898
2018-05-30,EGP,0.824,0.7904,0.3383
2018-05-30,KAN_L,nan,0.6336,0.5992
2018-05-30,KAN_M,nan,0.8299,0.7405
2018-05-30,KAN_U,nan,0.8633,0.7625
2018-05-30,KPC_L,0.816,0.771,0.1921
2018-05-30,KPC_U,0.809,0.8161,0.1198
2018-05-30,NUK_K,nan,0.8831,0.9459
2018-05-30,NUK_L,nan,0.7378,0.8044
2018-05-30,QAS_L,nan,0.8253,0.9446
2018-05-30,QAS_M,nan,0.923,0.9507
2018-05-30,QAS_U,nan,0.9419,0.9512
2018-05-30,SCO_L,nan,0.6149,0.2937
2018-05-30,SCO_U,nan,0.7968,0.2312
2018-05-30,TAS_L,nan,0.7344,0.8391
2018-05-30,THU_L,nan,0.856,0.7662
2018-05-30,THU_U,nan,0.8363,0.8289
2018-05-30,THU_U2,nan,0.8709,0.8473
2018-05-30,UPE_L,nan,0.7873,0.7296
2018-05-30,UPE_U,nan,0.8122,0.6811
2018-05-31,CEN1,nan,0.868,0.7765
2018-05-31,EGP,nan,0.8327,0.5141
2018-05-31,KAN_L,nan,0.5941,0.5811
2018-05-31,KAN_M,nan,0.8633,0.7087
2018-05-31,KAN_U,nan,0.8978,0.8863
2018-05-31,KPC_L,0.814,0.7742,0.3284
2018-05-31,KPC_U,0.807,0.8204,0.16
2018-05-31,NUK_K,nan,0.9029,0.9601
2018-05-31,NUK_L,nan,0.8608,0.7138
2018-05-31,QAS_L,nan,0.7725,0.931
2018-05-31,QAS_M,nan,0.8728,0.9157
2018-05-31,QAS_U,nan,0.9369,0.956
2018-05-31,SCO_L,nan,0.5673,0.1331
2018-05-31,SCO_U,nan,0.7419,0.0785
2018-05-31,TAS_L,nan,0.7102,0.8833
2018-05-31,THU_L,nan,0.8589,0.7912
2018-05-31,THU_U,nan,0.8281,0.8564
2018-05-31,THU_U2,nan,0.8661,0.8563
2018-05-31,UPE_L,nan,0.8572,0.6948
2018-05-31,UPE_U,nan,0.8987,0.6232
2018-06-01,CEN1,nan,0.8366,0.4664
2018-06-01,EGP,0.835,0.8124,0.2826
2018-06-01,KAN_L,nan,0.6146,0.7258
2018-06-01,KAN_M,nan,0.8815,0.9134
2018-06-01,KAN_U,nan,0.9125,0.9968
2018-06-01,KPC_L,nan,0.8319,0.7296
2018-06-01,KPC_U,nan,0.8504,0.6044
2018-06-01,NUK_K,nan,0.9142,0.9991
2018-06-01,NUK_L,nan,0.7061,0.8396
2018-06-01,QAS_L,nan,0.775,0.9559
2018-06-01,QAS_M,nan,0.8654,0.9598
2018-06-01,QAS_U,nan,0.8982,0.9479
2018-06-01,SCO_L,nan,0.5307,0.0546
2018-06-01,SCO_U,0.580,0.7221,0.0404
2018-06-01,TAS_L,nan,0.7413,0.8272
2018-06-01,THU_L,nan,0.8048,0.2373
2018-06-01,THU_U,nan,0.7827,0.2949
2018-06-01,THU_U2,0.851,0.8271,0.3702
2018-06-01,UPE_L,nan,0.822,0.8042
2018-06-01,UPE_U,nan,0.8575,0.7543
2018-06-02,CEN1,nan,0.8689,0.8121
2018-06-02,EGP,0.834,0.7942,0.1571
2018-06-02,KAN_L,nan,0.714,0.7709
2018-06-02,KAN_M,nan,0.8594,0.8505
2018-06-02,KAN_U,nan,0.9022,0.9788
2018-06-02,KPC_L,nan,0.8137,0.6075
2018-06-02,KPC_U,nan,0.8364,0.7023
2018-06-02,NUK_K,nan,0.8748,0.9838
2018-06-02,NUK_L,nan,0.6265,0.9354
2018-06-02,QAS_L,nan,0.7702,0.9741
2018-06-02,QAS_M,nan,0.8706,0.9728
2018-06-02,QAS_U,nan,0.8906,0.9746
2018-06-02,SCO_L,nan,0.5873,0.5763
2018-06-02,SCO_U,nan,0.762,0.2874
2018-06-02,TAS_L,nan,0.7339,0.8224
2018-06-02,THU_L,nan,0.8571,0.7443
2018-06-02,THU_U,nan,0.8466,0.8289
2018-06-02,THU_U2,nan,0.895,0.8786
2018-06-02,UPE_L,nan,0.7931,0.3318
2018-06-02,UPE_U,nan,0.8508,0.6689
2018-06-03,CEN1,0.852,0.7877,0.3734
2018-06-03,EGP,0.819,0.7894,0.1906
2018-06-03,KAN_L,nan,0.6615,0.8423
2018-06-03,KAN_M,0.827,0.8242,0.8059
2018-06-03,KAN_U,nan,0.8945,0.96
2018-06-03,KPC_L,nan,0.8258,0.7425
2018-06-03,KPC_U,nan,0.8486,0.6298
2018-06-03,NUK_K,nan,0.8781,0.9914
2018-06-03,NUK_L,nan,0.6661,0.9911
2018-06-03,QAS_L,nan,0.6869,0.9997
2018-06-03,QAS_M,nan,0.8287,1.0
2018-06-03,QAS_U,nan,0.8666,1.0
2018-06-03,SCO_L,nan,0.5442,0.1178
2018-06-03,SCO_U,nan,0.72,0.0608
2018-06-03,TAS_L,nan,0.7191,0.6582
2018-06-03,THU_L,nan,0.8272,0.5156
2018-06-03,THU_U,nan,0.887,0.5715
2018-06-03,THU_U2,nan,0.8172,0.5944
2018-06-03,UPE_L,nan,0.7532,0.1766
2018-06-03,UPE_U,nan,0.7663,0.1913
2018-06-04,CEN1,0.846,0.7794,0.262
2018-06-04,EGP,0.827,0.7801,0.2532
2018-06-04,KAN_L,nan,0.6421,0.9801
2018-06-04,KAN_M,nan,0.8204,0.9828
2018-06-04,KAN_U,nan,0.8553,0.8444
2018-06-04,KPC_L,nan,0.7956,0.4871
2018-06-04,KPC_U,nan,0.8561,0.5138
2018-06-04,NUK_K,nan,0.8329,0.9994
2018-06-04,NUK_L,nan,0.6317,0.9826
2018-06-04,QAS_L,nan,0.3615,0.8411
2018-06-04,QAS_M,nan,0.7585,0.9115
2018-06-04,QAS_U,nan,0.81,0.9111
2018-06-04,SCO_L,nan,0.5647,0.6294
2018-06-04,SCO_U,nan,0.7536,0.6138
2018-06-04,TAS_L,nan,0.7613,0.9896
2018-06-04,THU_L,nan,0.8286,0.3853
2018-06-04,THU_U,nan,0.8118,0.2171
2018-06-04,THU_U2,0.836,0.7814,0.2347
2018-06-04,UPE_L,nan,0.7439,0.2322
2018-06-04,UPE_U,0.840,0.7664,0.0739
2018-06-05,CEN1,0.844,0.7574,0.2269
2018-06-05,EGP,nan,0.8298,0.7108
2018-06-05,KAN_L,nan,0.5406,0.3434
2018-06-05,KAN_M,nan,0.7238,0.3308
2018-06-05,KAN_U,nan,0.7824,0.3959
2018-06-05,KPC_L,0.839,0.792,0.2173
2018-06-05,KPC_U,0.834,0.8339,0.2114
2018-06-05,NUK_K,nan,0.7753,0.8765
2018-06-05,NUK_L,nan,0.5287,0.6396
2018-06-05,QAS_L,nan,0.2138,0.6449
2018-06-05,QAS_M,nan,0.7506,0.7574
2018-06-05,QAS_U,nan,0.8521,0.742
2018-06-05,SCO_L,nan,0.5544,0.6505
2018-06-05,SCO_U,nan,0.716,0.4933
2018-06-05,TAS_L,nan,0.7447,0.9759
2018-06-05,THU_L,nan,0.8452,0.4011
2018-06-05,THU_U,0.823,0.79,0.4142
2018-06-05,THU_U2,0.831,0.8365,0.4211
2018-06-05,UPE_L,nan,0.7734,0.8421
2018-06-05,UPE_U,nan,0.868,0.7967
2018-06-06,CEN1,0.846,0.785,0.4654
2018-06-06,EGP,0.864,0.8572,0.7461
2018-06-06,KAN_L,nan,0.5337,0.4773
2018-06-06,KAN_M,nan,0.8236,0.6325
2018-06-06,KAN_U,nan,0.8701,0.6766
2018-06-06,KPC_L,0.827,0.7846,0.2102
2018-06-06,KPC_U,0.831,0.8305,0.1734
2018-06-06,NUK_K,nan,0.7565,0.6957
2018-06-06,NUK_L,nan,0.4488,0.7927
2018-06-06,QAS_L,nan,0.2377,0.7427
2018-06-06,QAS_M,nan,0.8164,0.7852
2018-06-06,QAS_U,nan,0.8795,0.7682
2018-06-06,SCO_L,nan,0.548,0.4947
2018-06-06,SCO_U,nan,0.7035,0.271
2018-06-06,TAS_L,nan,0.7358,0.9748
2018-06-06,THU_L,nan,0.8174,0.5426
2018-06-06,THU_U,0.857,0.765,0.4157
2018-06-06,THU_U2,0.839,0.7608,0.3517
2018-06-06,UPE_L,nan,0.7467,0.9055
2018-06-06,UPE_U,nan,0.7816,0.828
2018-06-07,CEN1,nan,0.8118,0.1717
2018-06-07,EGP,0.861,0.8553,0.6779
